target_date,generated_at,final_rank,fixture_id,league,home_team,away_team,market_primary,base_final_recommendation,base_execution_verdict,base_execution_score,base_primary_edge,base_model_prob,context_gate_decision,objective_override_status,context_objective_edge,objective_availability_decision,lineup_status,availability_status,pick_failure_mode,adjusted_final_status,adjusted_reason,recommended_action,stake_band,auto_apply,production_change,guardrail_status
2026-05-25,2026-05-25T18:52:48+01:00,1,1494178,Allsvenskan,IF Elfsborg,BK Hacken,OVER_2_5,BET,CORE_SHORTLIST,124.48444444444443,0.2488444444444444,0.8044,TABLE_PROXY_TEMPO,PROXY_ONLY,TEMPO,SHADOW_RISK_REVIEW,LINEUPS_CONFIRMED,AVAILABILITY_REPORTED_ADVISORY,LOW_CONVERSION,SHADOW_RISK_ONLY,shadow risk: low-conversion pattern,Only execute with stronger live/prelock confirmation,LOW_OR_SYMBOLIC,NO,NO,DATED_UPSTREAM_ONLY_CONTEXT_ADJUSTED_REPORT
2026-05-25,2026-05-25T18:52:48+01:00,2,1545418,Bundesliga,SC Paderborn 07,VfL Wolfsburg,OVER_1_5,BET,TOP_CORE,121.21592592592593,0.1816592592592593,0.9224,TABLE_PROXY_TEMPO,PROXY_ONLY,TEMPO,WAIT_PRELOCK,WAIT_PRELOCK,AVAILABILITY_REPORTED_ADVISORY,LOW_CONVERSION,WAIT_PRELOCK,objective/availability gate requires prelock or lineup confirmation,Wait for prelock before execution,NO_PREMATCH_STAKE,NO,NO,DATED_UPSTREAM_ONLY_CONTEXT_ADJUSTED_REPORT
