forecast_rank,fixture_id,league,home_team,away_team,market_primary,predicted_match_script,predicted_score_main,predicted_score_alt,predicted_home_xg_range,predicted_away_xg_range,predicted_home_shots_range,predicted_away_shots_range,predicted_home_sot_range,predicted_away_sot_range,predicted_total_corners_range,predicted_possession_split,predicted_pick_path,predicted_pick_breaker,predicted_total_goals_range,predicted_first_goal_side,predicted_state_gravity,forecast_confidence_band,forecast_inputs_used,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
1,1494179,Allsvenskan,IFK Goteborg,Mjallby AIF,OVER_1_5,"Moderately open game where two goals can arrive through sustained chance volume; shot volume is expected, but finishing drag is the main volatility point. Total-goal lean: 3.7; stats=FULL.",1-3,0-3,0.8-1.5,2.2-2.9,14-18,12-16,4-6,5-7,8-12,home 45-53% / away 47-55%,Pick wins if either favorite pressure creates a second goal or both sides trade enough chances for a 1-1/2-0 type path.,Good territory without conversion: shots arrive but finish quality or goalkeeper variance drags the score under the market.,3.2-4.3,Away slight lean,open exchange,HIGH_FORECAST_CONFIDENCE,market+projected_goals+competition_probability+pick_risk+recent_stats+league_coverage,2026-05-25,2026-05-24T23:47:28+00:00,PRE,FORECAST,NO_DATE_COLUMN,2026-05-25-20260524T234728Z
2,1545418,Bundesliga,SC Paderborn 07,VfL Wolfsburg,OVER_2_5,"Open, active match with both penalty boxes reached often; shot volume is expected, but finishing drag is the main volatility point. Total-goal lean: 4.2; stats=FULL.",2-2,2-1,2.0-2.7,1.5-2.2,13-17,9-13,4-6,4-6,8-12,home 48-56% / away 44-52%,"Pick wins if the projected chance volume turns into three goals, usually via early tempo or both teams contributing.",Good territory without conversion: shots arrive but finish quality or goalkeeper variance drags the score under the market.,3.7-4.8,Home slight lean,open exchange,HIGH_FORECAST_CONFIDENCE,market+projected_goals+competition_probability+pick_risk+recent_stats+league_coverage,2026-05-25,2026-05-24T23:47:28+00:00,PRE,FORECAST,NO_DATE_COLUMN,2026-05-25-20260524T234728Z
