target_date,generated_at,rank,fixture_id,home_team,away_team,forecast_confidence,forecast_warning,portfolio_status,context_level,market_hint,stat_profile,primary_stat_market,secondary_stat_market,execution_permission,stake_band,translation_score,translation_reason,kill_switch,source_guard,auto_apply,production_change
2026-05-25,2026-05-25T19:28:29+01:00,1,1494178,IF Elfsborg,BK Hacken,MEDIUM,AVAILABILITY_RISK,REVIEW_ONLY,L6_REVIEW,OVER_OR_BTTS_CHECK,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | HIGH_CARD_RISK | BOTH_TEAMS_THREAT,OVER_1_5_SUPPORTED,OVER_2_5_REVIEW,REVIEW_LOW_STAKE,LOW_IF_CONFIRMED,41,stat_score=41; confidence=MEDIUM 76.6; portfolio=REVIEW_ONLY; stat forecast supports market but no automatic execution,NONE,DATED_INPUT_ONLY,NO,NO
2026-05-25,2026-05-25T19:28:29+01:00,2,1494179,IFK Goteborg,Mjallby AIF,MEDIUM,LINEUPS_INACTIVE; AVAILABILITY_RISK,NO_PORTFOLIO_CONTEXT,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,HIGH_TEMPO | HIGH_SHOT_VOLUME | HIGH_CORNER_VOLUME | MEDIUM_CARD_RISK | BOTH_TEAMS_THREAT,OVER_1_5_SUPPORTED,OVER_2_5_REVIEW,STAT_WATCH_ONLY,NO_STAKE_OR_SYMBOLIC,37,stat_score=55; confidence=MEDIUM 66.6; portfolio=NO_PORTFOLIO_CONTEXT; statistical watch only; no portfolio/context confirmation,NO_PORTFOLIO_CONTEXT,DATED_INPUT_ONLY,NO,NO
2026-05-25,2026-05-25T19:28:29+01:00,3,1494672,Sandefjord,Fredrikstad,MEDIUM,LINEUPS_INACTIVE; AVAILABILITY_RISK,NO_PORTFOLIO_CONTEXT,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,HIGH_TEMPO | HIGH_SHOT_VOLUME | HIGH_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,OVER_1_5_SUPPORTED,BTTS_OR_OVER_1_5_REVIEW,STAT_WATCH_ONLY,NO_STAKE_OR_SYMBOLIC,32,stat_score=50; confidence=MEDIUM 66.6; portfolio=NO_PORTFOLIO_CONTEXT; statistical watch only; no portfolio/context confirmation,NO_PORTFOLIO_CONTEXT,DATED_INPUT_ONLY,NO,NO
2026-05-25,2026-05-25T19:28:29+01:00,4,1545418,SC Paderborn 07,VfL Wolfsburg,MEDIUM,LINEUPS_INACTIVE; AVAILABILITY_RISK,LIVE_ONLY_OR_SYMBOLIC,L7_SOFT_DOWN,OVER_OR_BTTS_CHECK,HIGH_TEMPO | MEDIUM_SHOT_VOLUME | HIGH_CORNER_VOLUME | MEDIUM_CARD_RISK | BOTH_TEAMS_THREAT,OVER_1_5_SUPPORTED,OVER_2_5_REVIEW,LIVE_ONLY,SYMBOLIC_ONLY,26,stat_score=50; confidence=MEDIUM 66.6; portfolio=LIVE_ONLY_OR_SYMBOLIC; lineups/context require live or prelock confirmation,NONE,DATED_INPUT_ONLY,NO,NO
2026-05-25,2026-05-25T19:28:29+01:00,5,1520693,Botafogo SP,Athletic Club,LOW,PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,NO_PORTFOLIO_CONTEXT,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,NO_CLEAR_STAT_MARKET,NONE,NO_BET,NO_STAKE,-42,stat_score=0; confidence=LOW 55.6; portfolio=NO_PORTFOLIO_CONTEXT; no stat market has enough support,LOW_FORECAST_CONFIDENCE,DATED_INPUT_ONLY,NO,NO
2026-05-25,2026-05-25T19:28:29+01:00,6,1545235,ST Mirren,Partick,LOW,LINEUPS_INACTIVE; PARTIAL_RECENT_STATS; SHOT_SAMPLE_WEAK; CORNER_SAMPLE_WEAK; CARD_SAMPLE_WEAK,NO_PORTFOLIO_CONTEXT,,OVER_OR_BTTS_CHECK,MEDIUM_TEMPO | LOW_SHOT_VOLUME | HIGH_CORNER_VOLUME | LOW_CARD_RISK | BALANCED_THREAT,UNDER_3_5_REVIEW,NO_GOALS_AGGRESSION,NO_BET_OR_WATCH,NO_STAKE_OR_SYMBOLIC,-42,stat_score=12; confidence=LOW 49.6; portfolio=NO_PORTFOLIO_CONTEXT; low forecast confidence blocks execution; watch only,LOW_FORECAST_CONFIDENCE,DATED_INPUT_ONLY,NO,NO
