target_date,generated_at,metric,rows_evaluated,hit_count,miss_count,hit_rate,avg_abs_error_mid,bias_direction,calibration_status,source_guard,auto_apply,production_change
2026-05-25,2026-05-25T21:49:45+01:00,total_cards,3,2,1,0.667,3.33,UNDER_ESTIMATE,MODEL_UNDER_ESTIMATING,DATED_INPUT_ONLY,NO,NO
2026-05-25,2026-05-25T21:49:45+01:00,total_corners,3,1,2,0.333,4.33,OVER_ESTIMATE,MODEL_OVER_ESTIMATING,DATED_INPUT_ONLY,NO,NO
2026-05-25,2026-05-25T21:49:45+01:00,total_fouls,3,3,0,1.000,3.00,BALANCED_OR_ON_RANGE,CALIBRATION_OK,DATED_INPUT_ONLY,NO,NO
2026-05-25,2026-05-25T21:49:45+01:00,total_goals,3,0,3,0.000,1.04,OVER_ESTIMATE,MODEL_OVER_ESTIMATING,DATED_INPUT_ONLY,NO,NO
2026-05-25,2026-05-25T21:49:45+01:00,total_shots,3,3,0,1.000,2.67,BALANCED_OR_ON_RANGE,CALIBRATION_OK,DATED_INPUT_ONLY,NO,NO
2026-05-25,2026-05-25T21:49:45+01:00,total_sot,3,3,0,1.000,1.00,BALANCED_OR_ON_RANGE,CALIBRATION_OK,DATED_INPUT_ONLY,NO,NO
