target_date,generated_at,rows_reviewed,rejected_rows,correct_reject_rows,manual_review_rows,whitelist_candidate_rows,audit_bucket_counts,review_priority_counts,next_action,auto_apply,production_change
2026-06-04,2026-06-04T17:06:39+01:00,108,108,67,41,29,CORRECT_REJECT_YOUTH_RESERVE_TEAM_TOKEN=39; MANUAL_REVIEW_POSSIBLE_WHITELIST=29; CORRECT_REJECT_LOW_TIER_LOW_COVERAGE=17; REVIEW_REJECTED_SOURCE_UNKNOWN_COMPETITION=12; CORRECT_REJECT_FRIENDLY_CONTEXT_VOLATILITY=11,P3_CORRECT_REJECT=67; P1_REVIEW_CANDIDATE=29; P2_REVIEW_LOW_CONFIDENCE=12,Review P1/P2 rows manually. Do not change trust gates or whitelist automatically from this audit.,NO,NO
