target_date,generated_at,active_api_policy,policy_source,api_plan_name,plan_requests_per_day,external_calls_allowed,external_calls_executed,scoring_allowed_rows,coverage_probe_rows,diagnostic_only_rows,blocked_rows,legacy_cost_gate_status,legacy_quota_gate_status,legacy_allowlist_status,operator_note,auto_apply,production_change
2026-06-04,2026-06-04T17:06:39+01:00,NO_ACTIVE_MAX_COVERAGE_POLICY,vsigma_max_coverage_api_enrichment_policy,API-Football Ultra,75000,NO,NO,0,0,0,0,LEGACY_INFORMATIONAL_ONLY:NO_ENRICHMENT_NEEDED,LEGACY_SECONDARY_ONLY:NO_AUTO_ENRICHMENT_ALLOWED,LEGACY_SECONDARY_ONLY:ALLOWLIST_DRY_RUN_READY,MAX_COVERAGE is the active API policy. Legacy cost/quota/allowlist gates are informational and cannot override the active policy. No external calls are executed by this integration.,NO,NO
