target_date,generated_at,overall_status,files_scanned,accepted_rows,rejected_rows,next_action,auto_apply,production_change
2026-06-04,2026-06-05T20:24:35+01:00,LOCAL_RAW_CANDIDATES_FOUND,1377,108,219,"Review accepted rows, then feed normal scoring gates.",NO,NO
