target_date,generated_at,fixture_id,league,home_team,away_team,market_primary,fixture_datetime,minutes_to_kickoff,official_action,executable_now,final_block_reason,retry_allowed,next_retry_time,data_gap_flags,execution_family_status,decision_source,prelock_retained,prelock_decision,prelock_decision_reason,exclusion_reason,prelock_lineup_state,prelock_odds_state,prelock_availability_state
2026-06-07,2026-06-07T21:45:10+01:00,1548053,Segunda División,Las Palmas,Malaga,OVER_1_5,2026-06-07T20:00+01:00,-105.18,NO_BET,NO,KICKOFF_ALREADY_PASSED,NO,,,EXPIRED,vsigma_today_competition_top.csv,NO,,,KICKOFF_ALREADY_PASSED,,,
