target_date,generated_at,fixture_id,league,home_team,away_team,market_primary,official_action,executable_now,final_block_reason,execution_family_status,is_actionable,is_non_actionable,is_expired,result_status,decision_quality_label,quality_bucket,improvement_signal,recommended_followup,accuracy_primary_risk,competition_calibrated_prob,learning_family,learning_status,sample_key,learning_priority,learning_note
2026-06-07,2026-06-08T19:09:32+01:00,1548053,Segunda División,Las Palmas,Malaga,OVER_1_5,EXECUTABLE,YES,NONE,RESULT_AVAILABLE,YES,NO,NO,LOSS,ACTIONABLE_LOSS,RESOLVED_RESULT,REVIEW_PATTERN,Accumulate result sample; only repeated patterns can feed shadow/review gates.,FAILURE_MODE_LOW_CONVERSION,0.9125,ACTIONABLE_RESULT,REVIEW_PATTERN,ACTIONABLE_RESULT::OVER_1_5::FAILURE_MODE_LOW_CONVERSION::REVIEW_PATTERN,P2,Potential learning signal; collect repeated samples before proposing any change.
2026-06-07,2026-06-08T19:09:32+01:00,,,,,,,,,,,,,UNRESOLVED,,,,,,,UNRESOLVED,COLLECT_MORE_SAMPLE,UNRESOLVED::UNKNOWN_MARKET::UNKNOWN_RISK::NO_SIGNAL,P3,Outcome unresolved; wait for post-results labeling.
