target_date,generated_at,priority,area,status,evidence,recommendation,safe_auto_pr,auto_merge,pr_action
2026-06-03,2026-06-03T17:07:28+01:00,MEDIUM,workflow_order,OPERATOR_BEFORE_HEALTH,operator brief health_status=UNKNOWN,Schedule health monitor before operator brief.,YES,NO,CREATE_REVIEW_ONLY_PR_PLAN
