target_date,generated_at,rank,fixture_id,home_team,away_team,forecast_confidence,forecast_warning,portfolio_status,context_level,market_hint,stat_profile,primary_stat_market,secondary_stat_market,execution_permission,stake_band,translation_score,translation_reason,kill_switch,source_guard,auto_apply,production_change
2026-06-01,2026-06-01T15:45:10+01:00,1,1392217,Cordoba,Huesca,LOW,LINEUPS_INACTIVE; LOW_LEAGUE_RELIABILITY; PARTIAL_RECENT_STATS,REVIEW_ONLY,L6_REVIEW,OVER_2_5,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,NO_CLEAR_STAT_MARKET,NONE,NO_BET,NO_STAKE,-34,stat_score=0; confidence=LOW 56.7; portfolio=REVIEW_ONLY; no stat market has enough support,LOW_FORECAST_CONFIDENCE,DATED_INPUT_ONLY,NO,NO
2026-06-01,2026-06-01T15:45:10+01:00,2,1392220,Almeria,Valladolid,LOW,LINEUPS_INACTIVE; LOW_LEAGUE_RELIABILITY; PARTIAL_RECENT_STATS,REVIEW_ONLY,L6_REVIEW,OVER_2_5,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,NO_CLEAR_STAT_MARKET,NONE,NO_BET,NO_STAKE,-34,stat_score=0; confidence=LOW 56.7; portfolio=REVIEW_ONLY; no stat market has enough support,LOW_FORECAST_CONFIDENCE,DATED_INPUT_ONLY,NO,NO
2026-06-01,2026-06-01T15:45:10+01:00,3,1492282,RB Bragantino,Internacional,LOW,LINEUPS_INACTIVE; LOW_LEAGUE_RELIABILITY; PARTIAL_RECENT_STATS,REVIEW_ONLY,L6_REVIEW,OVER_1_5,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,NO_CLEAR_STAT_MARKET,NONE,NO_BET,NO_STAKE,-34,stat_score=12; confidence=LOW 56.7; portfolio=REVIEW_ONLY; low forecast confidence blocks execution; watch only; proxy_bridge_calibration_guard=blocked inversion from tempo/over proxy into under/no-goals market,PROXY_BRIDGE_INVERSION_BLOCK,DATED_INPUT_ONLY; PROXY_BRIDGE_CALIBRATION_GUARD,NO,NO
2026-06-01,2026-06-01T15:45:10+01:00,4,1492289,Vasco DA Gama,Atletico-MG,LOW,LINEUPS_INACTIVE; LOW_LEAGUE_RELIABILITY; PARTIAL_RECENT_STATS,REVIEW_ONLY,L6_REVIEW,OVER_1_5,MEDIUM_TEMPO | MEDIUM_SHOT_VOLUME | MEDIUM_CORNER_VOLUME | MEDIUM_CARD_RISK | BALANCED_THREAT,NO_CLEAR_STAT_MARKET,NONE,NO_BET,NO_STAKE,-34,stat_score=12; confidence=LOW 56.7; portfolio=REVIEW_ONLY; low forecast confidence blocks execution; watch only; proxy_bridge_calibration_guard=blocked inversion from tempo/over proxy into under/no-goals market,PROXY_BRIDGE_INVERSION_BLOCK,DATED_INPUT_ONLY; PROXY_BRIDGE_CALIBRATION_GUARD,NO,NO
