target_date,generated_at,overall_status,first_empty_required_component,missing_required_count,empty_required_count,date_issue_count,board_rows,translator_rows,forecast_rows,next_action,auto_apply,production_change
2026-06-01,2026-06-01T09:58:00+01:00,FORECAST_EMPTY,objective_availability_gate,2,4,0,0,0,0,"Investigate why objective availability, context-adjusted picks, match stat forecasts and forecast market translator are empty before market discussion.",NO,NO
