target_date,generated_at,rank,fixture_id,league,home_team,away_team,market_primary,base_recommendation,objective_override_status,home_objective_status,away_objective_status,objective_edge,context_gate_decision,context_gate_reason,recommended_action,home_urgency_score,away_urgency_score,home_rank,away_rank,auto_apply,production_change,guardrail_status
2026-06-01,2026-06-01T13:55:39+01:00,1,1392217,Segunda División,Cordoba,Huesca,OVER_2_5,BET,PROXY_ONLY,PROXY,PROXY,TEMPO,TABLE_PROXY_TEMPO,table proxy supports tempo,No real objective override available,0.0,1.0,11.0,20.0,NO,NO,REAL_OBJECTIVE_CONTEXT_REPORT_ONLY
2026-06-01,2026-06-01T13:55:39+01:00,2,1392220,Segunda División,Almeria,Valladolid,OVER_2_5,BET,PROXY_ONLY,PROXY,PROXY,TEMPO,TABLE_PROXY_TEMPO,table proxy supports tempo,No real objective override available,1.0,0.0,3.0,16.0,NO,NO,REAL_OBJECTIVE_CONTEXT_REPORT_ONLY
2026-06-01,2026-06-01T13:55:39+01:00,3,1492282,Serie A,RB Bragantino,Internacional,OVER_1_5,BET,PROXY_ONLY,PROXY,PROXY,TEMPO,TABLE_PROXY_TEMPO,table proxy supports tempo,No real objective override available,0.5,0.0,5.0,14.0,NO,NO,REAL_OBJECTIVE_CONTEXT_REPORT_ONLY
2026-06-01,2026-06-01T13:55:39+01:00,4,1492289,Serie A,Vasco DA Gama,Atletico-MG,OVER_1_5,BET,PROXY_ONLY,PROXY,PROXY,TEMPO,TABLE_PROXY_TEMPO,table proxy supports tempo,No real objective override available,1.0,0.0,17.0,13.0,NO,NO,REAL_OBJECTIVE_CONTEXT_REPORT_ONLY
