target_date,generated_at,rows_reviewed,promoted_rows,blocked_rows,quarantine_rows,promotion_status_counts,next_action,auto_apply,production_change
2026-06-01,2026-06-02T11:55:00+01:00,1,0,1,0,TRUSTED_SOURCE_BUT_NO_DATA_BLOCKED=1,"No promotion unless TRUSTED_RAW_SOURCE has non-blocked scored data. Keep No Bet for blocked rows.",NO,NO
