target_date,generated_at,overall_status,files_scanned,accepted_rows,rejected_rows,next_action,auto_apply,production_change
2026-06-01,2026-06-02T17:23:27+01:00,LOCAL_RAW_CANDIDATES_FOUND,1340,7,3,"Review accepted rows, then feed normal scoring gates.",NO,NO
