summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,5.0,5.0,5.0,0.512,0.505,0.0,50.0,0.0,2026-07-19T09:54:19.091954+00:00,,
home_quality_flag,,,,,,,,,,FULL,5.0
away_quality_flag,,,,,,,,,,FULL,5.0
