execution_rank,execution_shortlist_source,fixture_id,date,league,home_team,away_team,market_primary,final_execution_bucket,final_recommendation,execution_score,selection_score,primary_model_prob,primary_odds_used,primary_edge,actionable_result,actionable_profit_units,primary_result,primary_profit_units,ledger_result_status,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
1,PREMIUM_CORE,1494212,2026-07-19,Allsvenskan,Halmstad,BK Hacken,AWAY_WIN,APPROVED_PREMIUM,BET,135.68,93.47,0.8571,1.6,0.2320999999999999,WIN,0.6,WIN,0.6,RESULT_AVAILABLE,2026-07-19,2026-07-20T10:20:55+00:00,POST,OFFICIAL_RESULTS,PASS,2026-07-19-20260720T102055Z
2,PREMIUM_CORE,1494213,2026-07-19,Allsvenskan,Hammarby FF,Degerfors IF,BTTS_YES,APPROVED_PREMIUM,BET,134.73951219512196,96.6,0.6792,2.05,0.1913951219512195,LOSS,-1.0,LOSS,-1.0,RESULT_AVAILABLE,2026-07-19,2026-07-20T10:20:55+00:00,POST,OFFICIAL_RESULTS,PASS,2026-07-19-20260720T102055Z
3,PREMIUM_CORE,1507002,2026-07-19,K League 1,FC Anyang,Gwangju FC,HOME_WIN,APPROVED_PREMIUM,BET,129.8039393939394,85.53,0.8588,1.65,0.2527393939393939,LOSS,-1.0,LOSS,-1.0,RESULT_AVAILABLE,2026-07-19,2026-07-20T10:20:55+00:00,POST,OFFICIAL_RESULTS,PASS,2026-07-19-20260720T102055Z
