target_date,generated_at,rows_reviewed,api_calls_planned,api_calls_executed,finished_rows,pending_rows,refresh_status_counts,provider_counts,next_action,auto_apply,production_change
2026-07-19,2026-07-19T10:27:40+01:00,3,3,3,3,0,OK=3,API-SPORTS_DIRECT=3,Re-run the postmatch accuracy ledger after this refresh. This output does not create picks or stake.,NO,NO
