date,timezone,shortlist_rows,shortlist_bet_rows,ledger_rows,result_available_rows,pending_rows,unmatched_rows,win_rows,loss_rows,push_rows,void_rows,profit_units_total,roi_percent,snapshot_dir,run_finished_at
2026-07-19,Atlantic/Canary,3,3,3,3,0,0,1,2,0,0,-1.4,-46.666667,/home/runner/work/vsigma/vsigma/data/processed/today/2026-07-19,2026-07-20T10:20:52.602908+00:00
