target_date,generated_at,sources_reviewed,quarantine_rows,accepted_rows,queue_items,priority_counts,failure_class_counts,auto_apply,production_change
2026-07-21,2026-07-21T11:02:06+01:00,0,0,0,0,none,none,NO,NO
