target_date,generated_at,rank,fixture_id,league,home_team,away_team,market_primary,base_recommendation,objective_override_status,home_objective_status,away_objective_status,objective_edge,context_gate_decision,context_gate_reason,recommended_action,home_urgency_score,away_urgency_score,home_rank,away_rank,auto_apply,production_change,guardrail_status
2026-08-23,2026-08-23T08:56:37+01:00,1,1547770,CONMEBOL Libertadores,Independ. Rivadavia,Fluminense,OVER_1_5,BET,PROXY_ONLY,PROXY,PROXY,TEMPO,TABLE_PROXY_TEMPO,table proxy supports tempo,No real objective override available,1.0,1.0,1.0,2.0,NO,NO,REAL_OBJECTIVE_CONTEXT_REPORT_ONLY
2026-08-23,2026-08-23T08:56:37+01:00,2,1622621,UEFA Champions League,Fenerbahçe,Lyon,OVER_2_5,BET,PROXY_ONLY,PROXY,PROXY,NEUTRAL,OBJECTIVE_NEUTRAL_OR_UNKNOWN,no strong objective proxy,No real objective override available,,,,,NO,NO,REAL_OBJECTIVE_CONTEXT_REPORT_ONLY
2026-08-23,2026-08-23T08:56:37+01:00,3,1622620,UEFA Champions League,Dinamo Zagreb,Viking,OVER_2_5,BET,PROXY_ONLY,PROXY,PROXY,NEUTRAL,OBJECTIVE_NEUTRAL_OR_UNKNOWN,no strong objective proxy,No real objective override available,,,,,NO,NO,REAL_OBJECTIVE_CONTEXT_REPORT_ONLY
