target_date,generated_at,executor_status,policy_rows_reviewed,rows_selected,rows_executed,rows_dry_run,rows_success_any,rows_failed_all,scoring_allowed_rows,coverage_probe_rows,diagnostic_only_rows,endpoint_success_counts,endpoint_failure_counts,external_calls_allowed,external_calls_executed,auto_apply,production_change
2026-08-23,2026-08-23T08:56:46+01:00,EXECUTION_COMPLETE,3,3,3,0,3,0,3,0,0,fixture_detail=3; statistics=3; events=3; lineups=3; predictions=3; odds=3,none,YES_MAX_COVERAGE_POLICY,YES_LOGGED_EXECUTION,NO,NO
