target_date,generated_at,overall_status,files_scanned,accepted_rows,rejected_rows,next_action,auto_apply,production_change
2026-07-30,2026-07-30T23:37:15+01:00,LOCAL_RAW_CANDIDATES_FOUND,3470,4,200,"Review accepted rows, then feed normal scoring gates.",NO,NO
