target_date,generated_at,fixtures_reviewed,search_provider,urls_discovered,rows_extracted,status_counts,source_counts,auto_apply,production_change
2026-07-30,2026-07-30T11:00:57+01:00,4,SERPAPI;SERPAPI_ERROR,54,17,NO_XI_PATTERN=33; FETCH_FAILED=13; EXTRACTED=17; IRRELEVANT_FIXTURE_PAGE=2,sportsmole=34; sports_gambler=17; whoscored=12; guardian_predicted=1; sportskeeda=1,NO,NO
