target_date,generated_at,queue_rows,priority_counts,scoring_needed_counts,source_gap_status,next_action,auto_apply,production_change
2026-07-30,2026-07-30T21:45:19+01:00,4,P1_TRUSTED_MISSING_SCORING=4,YES=4,MISSING_SCORED_ROW,Use this queue as the explicit input list for a future scoring/enrichment repair stage. Do not create picks from queue rows.,NO,NO
