target_date,generated_at,fixture_id,home_team,away_team,team_side,source_name,source_url_hash,source_url_host,fetch_status,marker,marker_count,snippet_excerpt,snippet_chars,debug_status,copyright_guard,source_guard,auto_apply,production_change
2026-07-30,2026-07-30T11:00:58+01:00,1494711,KFUM Oslo,Molde,home,sportsmole,e5a72d8a1c4fe5f4,sportsmole.co.uk,OK,possible starting lineup,2,"but against Brann, putting him in contention to replace Oskar Spiten. KFUM Oslo possible starting lineup: Odegaard; Saunes, Skaret, Schneider; Sjokvist, Rasch, Soras, Hjorth; Vinge, Grodem, Njie Molde possible starting lineup: Posiadala; Lovik, Amundsen, Hanse…",261,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-07-30/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-30/vsigma_probable_lineup_sources_quarantine.csv;data/processed/governance/vsigma_probable_lineup_sources_quarantine.csv;data/processed/today/2026-07-30/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
2026-07-30,2026-07-30T11:00:58+01:00,1494711,KFUM Oslo,Molde,home,sportsmole,e5a72d8a1c4fe5f4,sportsmole.co.uk,OK,possible starting lineup,2,"s, Skaret, Schneider; Sjokvist, Rasch, Soras, Hjorth; Vinge, Grodem, Njie Molde possible starting lineup: Posiadala; Lovik, Amundsen, Hansen, Kabini; Daga, Breivik; Hestad, Granaas, Diop; Abdullai We say: KFUM Oslo 1-2 Molde Having resumed the campaign in poor…",261,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-07-30/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-30/vsigma_probable_lineup_sources_quarantine.csv;data/processed/governance/vsigma_probable_lineup_sources_quarantine.csv;data/processed/today/2026-07-30/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
2026-07-30,2026-07-30T11:00:58+01:00,1494711,KFUM Oslo,Molde,home,sportsmole,e5a72d8a1c4fe5f4,sportsmole.co.uk,OK,team news,7,"Preview: KFUM Oslo vs Molde - prediction, team news, lineups - Sports Mole Live scores Previews Search the website Menu Loading... Norwegian Eliteserien Gameweek 15 KFUM Jul 26, 2026 4.00pm 2 4 HT : 1 1 FT KFUM Arena Molde Rasmus E",231,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-07-30/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-30/vsigma_probable_lineup_sources_quarantine.csv;data/processed/governance/vsigma_probable_lineup_sources_quarantine.csv;data/processed/today/2026-07-30/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
2026-07-30,2026-07-30T11:00:58+01:00,1494711,KFUM Oslo,Molde,home,sportsmole,e5a72d8a1c4fe5f4,sportsmole.co.uk,OK,team news,7,"ini 90'+3' Sports Mole Football Molde Preview: KFUM Oslo vs Molde - prediction, team news, lineups By Darren Plant | 24 Jul 2026 10:16 © Iconsport / Beautiful Sports International, BEAUTIFUL SPORTS Pressphoto Agency, Alamy, Tomasz Kluczynski, Arena Akcji Molde…",261,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-07-30/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-30/vsigma_probable_lineup_sources_quarantine.csv;data/processed/governance/vsigma_probable_lineup_sources_quarantine.csv;data/processed/today/2026-07-30/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
2026-07-30,2026-07-30T11:00:58+01:00,1494711,KFUM Oslo,Molde,home,sportsmole,e5a72d8a1c4fe5f4,sportsmole.co.uk,OK,team news,7,"ian Eliteserien form: L L W D L L Molde Norwegian Eliteserien form: L W L W D L Team News © Imago / STEINSIEK.CH Having only lost to Lillestrom through an 85th-minute goal, Isnes may be prepared to name the same KFUM Oslo side. Rasmus Eggen Vinge ended a four-…",261,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-07-30/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-30/vsigma_probable_lineup_sources_quarantine.csv;data/processed/governance/vsigma_probable_lineup_sources_quarantine.csv;data/processed/today/2026-07-30/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
2026-07-30,2026-07-30T11:00:58+01:00,1494711,KFUM Oslo,Molde,home,sportsmole,e5a72d8a1c4fe5f4,sportsmole.co.uk,OK,lineups,6,"Preview: KFUM Oslo vs Molde - prediction, team news, lineups - Sports Mole Live scores Previews Search the website Menu Loading... Norwegian Eliteserien Gameweek 15 KFUM Jul 26, 2026 4.00pm 2 4 HT : 1 1 FT KFUM Arena Molde Rasmus Eggen Ving",240,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-07-30/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-30/vsigma_probable_lineup_sources_quarantine.csv;data/processed/governance/vsigma_probable_lineup_sources_quarantine.csv;data/processed/today/2026-07-30/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
2026-07-30,2026-07-30T11:00:58+01:00,1494711,KFUM Oslo,Molde,home,sportsmole,e5a72d8a1c4fe5f4,sportsmole.co.uk,OK,lineups,6,"Sports Mole Football Molde Preview: KFUM Oslo vs Molde - prediction, team news, lineups By Darren Plant | 24 Jul 2026 10:16 © Iconsport / Beautiful Sports International, BEAUTIFUL SPORTS Pressphoto Agency, Alamy, Tomasz Kluczynski, Arena Akcji Molde make the t…",261,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-07-30/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-30/vsigma_probable_lineup_sources_quarantine.csv;data/processed/governance/vsigma_probable_lineup_sources_quarantine.csv;data/processed/today/2026-07-30/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
2026-07-30,2026-07-30T11:00:58+01:00,1494711,KFUM Oslo,Molde,home,sportsmole,e5a72d8a1c4fe5f4,sportsmole.co.uk,OK,lineups,6,"UM Oslo Molde related articles Preview: Molde vs Brann - prediction, team news, lineups Football | 17 Jul 2026 02:39 Preview: Aalesund vs Molde - prediction, team news, lineups Football | 09 Jul 2026 18:43 Preview: Molde vs Sandefjord - prediction, team news,…",260,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-07-30/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-30/vsigma_probable_lineup_sources_quarantine.csv;data/processed/governance/vsigma_probable_lineup_sources_quarantine.csv;data/processed/today/2026-07-30/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
2026-07-30,2026-07-30T11:00:58+01:00,1492307,Remo,Vitoria,home,sportsmole,25879f536aaa103d,sportsmole.co.uk,OK,possible starting lineup,2,"lso been included in the squad and is competing for a place at right-back. Remo possible starting lineup: Rangel; Marcelinho, Ze Ivaldo, Felipe, Mayk; Ze Welison, Patrick, Ze Ricardo; Pikachu, Jaja, Manga Vitoria possible starting lineup: Arcanjo; Jamerson, Ca…",261,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-07-30/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-30/vsigma_probable_lineup_sources_quarantine.csv;data/processed/governance/vsigma_probable_lineup_sources_quarantine.csv;data/processed/today/2026-07-30/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
2026-07-30,2026-07-30T11:00:58+01:00,1492307,Remo,Vitoria,home,sportsmole,25879f536aaa103d,sportsmole.co.uk,OK,possible starting lineup,2,"do, Felipe, Mayk; Ze Welison, Patrick, Ze Ricardo; Pikachu, Jaja, Manga Vitoria possible starting lineup: Arcanjo; Jamerson, Caca, Candido, Ramon; Baralhas, Ze Vitor, Pochettino; Erick, Matheuzinho, Kayzer We say: Remo 2-1 Vitoria The recent form of both sides…",261,DEBUG_SNIPPET,short_excerpt_only_no_full_html,data/processed/today/2026-07-30/vsigma_probable_lineup_sources.csv;data/processed/governance/vsigma_probable_lineup_sources.csv;data/processed/today/2026-07-30/vsigma_probable_lineup_sources_quarantine.csv;data/processed/governance/vsigma_probable_lineup_sources_quarantine.csv;data/processed/today/2026-07-30/probable_lineup_sources_autonomous.csv;data/processed/governance/probable_lineup_sources_autonomous.csv,NO,NO
