target_date,generated_at,fixture_id,home_team,away_team,market,candidate_origin,market_direction_source,max_execution_permission,real_data_strength,proxy_reason,allowed_downstream_use,source_files,auto_apply,production_change
2026-07-30,2026-07-30T10:58:54+01:00,1492307,Remo,Vitoria,NO_CLEAR_STAT_MARKET,OBJECTIVE_PROXY,UNKNOWN,NO_BET,21,objective context bridge created diagnostic shortlist row,DIAGNOSTIC_ONLY_NO_MARKET_PERMISSION,vsigma_real_objective_context_gate.csv; vsigma_today_execution_shortlist.csv,NO,NO
2026-07-30,2026-07-30T10:58:54+01:00,1494217,IF Brommapojkarna,Hammarby FF,NO_CLEAR_STAT_MARKET,OBJECTIVE_PROXY,UNKNOWN,NO_BET,21,objective context bridge created diagnostic shortlist row,DIAGNOSTIC_ONLY_NO_MARKET_PERMISSION,vsigma_real_objective_context_gate.csv; vsigma_today_execution_shortlist.csv,NO,NO
2026-07-30,2026-07-30T10:58:54+01:00,1494709,Aalesund,Viking,UNDER_3_5_REVIEW,OBJECTIVE_PROXY,UNDER_CONTROL,NO_BET,21,objective context bridge created diagnostic shortlist row,DIAGNOSTIC_ONLY_NO_MARKET_PERMISSION,vsigma_real_objective_context_gate.csv; vsigma_today_execution_shortlist.csv,NO,NO
2026-07-30,2026-07-30T10:58:54+01:00,1494711,KFUM Oslo,Molde,NO_CLEAR_STAT_MARKET,OBJECTIVE_PROXY,UNKNOWN,NO_BET,21,objective context bridge created diagnostic shortlist row,DIAGNOSTIC_ONLY_NO_MARKET_PERMISSION,vsigma_real_objective_context_gate.csv; vsigma_today_execution_shortlist.csv,NO,NO
