target_date,fixture_id,league,home_team,away_team,market_primary,experiment_id,source_candidate_version,pre_price,prelock_price,close_proxy_price,clv_delta,clv_percent,clv_direction,clv_interpretation,result,profit_units,snapshot_rebuild_mode,true_pre_snapshot_available_flag,clv_usable_for_threshold_calibration_flag,source_snapshot_stage,source_snapshot_note
2026-05-24,1492273,Serie A,Flamengo,Palmeiras,OVER_1_5,OFFICIAL_BASELINE,EXECUTION_SHORTLIST;OFFICIAL_BASELINE;OFFICIAL_BASELINE_PRELOCK,1.37,1.37,1.37,0.0,0.0,CLV_FLAT,Price movement was flat within tolerance.,,,CANONICAL_CAPTURED,1,1,PRE;PRELOCK,Captured by odds snapshot pipeline.
2026-05-24,1494181,Allsvenskan,Hammarby FF,AIK Stockholm,OVER_2_5,DEEP_ANALYSIS_CANDIDATES,DEEP_ANALYSIS_BET,1.66,,,,,CLV_UNAVAILABLE,CLV unavailable: missing close-proxy price.,,,CANONICAL_CAPTURED,1,0,PRE,Captured by odds snapshot pipeline.
2026-05-24,1494183,Allsvenskan,Malmo FF,Vasteras SK FK,OVER_2_5,DEEP_ANALYSIS_CANDIDATES,DEEP_ANALYSIS_BET,1.75,,,,,CLV_UNAVAILABLE,CLV unavailable: missing close-proxy price.,,,CANONICAL_CAPTURED,1,0,PRE,Captured by odds snapshot pipeline.
2026-05-24,1494184,Allsvenskan,Sirius,Gais,OVER_2_5,DEEP_ANALYSIS_CANDIDATES,DEEP_ANALYSIS_BET,1.73,,,,,CLV_UNAVAILABLE,CLV unavailable: missing close-proxy price.,,,CANONICAL_CAPTURED,1,0,PRE,Captured by odds snapshot pipeline.
2026-05-24,1494668,Eliteserien,Bodo/Glimt,Brann,BTTS_YES,DEEP_ANALYSIS_CANDIDATES,DEEP_ANALYSIS_BET,1.53,,,,,CLV_UNAVAILABLE,CLV unavailable: missing close-proxy price.,,,CANONICAL_CAPTURED,1,0,PRE,Captured by odds snapshot pipeline.
2026-05-24,1504826,J1 League,Mito Hollyhock,Kawasaki Frontale,OVER_2_5,DEEP_ANALYSIS_CANDIDATES,DEEP_ANALYSIS_BET,1.92,,,,,CLV_UNAVAILABLE,CLV unavailable: missing close-proxy price.,,,CANONICAL_CAPTURED,1,0,PRE,Captured by odds snapshot pipeline.
2026-05-24,1504827,J1 League,Tokyo Verdy,Yokohama F. Marinos,OVER_1_5,CANDIDATE_V2_SCHEDULE_ANOMALY,CANDIDATE_V2;CANDIDATE_V2_RESULTS,1.48,,1.48,0.0,0.0,CLV_FLAT,Price movement was flat within tolerance.,WIN,0.48,CANONICAL_CAPTURED,1,1,POST;PRE,Captured by odds snapshot pipeline.
2026-05-24,1504827,J1 League,Tokyo Verdy,Yokohama F. Marinos,OVER_1_5,DEEP_ANALYSIS_CANDIDATES,DEEP_ANALYSIS_BET,1.48,,,,,CLV_UNAVAILABLE,CLV unavailable: missing close-proxy price.,,,CANONICAL_CAPTURED,1,0,PRE,Captured by odds snapshot pipeline.
2026-05-24,1504827,J1 League,Tokyo Verdy,Yokohama F. Marinos,OVER_1_5,OFFICIAL_BASELINE,EXECUTION_SHORTLIST;OFFICIAL_BASELINE;OFFICIAL_BASELINE_PRELOCK;OFFICIAL_RESULTS,1.48,,1.48,0.0,0.0,CLV_FLAT,Price movement was flat within tolerance.,WIN,0.48,CANONICAL_CAPTURED,1,1,CLOSE_PROXY;POST;PRE,Captured by odds snapshot pipeline.
2026-05-24,1537006,Jupiler Pro League,Union St. Gilloise,Anderlecht,OVER_2_5,DEEP_ANALYSIS_CANDIDATES,DEEP_ANALYSIS_BET,1.82,,,,,CLV_UNAVAILABLE,CLV unavailable: missing close-proxy price.,,,CANONICAL_CAPTURED,1,0,PRE,Captured by odds snapshot pipeline.
2026-05-24,1537007,Jupiler Pro League,Club Brugge KV,Gent,HOME_WIN,DEEP_ANALYSIS_CANDIDATES,DEEP_ANALYSIS_BET,1.73,,,,,CLV_UNAVAILABLE,CLV unavailable: missing close-proxy price.,,,CANONICAL_CAPTURED,1,0,PRE,Captured by odds snapshot pipeline.
2026-05-24,1537007,Jupiler Pro League,Club Brugge KV,Gent,HOME_WIN,OFFICIAL_BASELINE,EXECUTION_SHORTLIST;OFFICIAL_RESULTS,1.73,,1.73,0.0,0.0,CLV_FLAT,Price movement was flat within tolerance.,PENDING,,CANONICAL_CAPTURED,1,1,POST;PRE,Captured by odds snapshot pipeline.
2026-05-24,1545176,League One,Bolton,Stockport County,OVER_2_5,DEEP_ANALYSIS_CANDIDATES,DEEP_ANALYSIS_BET,2.2,,,,,CLV_UNAVAILABLE,CLV unavailable: missing close-proxy price.,,,CANONICAL_CAPTURED,1,0,PRE,Captured by odds snapshot pipeline.
2026-05-24,1545796,Serie B,Catanzaro,Monza,OVER_1_5,CANDIDATE_V2_SCHEDULE_ANOMALY,CANDIDATE_V2;CANDIDATE_V2_RESULTS,1.33,,1.33,0.0,0.0,CLV_FLAT,Price movement was flat within tolerance.,PENDING,,CANONICAL_CAPTURED,1,1,POST;PRE,Captured by odds snapshot pipeline.
2026-05-24,1545796,Serie B,Catanzaro,Monza,OVER_1_5,DEEP_ANALYSIS_CANDIDATES,DEEP_ANALYSIS_BET,1.33,,,,,CLV_UNAVAILABLE,CLV unavailable: missing close-proxy price.,,,CANONICAL_CAPTURED,1,0,PRE,Captured by odds snapshot pipeline.
2026-05-24,1545796,Serie B,Catanzaro,Monza,OVER_1_5,OFFICIAL_BASELINE,EXECUTION_SHORTLIST;OFFICIAL_BASELINE;OFFICIAL_BASELINE_PRELOCK;OFFICIAL_RESULTS,1.33,,1.33,0.0,0.0,CLV_FLAT,Price movement was flat within tolerance.,PENDING,,CANONICAL_CAPTURED,1,1,CLOSE_PROXY;POST;PRE,Captured by odds snapshot pipeline.
