date,timezone,api_fixtures,local_date_fixtures,upcoming_fixtures,filtered_rows,scored_rows,shortlist_rows,deep_rows,approved_premium_rows,approved_standard_rows,approved_rows,downgraded_rows,blocked_rows,watch_rows,snapshot_dir,run_finished_at
2026-05-09,Atlantic/Canary,1415,1415,1039,90,90,64,64,31,0,31,26,4,3,C:\vsigma\data\processed\today\2026-05-09,2026-05-09T12:18:35.628282+00:00
