fixture_id,home_team,away_team,tie_state_label,market_family_hint,vsigma_pre_score,vsigma_priority,tie_adjustment_note
1388604,VfL Wolfsburg,Bayern München,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,92.99,A_ANALIZAR_PRIMERO,
1536997,Club Brugge KV,St. Truiden,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,91.45,A_ANALIZAR_PRIMERO,
1378217,Lazio,Inter,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,90.4,A_ANALIZAR_PRIMERO,
1390013,Bastia,Le Mans,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,89.34,A_ANALIZAR_PRIMERO,
1390014,Grenoble,Estac Troyes,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,88.53,A_ANALIZAR_PRIMERO,
1379324,Manchester City,Brentford,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,88.45,A_ANALIZAR_PRIMERO,
1388602,RB Leipzig,FC St. Pauli,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,87.69,A_ANALIZAR_PRIMERO,
1379326,Sunderland,Manchester United,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,87.64,A_ANALIZAR_PRIMERO,
1388908,1. FC Nürnberg,FC Schalke 04,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,87.41,A_ANALIZAR_PRIMERO,
1389407,Saint Etienne,Amiens,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,87.08,A_ANALIZAR_PRIMERO,
1536977,RAAL La Louvière,Cercle Brugge,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,86.18,A_ANALIZAR_PRIMERO,
1379319,Brighton,Wolves,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,85.81,A_ANALIZAR_PRIMERO,
1536976,Zulte Waregem,Dender,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,85.65,A_ANALIZAR_PRIMERO,
1388600,1899 Hoffenheim,Werder Bremen,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,85.17,A_ANALIZAR_PRIMERO,
1392189,Albacete,Cultural Leonesa,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,85.08,A_ANALIZAR_PRIMERO,
1378218,Lecce,Juventus,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,84.47,A_ANALIZAR_PRIMERO,
1490266,Chicago Fire,New York Red Bulls,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,84.43,A_ANALIZAR_PRIMERO,
1392191,Malaga,Sporting Gijon,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,83.38,A_ANALIZAR_PRIMERO,
1392183,Burgos,Almeria,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,83.27,A_ANALIZAR_PRIMERO,
1494164,IFK Goteborg,Hammarby FF,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,82.83,A_ANALIZAR_PRIMERO,
1391160,Atletico Madrid,Celta Vigo,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,82.78,A_ANALIZAR_PRIMERO,
1540027,Motherwell,Heart Of Midlothian,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,81.22,A_ANALIZAR_PRIMERO,
1544647,Willem II,Waalwijk,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,80.33,A_ANALIZAR_PRIMERO,
1394725,Galatasaray,Antalyaspor,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,79.85,A_ANALIZAR_PRIMERO,
1378214,Cagliari,Udinese,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,78.78,A_ANALIZAR_PRIMERO,
1379322,Fulham,Bournemouth,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,78.71,A_ANALIZAR_PRIMERO,
