date,league,league_id,season,fixture_id,status,home_team,home_team_id,away_team,away_team_id,country,fixture_status_short,fixture_status_long,fixture_status_elapsed,goals_home,goals_away,score_fulltime_home,score_fulltime_away,score_halftime_home,score_halftime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away,home_xg_for,home_xg_against,away_xg_for,away_xg_against,home_sot_for,away_sot_for,home_big_for,away_big_for,home_motivation,away_motivation,home_absences,away_absences,today_pipeline_fetched_at,home_recent_matches,away_recent_matches,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_stats_season_used,away_stats_season_used,data_enrichment_level,home_rank,home_points,home_goals_diff,home_played,home_table_goals_for,home_table_goals_against,home_urgency_score,away_rank,away_points,away_goals_diff,away_played,away_table_goals_for,away_table_goals_against,away_urgency_score,league_team_count,standings_context_updated_at,odds_1_home_v3,odds_1_draw_v3,odds_1_away_v3,odds_btts_yes_v3,odds_btts_no_v3,odds_over_1_5_v3,odds_under_1_5_v3,odds_over_2_5_v3,odds_under_2_5_v3,odds_over_3_5_v3,odds_under_3_5_v3,odds_dc_1x_v3,odds_dc_x2_v3,odds_dc_12_v3,odds_home_dnb_v3,odds_away_dnb_v3,odds_bookmakers_count_v3,odds_market_count_v3,odds_values_count_v3,imp_1_home,imp_1_draw,imp_1_away,imp_btts_yes,imp_btts_no,imp_over_1_5,imp_under_1_5,imp_over_2_5,imp_under_2_5,imp_over_3_5,imp_under_3_5,imp_dc_1x,imp_dc_x2,imp_dc_12,imp_home_dnb,imp_away_dnb,odds_context_v3_updated_at,odds_context_v3_status,league_tier,league_tier_rank,league_filter_reason
2026-05-09,Premier League,39,2025,1379326,NS,Sunderland,746,Manchester United,33,England,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.727518+00:00,8.0,8.0,1.25,2.0,1.0,1.875,1.625,1.375,0.625,1.0,0.25,0.125,0.375,0.875,0.5,0.875,0.375,0.875,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,12.0,47.0,-9.0,35.0,37.0,46.0,0.0,3.0,64.0,15.0,35.0,63.0,48.0,1.0,20.0,2026-05-09T12:18:27.968833+00:00,3.98,3.82,2.0,1.67,2.25,1.25,4.33,1.78,2.2,3.0,1.47,,,,,,13.0,184.0,5812.0,0.2513,0.2618,0.5,0.5988,0.4444,0.8,0.2309,0.5618,0.4545,0.3333,0.6803,,,,,,2026-05-09T12:18:29.391626+00:00,OK,TIER_1,1,england_premier_league
2026-05-09,Segunda División,141,2025,1392189,NS,Albacete,722,Cultural Leonesa,725,Spain,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.727943+00:00,8.0,8.0,1.375,0.75,1.75,0.875,1.375,1.625,0.875,0.75,0.25,0.125,0.625,0.625,0.875,0.75,0.625,0.5,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,13.0,50.0,-2.0,38.0,49.0,51.0,0.0,22.0,33.0,-27.0,38.0,35.0,62.0,1.0,22.0,2026-05-09T12:18:27.970021+00:00,2.3,3.4,3.45,1.73,2.21,1.29,3.95,1.93,2.05,3.3,1.4,,,,,,13.0,150.0,4450.0,0.4348,0.2941,0.2899,0.578,0.4525,0.7752,0.2532,0.5181,0.4878,0.303,0.7143,,,,,,2026-05-09T12:18:29.399694+00:00,OK,TIER_1,1,spain_segunda
2026-05-09,Segunda División,141,2025,1392183,NS,Burgos,9580,Almeria,723,Spain,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.727939+00:00,8.0,8.0,1.875,2.25,1.5,2.75,0.875,2.0,0.875,0.875,0.5,0.0,0.5,0.875,0.625,1.0,0.375,0.875,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,7.0,62.0,11.0,38.0,44.0,33.0,0.0,3.0,70.0,20.0,38.0,78.0,58.0,1.0,22.0,2026-05-09T12:18:27.971246+00:00,2.65,3.35,2.86,1.75,2.09,1.34,3.53,2.07,1.92,3.67,1.32,,,,,,13.0,151.0,4436.0,0.3774,0.2985,0.3497,0.5714,0.4785,0.7463,0.2833,0.4831,0.5208,0.2725,0.7576,,,,,,2026-05-09T12:18:29.406489+00:00,OK,TIER_1,1,spain_segunda
2026-05-09,Segunda División,141,2025,1392191,NS,Malaga,535,Sporting Gijon,731,Spain,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.730028+00:00,8.0,8.0,1.5,0.875,2.125,1.125,1.5,1.375,0.875,0.75,0.375,0.25,0.625,0.5,0.875,0.625,0.625,0.5,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,6.0,63.0,17.0,38.0,66.0,49.0,0.0,12.0,52.0,2.0,38.0,51.0,49.0,0.0,22.0,2026-05-09T12:18:27.973018+00:00,1.62,4.38,5.4,1.83,2.09,1.24,4.5,1.73,2.27,2.79,1.47,,,,,,13.0,150.0,4546.0,0.6173,0.2283,0.1852,0.5464,0.4785,0.8065,0.2222,0.578,0.4405,0.3584,0.6803,,,,,,2026-05-09T12:18:29.415360+00:00,OK,TIER_1,1,spain_segunda
2026-05-09,Segunda División,141,2025,1392190,NS,Valladolid,720,Zaragoza,732,Spain,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.729405+00:00,8.0,8.0,0.875,0.625,0.75,0.875,0.875,1.25,0.5,0.625,0.375,0.125,0.25,0.5,0.375,0.625,0.375,0.375,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,15.0,43.0,-9.0,38.0,41.0,50.0,0.0,21.0,35.0,-18.0,38.0,33.0,51.0,1.0,22.0,2026-05-09T12:18:27.974389+00:00,2.1,3.51,4.04,1.83,2.0,1.34,3.52,2.04,1.9,3.6,1.32,,,,,,13.0,151.0,4557.0,0.4762,0.2849,0.2475,0.5464,0.5,0.7463,0.2841,0.4902,0.5263,0.2778,0.7576,,,,,,2026-05-09T12:18:29.422280+00:00,OK,TIER_1,1,spain_segunda
2026-05-09,Serie A,135,2025,1378214,NS,Cagliari,490,Udinese,494,Italy,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.726952+00:00,8.0,8.0,0.875,1.5,0.875,1.5,1.625,0.875,0.625,0.625,0.25,0.5,0.5,0.25,0.625,0.625,0.625,0.375,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,15.0,37.0,-13.0,35.0,36.0,49.0,0.5,11.0,47.0,-3.0,35.0,43.0,46.0,0.0,20.0,2026-05-09T12:18:27.975856+00:00,2.71,3.13,3.06,1.91,1.91,1.42,3.1,2.35,1.7,4.4,1.25,,,,,,13.0,181.0,5639.0,0.369,0.3195,0.3268,0.5236,0.5236,0.7042,0.3226,0.4255,0.5882,0.2273,0.8,,,,,,2026-05-09T12:18:29.431415+00:00,OK,TIER_1,1,italy_serie_a
2026-05-09,Serie A,135,2025,1378217,NS,Lazio,487,Inter,505,Italy,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.728981+00:00,8.0,8.0,1.875,2.25,1.5,2.625,0.875,1.375,0.875,1.0,0.375,0.25,0.5,0.75,0.75,1.0,0.25,0.625,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,8.0,51.0,5.0,35.0,39.0,34.0,0.0,1.0,82.0,51.0,35.0,82.0,31.0,1.0,20.0,2026-05-09T12:18:27.977207+00:00,4.4,3.7,1.98,1.7,2.15,1.26,4.2,1.88,2.07,3.01,1.44,,,,,,13.0,182.0,5895.0,0.2273,0.2703,0.5051,0.5882,0.4651,0.7937,0.2381,0.5319,0.4831,0.3322,0.6944,,,,,,2026-05-09T12:18:29.439780+00:00,OK,TIER_1,1,italy_serie_a
2026-05-09,Serie A,135,2025,1378218,NS,Lecce,867,Juventus,496,Italy,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.730015+00:00,8.0,8.0,1.0,2.25,0.75,1.5,1.375,0.25,0.5,0.875,0.125,0.75,0.5,0.25,0.75,0.625,0.5,0.125,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,17.0,32.0,-23.0,35.0,24.0,47.0,1.0,4.0,65.0,28.0,35.0,58.0,30.0,0.5,20.0,2026-05-09T12:18:27.978615+00:00,8.7,4.78,1.47,2.19,1.83,1.29,4.2,1.92,2.06,3.18,1.4,,,,,,13.0,182.0,5927.0,0.1149,0.2092,0.6803,0.4566,0.5464,0.7752,0.2381,0.5208,0.4854,0.3145,0.7143,,,,,,2026-05-09T12:18:29.450543+00:00,OK,TIER_1,1,italy_serie_a
2026-05-09,Allsvenskan,113,2026,1494162,NS,Degerfors IF,2172,Mjallby AIF,2240,Sweden,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.727154+00:00,8.0,8.0,1.375,1.75,1.375,1.625,1.25,1.375,0.75,0.625,0.125,0.375,0.625,0.375,0.875,0.875,0.625,0.625,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,8.0,8.0,0.0,6.0,7.0,7.0,0.0,7.0,10.0,1.0,6.0,8.0,7.0,0.0,16.0,2026-05-09T12:18:27.979961+00:00,3.95,3.42,2.06,1.91,1.95,1.36,3.25,2.14,1.77,3.83,1.29,,,,,,13.0,127.0,3317.0,0.2532,0.2924,0.4854,0.5236,0.5128,0.7353,0.3077,0.4673,0.565,0.2611,0.7752,,,,,,2026-05-09T12:18:29.459848+00:00,OK,TIER_2,2,sweden_allsvenskan
2026-05-09,Allsvenskan,113,2026,1494164,NS,IFK Goteborg,366,Hammarby FF,363,Sweden,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.727157+00:00,8.0,8.0,0.875,1.875,1.125,2.625,2.25,1.125,0.625,0.875,0.0,0.25,0.625,0.625,1.0,1.0,0.5,0.625,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,15.0,3.0,-10.0,6.0,4.0,14.0,1.0,3.0,11.0,11.0,6.0,16.0,5.0,0.5,16.0,2026-05-09T12:18:27.981377+00:00,5.8,4.13,1.65,1.72,2.1,1.22,4.5,1.73,2.2,2.75,1.48,,,,,,12.0,128.0,3448.0,0.1724,0.2421,0.6061,0.5814,0.4762,0.8197,0.2222,0.578,0.4545,0.3636,0.6757,,,,,,2026-05-09T12:18:29.473414+00:00,OK,TIER_2,2,sweden_allsvenskan
2026-05-09,Allsvenskan,113,2026,1494168,NS,Vasteras SK FK,2241,Gais,2170,Sweden,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.727161+00:00,8.0,8.0,1.5,1.375,1.75,1.5,2.0,1.125,0.875,0.75,0.125,0.375,0.75,0.5,0.875,0.75,0.875,0.625,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,11.0,8.0,-4.0,6.0,9.0,13.0,0.0,12.0,5.0,0.0,6.0,8.0,8.0,0.5,16.0,2026-05-09T12:18:27.982616+00:00,3.34,3.52,2.21,1.73,2.15,1.28,3.99,1.92,2.0,3.25,1.39,,,,,,13.0,128.0,3381.0,0.2994,0.2841,0.4525,0.578,0.4651,0.7812,0.2506,0.5208,0.5,0.3077,0.7194,,,,,,2026-05-09T12:18:29.480433+00:00,OK,TIER_2,2,sweden_allsvenskan
2026-05-09,Bundesliga,218,2025,1531281,NS,Grazer AK,4256,SCR Altach,618,Austria,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.728600+00:00,8.0,8.0,1.625,0.75,1.875,1.125,0.875,2.125,0.75,0.75,0.25,0.25,0.5,0.625,0.75,0.75,0.5,0.625,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,4.0,23.0,-6.0,30.0,37.0,43.0,0.5,2.0,23.0,-5.0,30.0,32.0,37.0,1.0,12.0,2026-05-09T12:18:27.983875+00:00,2.35,3.35,3.38,1.95,1.88,1.44,3.0,2.38,1.68,4.52,1.23,,,,,,13.0,127.0,3267.0,0.4255,0.2985,0.2959,0.5128,0.5319,0.6944,0.3333,0.4202,0.5952,0.2212,0.813,,,,,,2026-05-09T12:18:29.488383+00:00,OK,TIER_2,2,austria_bundesliga
2026-05-09,Bundesliga,218,2025,1531282,NS,Ried,1028,Wolfsberger AC,1025,Austria,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.728603+00:00,8.0,8.0,1.375,1.125,1.375,0.875,1.25,1.25,0.75,0.5,0.25,0.375,0.625,0.375,0.75,0.625,0.5,0.375,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,1.0,28.0,-1.0,30.0,38.0,39.0,1.0,5.0,22.0,-4.0,30.0,38.0,42.0,0.0,12.0,2026-05-09T12:18:27.985076+00:00,2.18,3.5,3.76,1.75,2.15,1.31,3.8,2.01,2.0,3.46,1.38,,,,,,13.0,128.0,3388.0,0.4587,0.2857,0.266,0.5714,0.4651,0.7634,0.2632,0.4975,0.5,0.289,0.7246,,,,,,2026-05-09T12:18:29.495353+00:00,OK,TIER_2,2,austria_bundesliga
2026-05-09,Bundesliga,218,2025,1531283,NS,WSG Wattens,1398,FC BW Linz,1394,Austria,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.728607+00:00,8.0,8.0,1.0,1.625,1.0,2.0,2.375,1.125,0.625,0.75,0.25,0.5,0.5,0.375,0.75,0.875,0.75,0.75,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,3.0,23.0,-10.0,30.0,39.0,49.0,0.5,6.0,20.0,-9.0,30.0,36.0,45.0,0.0,12.0,2026-05-09T12:18:27.986364+00:00,3.03,3.4,2.52,1.75,2.05,1.33,3.57,2.03,1.87,3.5,1.33,,,,,,13.0,128.0,3333.0,0.33,0.2941,0.3968,0.5714,0.4878,0.7519,0.2801,0.4926,0.5348,0.2857,0.7519,,,,,,2026-05-09T12:18:29.502824+00:00,OK,TIER_2,2,austria_bundesliga
2026-05-09,Eerste Divisie,89,2025,1544648,NS,De Graafschap,199,Almere City FC,419,Netherlands,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.729919+00:00,8.0,8.0,1.375,1.875,2.125,2.375,1.5,1.625,0.875,1.0,0.25,0.125,0.625,0.875,0.875,1.0,0.75,1.0,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,4.0,63.0,16.0,38.0,74.0,58.0,0.5,5.0,58.0,15.0,38.0,78.0,63.0,0.5,20.0,2026-05-09T12:18:27.987805+00:00,2.15,4.2,3.13,1.4,3.25,1.11,7.5,1.44,3.35,1.91,2.05,,,,,,13.0,124.0,3453.0,0.4651,0.2381,0.3195,0.7143,0.3077,0.9009,0.1333,0.6944,0.2985,0.5236,0.4878,,,,,,2026-05-09T12:18:29.509473+00:00,OK,TIER_2,2,netherlands_eerste_divisie
2026-05-09,Eerste Divisie,89,2025,1544647,NS,Willem II,195,Waalwijk,417,Netherlands,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.728073+00:00,8.0,8.0,2.625,1.25,1.875,1.875,0.5,1.5,0.875,0.875,0.625,0.125,0.25,0.75,0.625,0.875,0.5,0.5,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,3.0,68.0,17.0,38.0,59.0,42.0,1.0,6.0,58.0,12.0,38.0,71.0,59.0,0.0,20.0,2026-05-09T12:18:27.989023+00:00,2.07,3.8,3.49,1.57,2.45,1.21,4.8,1.67,2.3,2.75,1.53,,,,,,13.0,124.0,3222.0,0.4831,0.2632,0.2865,0.6369,0.4082,0.8264,0.2083,0.5988,0.4348,0.3636,0.6536,,,,,,2026-05-09T12:18:29.517147+00:00,OK,TIER_2,2,netherlands_eerste_divisie
2026-05-09,League One,41,2025,1544062,NS,Bolton,68,Bradford,1343,England,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.730107+00:00,8.0,8.0,1.125,1.5,1.875,1.25,1.75,1.125,0.75,0.875,0.0,0.125,0.75,0.75,0.875,0.75,0.625,0.5,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,75.0,18.0,46.0,70.0,52.0,0.5,4.0,77.0,7.0,46.0,58.0,51.0,1.0,24.0,2026-05-09T12:18:27.990273+00:00,1.88,3.65,4.5,1.87,2.0,1.32,3.5,2.0,1.87,3.41,1.32,,,,,,13.0,153.0,4376.0,0.5319,0.274,0.2222,0.5348,0.5,0.7576,0.2857,0.5,0.5348,0.2933,0.7576,,,,,,2026-05-09T12:18:29.523816+00:00,OK,TIER_2,2,england_league_one
2026-05-09,League One,41,2025,1544061,NS,Stevenage,1368,Stockport County,4686,England,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.727923+00:00,8.0,8.0,1.875,1.375,1.0,1.875,1.0,1.625,0.875,0.875,0.625,0.125,0.375,0.75,0.375,0.875,0.25,0.75,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,6.0,75.0,3.0,46.0,49.0,46.0,0.5,3.0,77.0,13.0,46.0,71.0,58.0,1.0,24.0,2026-05-09T12:18:27.991474+00:00,2.65,3.15,3.0,1.95,1.92,1.42,3.1,2.36,1.67,4.45,1.23,,,,,,13.0,152.0,4314.0,0.3774,0.3175,0.3333,0.5128,0.5208,0.7042,0.3226,0.4237,0.5988,0.2247,0.813,,,,,,2026-05-09T12:18:29.531722+00:00,OK,TIER_2,2,england_league_one
2026-05-09,Major League Soccer,253,2026,1490268,NS,CF Montreal,1614,Orlando City SC,1598,USA,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.730226+00:00,8.0,8.0,1.125,1.625,2.0,2.0,1.875,2.25,0.875,0.75,0.25,0.125,0.625,0.625,0.875,0.75,0.875,0.625,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,14.0,9.0,-9.0,10.0,14.0,23.0,0.0,13.0,10.0,-16.0,11.0,16.0,32.0,0.0,30.0,2026-05-09T12:18:27.992673+00:00,1.98,4.03,3.8,1.5,2.63,1.18,5.6,1.55,2.55,2.35,1.64,,,,,,12.0,147.0,4265.0,0.5051,0.2481,0.2632,0.6667,0.3802,0.8475,0.1786,0.6452,0.3922,0.4255,0.6098,,,,,,2026-05-09T12:18:29.538516+00:00,OK,TIER_2,2,usa_mls
2026-05-09,Major League Soccer,253,2026,1490266,NS,Chicago Fire,1607,New York Red Bulls,1602,USA,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.729933+00:00,8.0,8.0,2.0,1.0,2.125,1.875,1.25,2.5,1.0,0.75,0.375,0.0,0.625,0.75,0.75,1.0,0.75,0.75,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,4.0,17.0,8.0,10.0,19.0,11.0,1.0,11.0,12.0,-11.0,11.0,16.0,27.0,0.0,30.0,2026-05-09T12:18:27.993870+00:00,1.58,4.85,5.4,1.44,2.88,1.12,8.0,1.37,3.4,1.93,1.96,,,,,,12.0,147.0,4349.0,0.6329,0.2062,0.1852,0.6944,0.3472,0.8929,0.125,0.7299,0.2941,0.5181,0.5102,,,,,,2026-05-09T12:18:29.544811+00:00,OK,TIER_2,2,usa_mls
2026-05-09,Major League Soccer,253,2026,1490267,NS,Toronto FC,1601,Inter Miami,9568,USA,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.729592+00:00,8.0,8.0,1.25,1.625,1.875,2.125,2.0,1.75,1.0,1.0,0.0,0.125,1.0,0.875,1.0,1.0,0.75,0.625,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,8.0,14.0,-2.0,11.0,18.0,20.0,0.0,3.0,19.0,3.0,11.0,22.0,19.0,1.0,30.0,2026-05-09T12:18:27.995109+00:00,3.75,4.41,1.9,1.5,2.7,1.16,5.8,1.5,2.7,2.27,1.7,,,,,,12.0,150.0,4251.0,0.2667,0.2268,0.5263,0.6667,0.3704,0.8621,0.1724,0.6667,0.3704,0.4405,0.5882,,,,,,2026-05-09T12:18:29.552640+00:00,OK,TIER_2,2,usa_mls
2026-05-09,Premiership,179,2025,1540011,NS,Aberdeen,252,Dundee Utd,1386,Scotland,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.727846+00:00,8.0,8.0,1.0,1.625,1.0,1.875,1.75,1.75,0.75,0.875,0.25,0.25,0.5,0.625,0.875,1.0,0.5,0.875,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,2.0,37.0,-14.0,35.0,36.0,50.0,1.0,1.0,43.0,-9.0,35.0,48.0,57.0,1.0,12.0,2026-05-09T12:18:27.996349+00:00,2.3,3.5,3.41,1.67,2.3,1.28,4.3,1.88,2.12,3.1,1.43,,,,,,13.0,148.0,4653.0,0.4348,0.2857,0.2933,0.5988,0.4348,0.7812,0.2326,0.5319,0.4717,0.3226,0.6993,,,,,,2026-05-09T12:18:29.558911+00:00,OK,TIER_2,2,scotland_premiership
2026-05-09,Premiership,179,2025,1540012,NS,Dundee,253,Livingston,255,Scotland,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.727849+00:00,8.0,8.0,1.125,1.0,1.375,1.375,1.75,1.5,0.75,0.75,0.125,0.25,0.625,0.625,0.75,0.875,0.75,0.5,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,3.0,36.0,-21.0,35.0,35.0,56.0,0.5,6.0,20.0,-29.0,35.0,39.0,68.0,0.0,12.0,2026-05-09T12:18:27.997547+00:00,1.82,4.0,4.5,1.8,2.12,1.28,4.1,1.85,2.05,3.2,1.41,,,,,,13.0,148.0,4828.0,0.5495,0.25,0.2222,0.5556,0.4717,0.7812,0.2439,0.5405,0.4878,0.3125,0.7092,,,,,,2026-05-09T12:18:29.566351+00:00,OK,TIER_2,2,scotland_premiership
2026-05-09,Premiership,179,2025,1540026,NS,Falkirk,1389,Hibernian,249,Scotland,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.727856+00:00,8.0,8.0,1.375,1.125,1.5,1.25,1.875,1.25,0.875,0.625,0.25,0.375,0.75,0.5,0.75,0.75,0.625,0.625,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,6.0,49.0,-4.0,35.0,47.0,51.0,0.0,5.0,51.0,12.0,35.0,53.0,41.0,0.0,12.0,2026-05-09T12:18:27.998733+00:00,2.28,3.6,3.2,1.62,2.38,1.26,4.33,1.78,2.15,2.9,1.45,,,,,,13.0,150.0,4855.0,0.4386,0.2778,0.3125,0.6173,0.4202,0.7937,0.2309,0.5618,0.4651,0.3448,0.6897,,,,,,2026-05-09T12:18:29.572818+00:00,OK,TIER_2,2,scotland_premiership
2026-05-09,Premiership,179,2025,1540027,NS,Motherwell,256,Heart Of Midlothian,254,Scotland,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.730091+00:00,8.0,8.0,0.875,2.375,1.25,1.5,1.75,0.75,0.75,0.875,0.25,0.375,0.625,0.5,0.75,0.5,0.625,0.5,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,4.0,57.0,23.0,35.0,55.0,32.0,0.5,1.0,76.0,32.0,35.0,62.0,30.0,1.0,12.0,2026-05-09T12:18:27.999950+00:00,3.0,3.5,2.44,1.7,2.16,1.31,3.9,1.97,1.97,3.4,1.36,,,,,,13.0,150.0,4862.0,0.3333,0.2857,0.4098,0.5882,0.463,0.7634,0.2564,0.5076,0.5076,0.2941,0.7353,,,,,,2026-05-09T12:18:29.580963+00:00,OK,TIER_2,2,scotland_premiership
2026-05-09,Premiership,179,2025,1540013,NS,ST Mirren,251,Kilmarnock,250,Scotland,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.727853+00:00,8.0,8.0,1.125,1.375,1.0,1.25,1.625,1.5,0.5,0.75,0.125,0.375,0.375,0.375,0.625,0.75,0.375,0.5,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,30.0,-24.0,35.0,27.0,51.0,0.0,4.0,31.0,-26.0,35.0,40.0,66.0,0.5,12.0,2026-05-09T12:18:28.001166+00:00,2.12,3.6,3.7,1.73,2.15,1.3,3.95,1.98,2.02,3.4,1.38,,,,,,13.0,150.0,4911.0,0.4717,0.2778,0.2703,0.578,0.4651,0.7692,0.2532,0.5051,0.495,0.2941,0.7246,,,,,,2026-05-09T12:18:29.589053+00:00,OK,TIER_2,2,scotland_premiership
2026-05-09,Serie A,71,2026,1492253,NS,Coritiba,147,Internacional,119,Brazil,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026-05-09T12:18:24.730035+00:00,8.0,8.0,0.875,1.875,0.875,1.375,1.375,0.75,0.625,0.875,0.25,0.5,0.5,0.5,0.75,0.75,0.25,0.375,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,8.0,19.0,-1.0,14.0,16.0,17.0,0.0,12.0,17.0,0.0,14.0,14.0,14.0,0.0,20.0,2026-05-09T12:18:28.002385+00:00,2.86,3.25,2.7,1.91,1.91,1.42,3.1,2.3,1.67,4.26,1.25,,,,,,13.0,155.0,5537.0,0.3497,0.3077,0.3704,0.5236,0.5236,0.7042,0.3226,0.4348,0.5988,0.2347,0.8,,,,,,2026-05-09T12:18:29.597116+00:00,OK,TIER_2,2,brazil_serie_a
