country,league,league_tier,league_filter_reason,matches
Brazil,Serie D,REJECT,country_league_not_allowlisted,24
Italy,Campionato Primavera - 2,REJECT,country_league_not_allowlisted,15
Germany,U19 Bundesliga,REJECT,hard_reject_noise_league,12
Angola,Girabola,REJECT,country_league_not_allowlisted,10
Ghana,Division One League,REJECT,country_league_not_allowlisted,10
Algeria,Ligue 2,REJECT,country_league_not_allowlisted,9
Brazil,Baiano U20,REJECT,hard_reject_noise_league,9
Bulgaria,Third League - Southeast,REJECT,country_league_not_allowlisted,9
Bulgaria,Third League - Southwest,REJECT,country_league_not_allowlisted,9
Netherlands,Derde Divisie - Saturday,REJECT,country_league_not_allowlisted,9
Netherlands,Tweede Divisie,REJECT,country_league_not_allowlisted,9
Portugal,Segunda Liga,REJECT,country_league_not_allowlisted,9
Romania,Liga III - Play-offs,REJECT,country_league_not_allowlisted,9
Saudi-Arabia,Division 1,REJECT,country_league_not_allowlisted,9
Spain,Tercera División RFEF - Group 15,REJECT,country_league_not_allowlisted,9
Spain,Tercera División RFEF - Group 3,REJECT,country_league_not_allowlisted,9
Spain,Tercera División RFEF - Group 6,REJECT,country_league_not_allowlisted,9
Argentina,Primera B Metropolitana,REJECT,country_league_not_allowlisted,8
Austria,Landesliga - Burgenland,REJECT,hard_reject_noise_league,8
Austria,Landesliga - Oberosterreich,REJECT,hard_reject_noise_league,8
Austria,Landesliga - Salzburg,REJECT,hard_reject_noise_league,8
Cameroon,Elite Two,REJECT,country_league_not_allowlisted,8
Croatia,Second NL,REJECT,country_league_not_allowlisted,8
France,National 1,REJECT,country_league_not_allowlisted,8
France,National 2 - Group A,REJECT,country_league_not_allowlisted,8
France,National 2 - Group B,REJECT,country_league_not_allowlisted,8
France,National 2 - Group C,REJECT,country_league_not_allowlisted,8
Kosovo,Liga E Pare,REJECT,country_league_not_allowlisted,8
Serbia,Srpska Liga - West,REJECT,country_league_not_allowlisted,8
Spain,Tercera División RFEF - Group 4,REJECT,country_league_not_allowlisted,8
