shortlist_bucket,vsigma_priority,market_family_hint,matches
CORE_SHORTLIST,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,3
TOP_CORE,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,1
TOP_CORE,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,1
WATCHLIST,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,22
WATCHLIST,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,21
WATCHLIST,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,11
WATCHLIST,B_ANALIZAR,OVER_OR_BTTS_CHECK,4
WATCHLIST,B_ANALIZAR,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,1
