mode_rank,execution_rank,shortlist_rank,shortlist_bucket,analysis_label,date,country,league,fixture_id,home_team,away_team,selection_score,vsigma_pre_score,confidence_band,likely_scoreline,market_primary,market_alt,edge_floor_band,base_execution_verdict,base_final_recommendation,execution_verdict,final_recommendation,production_governance_status,production_governance_rule_count,production_governance_premium_rule_count,production_governance_standard_rule_count,production_governance_generic_rule_count,production_governance_best_evidence_tier,production_governance_top_rule,production_governance_matched_rules,production_governance_note,primary_model_prob,primary_odds_used,primary_implied_prob,primary_edge,alt_model_prob,alt_odds_used,alt_implied_prob,alt_edge,vsigma_priority,market_family_hint,tie_state_label,tie_adjustment_note,reason_1,reason_2,reason_3,home_rank,away_rank,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,final_execution_bucket,final_execution_reason,final_execution_bucket_order,execution_score,execution_shortlist_source,safe_score,balanced_score,aggressive_score,mode_source_priority,pick_mode,mode_entry_reason
1,1,4,CORE_SHORTLIST,CORE,2026-05-09,France,Ligue 2,1390013,Bastia,Le Mans,95.24,89.34,HIGH,1-2 / 1-3 / 2-2,AWAY_WIN,OVER_1_5,STRONG,CORE_SHORTLIST,BET,CORE_SHORTLIST,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,10,0,15,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619 | selection_score >= 72.44 | selection_score >= 72.56,Actionable recommendation matched premium promoted-rule evidence.,0.756,2.27,0.4405286343612334,0.3154713656387665,0.8419,1.33,0.7518796992481203,0.0900203007518797,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 0.77 | visitante 2.54,Market edge primario: prob 0.756 | impl 0.441 | edge +0.315,Bias lado: -3.28 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,17.0,2.0,1.0,1.0,1.25,2.25,1.375,2.25,1.25,0.875,0.875,0.875,0.25,0.5,0.625,0.5,0.75,0.75,0.25,0.5,APPROVED_PREMIUM,Final actionable recommendation is approved by premium promoted-rule evidence.,1,145.78713656387663,PREMIUM_CORE,177.34713656387663,191.34713656387663,207.00370044052863,1,SAFE_TOP5,PREMIUM_CORE_BET_HIGH_SAFETY
2,3,3,CORE_SHORTLIST,CORE,2026-05-09,Italy,Serie A,1378217,Lazio,Inter,96.3,90.4,HIGH,1-2 / 1-3 / 2-2,OVER_2_5,OVER_1_5,STRONG,CORE_SHORTLIST,BET,CORE_SHORTLIST,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,10,0,15,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619 | selection_score >= 72.44 | selection_score >= 72.56,Actionable recommendation matched premium promoted-rule evidence.,0.7334,1.88,0.5319148936170213,0.2014851063829787,0.894,1.26,0.7936507936507936,0.1003492063492064,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.44 | visitante 2.38,Market edge primario: prob 0.733 | impl 0.532 | edge +0.201,Bias lado: -2.02 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,8.0,1.0,0.0,1.0,1.875,2.25,1.5,2.625,0.875,1.375,0.875,1.0,0.375,0.25,0.5,0.75,0.75,1.0,0.25,0.625,APPROVED_PREMIUM,Final actionable recommendation is approved by premium promoted-rule evidence.,1,135.44851063829788,PREMIUM_CORE,172.84191489361703,175.8716170212766,179.86672340425534,1,SAFE_TOP5,PREMIUM_CORE_BET_HIGH_SAFETY
3,6,26,WATCHLIST,WATCH,2026-05-09,England,Premier League,1379322,Fulham,Bournemouth,84.61,78.71,HIGH,0-1 / 0-2 / 1-2,UNDER_3_5,AWAY_WIN,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,10,0,15,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619 | selection_score >= 72.44 | selection_score >= 72.56,Actionable recommendation matched premium promoted-rule evidence.,0.8732,1.58,0.6329113924050632,0.2402886075949367,0.6798,2.61,0.3831417624521073,0.2966582375478926,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 0.35 | visitante 1.56,Market edge primario: prob 0.873 | impl 0.633 | edge +0.240,Bias lado: -2.07 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,11.0,6.0,0.0,0.0,1.0,1.75,0.5,1.5,1.0,0.875,0.25,0.75,0.375,0.375,0.125,0.625,0.375,0.75,0.25,0.625,APPROVED_PREMIUM,Final actionable recommendation is approved by premium promoted-rule evidence.,1,113.63886075949368,PREMIUM_EXTENDED,152.98240506329117,151.7881772151899,149.47349367088609,2,SAFE_TOP5,PREMIUM_BET_STRONG_EDGE
4,5,15,WATCHLIST,WATCH,2026-05-09,Spain,Segunda División,1392189,Albacete,Cultural Leonesa,90.98,85.08,HIGH,2-1 / 1-0 / 2-0,HOME_WIN,UNDER_3_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,10,0,15,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619 | selection_score >= 72.44 | selection_score >= 72.56,Actionable recommendation matched premium promoted-rule evidence.,0.6734,2.3,0.4347826086956522,0.2386173913043477,0.6662,1.4,0.7142857142857143,-0.0480857142857142,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.11 | visitante 0.81,Market edge primario: prob 0.673 | impl 0.435 | edge +0.239,Bias lado: +2.20 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,13.0,22.0,0.0,1.0,1.375,0.75,1.75,0.875,1.375,1.625,0.875,0.75,0.25,0.125,0.625,0.625,0.875,0.75,0.625,0.5,APPROVED_PREMIUM,Final actionable recommendation is approved by premium promoted-rule evidence.,1,119.84173913043476,PREMIUM_EXTENDED,143.12043478260867,153.89278260869563,165.07582608695645,2,SAFE_TOP5,PREMIUM_BET_STRONG_EDGE
5,8,39,WATCHLIST,WATCH,2026-05-09,Austria,Bundesliga,1531281,Grazer AK,SCR Altach,78.63,73.43,MEDIUM_HIGH,2-1 / 3-1 / 2-2,OVER_1_5,OVER_2_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,10,0,15,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.0942398,selection_score >= 73.29 | selection_score >= 73.33 | vsigma_pre_score >= 68.09 | vsigma_pre_score >= 68.1 | vsigma_pre_score >= 68.11 | vsigma_pre_score >= 68.13 | model_edge_abs_num >= 0.0415243 | primary_edge >= 0.0415243 | model_edge_abs_num >= 0.0371755 | model_edge_abs_num >= 0.0375492 | primary_edge >= 0.0371755 | primary_edge >= 0.0375492 | odds_num <= 2.57 | model_edge_abs_num >= 0.0942398 | model_edge_abs_num >= 0.0951082 | model_edge_abs_num >= 0.0960387 | model_edge_abs_num >= 0.0966495 | primary_edge >= 0.0942398 | primary_edge >= 0.0951082 | primary_edge >= 0.0960387 | primary_edge >= 0.0966495 | model_edge_abs_num >= 0.0941619 | primary_edge >= 0.0941619 | selection_score >= 72.44 | selection_score >= 72.56,Actionable recommendation matched premium promoted-rule evidence.,0.8165,1.44,0.6944444444444444,0.1220555555555555,0.6005,2.38,0.4201680672268907,0.1803319327731092,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.04 | visitante 1.07,Market edge primario: prob 0.817 | impl 0.694 | edge +0.122,Bias lado: +1.47 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,4.0,2.0,0.5,1.0,1.625,0.75,1.875,1.125,0.875,2.125,0.75,0.75,0.25,0.25,0.5,0.625,0.75,0.75,0.5,0.625,APPROVED_PREMIUM,Final actionable recommendation is approved by premium promoted-rule evidence.,1,95.83555555555554,PREMIUM_EXTENDED,128.88277777777776,124.32388888888886,118.4822222222222,2,SAFE_TOP5,PREMIUM_BET_STRONG_EDGE
