summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,64,57,31,31,0,82.2997,0.119347,17.0312,4.8438,0.0,12.1875
by_final_execution_bucket,APPROVED_PREMIUM,,,,,31,31,31,31,0,83.569,0.200165,23.3871,10.0,0.0,13.3871
by_final_execution_bucket,BLOCKED,,,,,4,0,0,0,0,80.475,-0.007327,7.0,0.0,0.0,7.0
by_final_execution_bucket,DOWNGRADED,,,,,26,26,0,0,0,82.0812,0.055223,12.5385,0.0,0.0,12.5385
by_final_execution_bucket,WATCH,,,,,3,0,0,0,0,73.51,0.008871,3.6667,0.0,0.0,3.6667
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,31,31,31,31,0,83.569,0.200165,23.3871,10.0,0.0,13.3871
by_bucket_and_governance_status,BLOCKED,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,,,,4,0,0,0,0,80.475,-0.007327,7.0,0.0,0.0,7.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,,,,26,26,0,0,0,82.0812,0.055223,12.5385,0.0,0.0,12.5385
by_bucket_and_governance_status,WATCH,ANNOTATED_NON_ACTIONABLE_RULE_MATCH,,,,3,0,0,0,0,73.51,0.008871,3.6667,0.0,0.0,3.6667
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,31,31,31,31,0,83.569,0.200165,23.3871,10.0,0.0,13.3871
by_bucket_and_final_recommendation,BLOCKED,,NO_BET,,,4,0,0,0,0,80.475,-0.007327,7.0,0.0,0.0,7.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,26,26,0,0,0,82.0812,0.055223,12.5385,0.0,0.0,12.5385
by_bucket_and_final_recommendation,WATCH,,WATCH,,,3,0,0,0,0,73.51,0.008871,3.6667,0.0,0.0,3.6667
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,3,3,3,3,0,95.3233,0.24582,25.0,10.0,0.0,15.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,1,1,1,1,0,98.89,0.162816,25.0,10.0,0.0,15.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,WATCH,,27,27,27,27,0,81.6956,0.196475,23.1481,10.0,0.0,13.1481
by_bucket_and_execution_verdict,BLOCKED,,,NO_BET,,4,0,0,0,0,80.475,-0.007327,7.0,0.0,0.0,7.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,26,26,0,0,0,82.0812,0.055223,12.5385,0.0,0.0,12.5385
by_bucket_and_execution_verdict,WATCH,,,WATCH,,3,0,0,0,0,73.51,0.008871,3.6667,0.0,0.0,3.6667
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,31,31,31,31,0,83.569,0.200165,23.3871,10.0,0.0,13.3871
by_bucket_and_best_evidence_tier,BLOCKED,,,,GENERIC_BROAD,4,0,0,0,0,80.475,-0.007327,7.0,0.0,0.0,7.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,GENERIC_BROAD,26,26,0,0,0,82.0812,0.055223,12.5385,0.0,0.0,12.5385
by_bucket_and_best_evidence_tier,WATCH,,,,GENERIC_BROAD,3,0,0,0,0,73.51,0.008871,3.6667,0.0,0.0,3.6667
