target_date,generated_at,fixtures_reviewed,search_provider,urls_discovered,rows_extracted,status_counts,source_counts,auto_apply,production_change
2026-07-11,2026-07-11T21:22:12+01:00,13,SERPAPI_SEARCH_FAILED,0,0,NO_DATA=13,,NO,NO
