fixture_id,home_team,away_team,tie_state_label,market_family_hint,vsigma_pre_score,vsigma_priority,tie_adjustment_note
1494207,Orgryte IS,BK Hacken,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,90.02,A_ANALIZAR_PRIMERO,
1494692,Aalesund,Molde,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,86.87,A_ANALIZAR_PRIMERO,
1494699,Tromso,Valerenga,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,85.98,A_ANALIZAR_PRIMERO,
1494694,Fredrikstad,Lillestrom,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,83.1,A_ANALIZAR_PRIMERO,
1506993,Gwangju FC,Pohang Steelers,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,80.21,A_ANALIZAR_PRIMERO,
1506994,Ulsan Hyundai FC,Jeonbuk Motors,,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,77.7,A_ANALIZAR_PRIMERO,
1494206,Mjallby AIF,AIK Stockholm,,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,75.36,A_ANALIZAR_PRIMERO,
1506992,Gimcheon Sangmu FC,Bucheon FC 1995,,OVER_OR_BTTS_CHECK,66.69,A_ANALIZAR_PRIMERO,
1547585,Kauno Žalgiris,Panevėžys,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1526894,Caxias,Floresta,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1495731,Gnistan,Mariehamn,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1495730,Lahti,HJK Helsinki,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
1495732,Turku PS,AC Oulu,,UNDER_OR_TEAM_TOTAL_UNDER_CHECK,21.0,NO_DATA_BLOCKED,
