summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,8.0,8.0,8.0,0.516,0.532,0.0,80.0,0.0,2026-07-11T09:40:24.973513+00:00,,
home_quality_flag,,,,,,,,,,FULL,7.0
home_quality_flag,,,,,,,,,,PARTIAL,1.0
away_quality_flag,,,,,,,,,,FULL,8.0
