execution_rank,execution_shortlist_source,fixture_id,date,league,home_team,away_team,market_primary,final_execution_bucket,final_recommendation,execution_score,selection_score,primary_model_prob,primary_odds_used,primary_edge,actionable_result,actionable_profit_units,primary_result,primary_profit_units,ledger_result_status,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
1,PREMIUM_CORE,1506993,2026-07-11,K League 1,Gwangju FC,Pohang Steelers,AWAY_WIN,APPROVED_PREMIUM,BET,129.2790361445783,85.41,0.8511,1.66,0.248690361445783,WIN,0.66,WIN,0.66,RESULT_AVAILABLE,2026-07-11,2026-07-12T09:16:55+00:00,POST,OFFICIAL_RESULTS,PASS,2026-07-11-20260712T091655Z
2,PREMIUM_EXTENDED,1506994,2026-07-11,K League 1,Ulsan Hyundai FC,Jeonbuk Motors,OVER_1_5,APPROVED_PREMIUM,BET,100.03242424242424,82.9,0.8789,1.32,0.1213242424242424,WIN,0.32,WIN,0.32,RESULT_AVAILABLE,2026-07-11,2026-07-12T09:16:55+00:00,POST,OFFICIAL_RESULTS,PASS,2026-07-11-20260712T091655Z
