summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,15.0,15.0,15.0,0.619,0.577,1.0,149.0,0.0,2026-05-13T14:01:16.866137+00:00,,
home_quality_flag,,,,,,,,,,FULL,9.0
home_quality_flag,,,,,,,,,,PARTIAL,6.0
away_quality_flag,,,,,,,,,,FULL,11.0
away_quality_flag,,,,,,,,,,PARTIAL,4.0
