summary_scope,metric,rows_total
overall,target_fixtures,15
odds_structure_depth_status,NO_ODDS_FOUND,15
odds_structure_coherence_flag,NO_ODDS_UNCERTAIN,15
odds_total_ladder_shape,UNKNOWN,15
odds_market_translation_hint,ODDS_DEPTH_UNCERTAIN,15
odds_line_aggression_flag,UNKNOWN,15
