summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,16,16,11,11,0,88.075,0.18004,19.3125,3.125,2.25,13.9375
by_final_execution_bucket,APPROVED_PREMIUM,,,,,9,9,9,9,0,90.17,0.20082,22.8889,5.5556,3.3333,14.0
by_final_execution_bucket,APPROVED_STANDARD,,,,,2,2,2,2,0,81.265,0.113814,17.0,0.0,3.0,14.0
by_final_execution_bucket,DOWNGRADED,,,,,5,5,0,0,0,87.028,0.169126,13.8,0.0,0.0,13.8
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,9,9,9,9,0,90.17,0.20082,22.8889,5.5556,3.3333,14.0
by_bucket_and_governance_status,APPROVED_STANDARD,APPROVED_BY_PROMOTED_RULE,,,,2,2,2,2,0,81.265,0.113814,17.0,0.0,3.0,14.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_GENERIC_PROMOTED_RULE_ONLY,,,,5,5,0,0,0,87.028,0.169126,13.8,0.0,0.0,13.8
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,9,9,9,9,0,90.17,0.20082,22.8889,5.5556,3.3333,14.0
by_bucket_and_final_recommendation,APPROVED_STANDARD,,BET,,,2,2,2,2,0,81.265,0.113814,17.0,0.0,3.0,14.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,5,5,0,0,0,87.028,0.169126,13.8,0.0,0.0,13.8
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,2,2,2,2,0,92.66,0.249974,19.5,4.5,1.0,14.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,1,1,1,1,0,102.23,0.182945,25.0,7.0,4.0,14.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,WATCH,,6,6,6,6,0,87.33,0.187414,23.6667,5.6667,4.0,14.0
by_bucket_and_execution_verdict,APPROVED_STANDARD,,,WATCH,,2,2,2,2,0,81.265,0.113814,17.0,0.0,3.0,14.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,5,5,0,0,0,87.028,0.169126,13.8,0.0,0.0,13.8
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,9,9,9,9,0,90.17,0.20082,22.8889,5.5556,3.3333,14.0
by_bucket_and_best_evidence_tier,APPROVED_STANDARD,,,,STANDARD_EVIDENCE,2,2,2,2,0,81.265,0.113814,17.0,0.0,3.0,14.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,GENERIC_BROAD,5,5,0,0,0,87.028,0.169126,13.8,0.0,0.0,13.8
