market_primary,n_total,n_settled,wins,losses,pushes,win_rate_no_push,roi_units,avg_primary_edge,report_type,edge_floor_band,execution_verdict
BTTS_YES,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0306,by_market_primary,,
OVER_1_5,12.0,12.0,10.0,2.0,0.0,0.8333,3.41,0.1759,by_market_primary,,
OVER_2_5,3.0,3.0,2.0,1.0,0.0,0.6667,0.87,0.2464,by_market_primary,,
,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,0.0306,by_edge_floor_band,PLAYABLE,
,15.0,15.0,12.0,3.0,0.0,0.8,4.28,0.19,by_edge_floor_band,STRONG,
,2.0,2.0,2.0,0.0,0.0,1.0,1.53,0.25,by_execution_verdict,,CORE_SHORTLIST
,1.0,1.0,1.0,0.0,0.0,1.0,0.45,0.1829,by_execution_verdict,,TOP_CORE
,13.0,13.0,9.0,4.0,0.0,0.6923,1.3,0.1691,by_execution_verdict,,WATCH
ACTIONABLE_ONLY,11.0,11.0,9.0,2.0,0.0,0.8182,2.93,0.185,actionable_summary,,
