shortlist_rank,shortlist_bucket,analysis_label,date,country,league,fixture_id,home_team,away_team,selection_score,vsigma_pre_score,confidence_band,likely_scoreline,market_primary,market_alt,edge_floor_band,base_execution_verdict,base_final_recommendation,execution_verdict,final_recommendation,production_governance_status,production_governance_rule_count,production_governance_premium_rule_count,production_governance_standard_rule_count,production_governance_generic_rule_count,production_governance_best_evidence_tier,production_governance_top_rule,production_governance_matched_rules,production_governance_note,execution_fragility_reason,execution_market_fit_status,execution_market_fit_note,execution_preferred_safer_market,primary_model_prob,primary_odds_used,primary_implied_prob,primary_edge,alt_model_prob,alt_odds_used,alt_implied_prob,alt_edge,projected_home_goals,projected_away_goals,projected_total_goals,recent_stats_quality_flag,recent_stats_process_score,home_recent_stats_matches_used,away_recent_stats_matches_used,home_recent_stats_coverage_ratio,away_recent_stats_coverage_ratio,home_injuries_count,away_injuries_count,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_risk_score,away_absence_risk_score,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,availability_known_risk_score,availability_uncertainty_penalty,availability_attack_penalty,home_lineup_available_flag,away_lineup_available_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_score_nudge,vsigma_priority,market_family_hint,tie_state_label,tie_adjustment_note,reason_1,reason_2,reason_3,home_rank,away_rank,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_recent_shots_for_pg,away_recent_shots_for_pg,home_recent_shots_against_pg,away_recent_shots_against_pg,home_recent_sot_for_pg,away_recent_sot_for_pg,home_recent_sot_against_pg,away_recent_sot_against_pg,home_recent_possession_pct,away_recent_possession_pct,home_recent_corners_for_pg,away_recent_corners_for_pg,home_recent_corners_against_pg,away_recent_corners_against_pg,home_recent_fouls_pg,away_recent_fouls_pg,home_recent_yellow_pg,away_recent_yellow_pg,home_recent_offsides_pg,away_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_blocked_shots_pg,final_execution_bucket,final_execution_reason,final_execution_bucket_order
1,TOP_CORE,TOP_CORE,2026-05-07,World,CONMEBOL Libertadores,1535288,Independ. Rivadavia,Fluminense,102.23,96.33,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,OVER_2_5,STRONG,TOP_CORE,BET,TOP_CORE,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,7,4,14,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8726,1.45,0.6896551724137931,0.1829448275862069,0.6937,2.4,0.4166666666666667,0.2770333333333333,2.63,0.96,3.59,FULL,4.0,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-6132.9,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,AWAY_TRAILING,away_trailing_keep_away_live,Proj goles: local 2.63 | visitante 0.96,Market edge primario: prob 0.873 | impl 0.690 | edge +0.183,Bias lado: +2.80 | tie=AWAY_TRAILING | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=5.00 aSOT=4.80 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.34,1.0,4.0,1.0,1.0,2.5,1.0,2.25,0.875,0.625,1.375,0.875,0.5,0.375,0.25,0.625,0.5,0.75,0.75,0.5,0.5,14.2,12.8,13.0,10.6,5.0,4.8,4.2,4.8,52.4,59.0,5.2,3.2,3.2,2.8,10.4,12.2,2.2,2.4,0.75,1.25,2.2,2.4,APPROVED_PREMIUM,Final actionable recommendation is approved by premium promoted-rule evidence.,1
4,CORE_SHORTLIST,CORE,2026-05-07,World,UEFA Europa League,1540873,Aston Villa,Nottingham Forest,93.53,87.83,HIGH,2-2 / 2-1 / 1-2,OVER_2_5,BTTS_YES,STRONG,CORE_SHORTLIST,BET,CORE_SHORTLIST,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,16,2,0,14,PREMIUM_EVIDENCE,primary_model_prob >= 0.7961,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.7994,1.92,0.5208333333333334,0.2785666666666666,0.7774,1.84,0.5434782608695652,0.2339217391304348,2.06,2.22,4.28,FULL,4.0,5.0,5.0,1.0,1.0,10.0,18.0,FULL,FULL,9.2,16.4,HIGH,HIGH,FULL,25.6,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-5022.91,0.0,1.0,11.0,11.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,4.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,HOME_TRAILING,home_trailing_flip_away_to_over,Proj goles: local 2.06 | visitante 2.22,Market edge primario: prob 0.799 | impl 0.521 | edge +0.279,Bias lado: -0.45 | tie=HOME_TRAILING | hint=OVER_OR_BTTS_CHECK | stats=FULL hSOT=4.00 aSOT=4.80 | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=9.20 aRisk=16.40 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,2.0,13.0,1.0,0.0,1.625,2.5,1.875,2.375,1.125,0.5,0.75,1.0,0.25,0.5,0.5,0.5,0.75,0.75,0.5,0.5,10.6,11.4,11.0,11.8,4.0,4.8,5.4,3.4,50.4,46.8,5.0,4.8,3.8,5.0,11.8,11.2,1.2,1.4,0.4,1.8,3.0,2.8,APPROVED_PREMIUM,Final actionable recommendation is approved by premium promoted-rule evidence.,1
5,CORE_SHORTLIST,CORE,2026-05-07,World,CONMEBOL Libertadores,1535294,Santa Fe,Corinthians,91.79,86.09,HIGH,2-2 / 2-1 / 1-2,OVER_1_5,OVER_2_5,STRONG,CORE_SHORTLIST,BET,CORE_SHORTLIST,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,23,7,2,14,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8425,1.61,0.6211180124223602,0.2213819875776398,0.6423,2.85,0.3508771929824561,0.2914228070175438,1.48,1.83,3.31,FULL,3.56,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-6132.9,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,0.0,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,HOME_TRAILING,home_trailing_flip_away_to_over,Proj goles: local 1.48 | visitante 1.83,Market edge primario: prob 0.843 | impl 0.621 | edge +0.221,Bias lado: -0.50 | tie=HOME_TRAILING | hint=OVER_OR_BTTS_CHECK | stats=FULL hSOT=4.40 aSOT=3.00 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.34,4.0,1.0,1.0,1.0,1.5,2.125,1.875,1.125,1.25,0.25,0.875,0.75,0.125,0.875,0.75,0.125,1.0,0.5,0.625,0.125,11.0,10.6,14.2,11.2,4.4,3.0,5.8,3.6,45.4,57.2,2.6,4.2,4.8,3.4,11.8,12.6,1.6,1.8,0.4,1.667,1.0,3.6,APPROVED_PREMIUM,Final actionable recommendation is approved by premium promoted-rule evidence.,1
6,WATCHLIST,WATCH,2026-05-07,World,UEFA Europa League,1540874,SC Freiburg,SC Braga,91.07,85.37,HIGH,2-2 / 2-1 / 1-2,OVER_1_5,OVER_2_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,7,4,14,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9082,1.42,0.7042253521126761,0.2039746478873239,0.7613,2.31,0.4329004329004329,0.3283995670995671,1.84,2.16,4.0,FULL,3.44,5.0,5.0,1.0,1.0,6.0,10.0,FULL,FULL,5.6,10.0,HIGH,HIGH,FULL,15.6,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-5022.91,0.0,1.0,11.0,11.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,HOME_TRAILING,home_trailing_flip_away_to_over,Proj goles: local 1.84 | visitante 2.16,Market edge primario: prob 0.908 | impl 0.704 | edge +0.204,Bias lado: -0.42 | tie=HOME_TRAILING | hint=OVER_OR_BTTS_CHECK | stats=FULL hSOT=3.60 aSOT=3.40 | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=5.60 aRisk=10.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,7.0,6.0,0.5,0.5,1.625,1.875,1.5,1.625,1.375,1.125,0.875,1.0,0.25,0.25,0.625,0.75,0.875,0.75,0.75,0.5,12.6,8.8,17.0,9.4,3.6,3.4,5.2,2.6,44.6,62.0,2.2,3.8,5.6,3.0,11.2,11.4,2.0,2.8,1.8,0.8,4.2,2.2,APPROVED_PREMIUM,Final actionable recommendation is approved by premium promoted-rule evidence.,1
7,WATCHLIST,WATCH,2026-05-07,World,CONMEBOL Sudamericana,1535191,Botafogo,Racing Club,91.05,85.85,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,OVER_2_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,7,4,14,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8922,1.42,0.7042253521126761,0.1879746478873238,0.7301,2.22,0.4504504504504504,0.2796495495495495,2.43,1.37,3.8,FULL,4.0,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-6132.91,0.0,1.0,11.0,11.0,1.0,1.0,1.0,2.0,4.0,5.0,5.0,3.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,AWAY_TRAILING,away_trailing_keep_away_live,Proj goles: local 2.43 | visitante 1.37,Market edge primario: prob 0.892 | impl 0.704 | edge +0.188,Bias lado: +1.99 | tie=AWAY_TRAILING | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | stats=FULL hSOT=7.60 aSOT=3.20 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,1.0,3.0,1.0,1.0,1.875,0.875,2.125,1.0,1.25,1.25,1.0,0.625,0.25,0.125,0.75,0.625,0.875,0.75,0.75,0.25,19.6,15.2,8.8,9.4,7.6,3.2,3.6,3.2,58.4,63.2,7.0,6.0,4.2,2.8,15.8,12.8,2.0,1.4,1.75,1.8,4.4,5.0,APPROVED_PREMIUM,Final actionable recommendation is approved by premium promoted-rule evidence.,1
8,WATCHLIST,WATCH,2026-05-07,World,CONMEBOL Libertadores,1535286,Deportes Tolima,Club Nacional,90.16,84.46,HIGH,2-2 / 2-1 / 1-2,OVER_1_5,OVER_2_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,7,4,14,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8924,1.47,0.6802721088435374,0.2121278911564625,0.7307,2.42,0.4132231404958678,0.3174768595041322,2.01,1.79,3.8,SPARSE,2.8,5.0,2.0,1.0,0.4,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-6042.9,0.0,1.0,11.0,11.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,4.0,1.0,1.0,0.45,0.22,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,HOME_TRAILING,home_trailing_boost,Proj goles: local 2.01 | visitante 1.79,Market edge primario: prob 0.892 | impl 0.680 | edge +0.212,Bias lado: +0.40 | tie=HOME_TRAILING | hint=OVER_OR_BTTS_CHECK | stats=SPARSE hSOT=4.20 aSOT=6.50 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,1.0,4.0,1.0,1.0,1.125,0.875,1.125,1.75,1.125,2.125,0.625,0.875,0.375,0.0,0.375,0.875,0.75,0.875,0.375,0.75,12.8,12.0,11.4,11.0,4.2,6.5,4.8,6.0,59.0,43.0,3.6,5.5,4.4,4.5,12.4,9.5,3.5,3.5,0.8,0.0,2.8,1.5,APPROVED_PREMIUM,Final actionable recommendation is approved by premium promoted-rule evidence.,1
9,WATCHLIST,WATCH,2026-05-07,World,CONMEBOL Libertadores,1535296,U. Catolica,Cruzeiro,89.13,83.43,HIGH,2-2 / 2-1 / 1-2,OVER_1_5,OVER_2_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,7,4,14,PREMIUM_EVIDENCE,primary_model_prob >= 0.835,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.835 | primary_model_prob >= 0.8351 | primary_model_prob >= 0.8353 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.929,1.39,0.7194244604316548,0.2095755395683453,0.8044,2.19,0.4566210045662101,0.3477789954337899,2.23,2.09,4.32,PARTIAL,3.6,4.0,5.0,0.8,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-6042.91,0.0,0.0,11.0,11.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,0.0,1.0,0.22,0.22,0.04,0.45,0.232,0.0,0.0,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,AWAY_TRAILING,away_trailing_keep_away_live,Proj goles: local 2.23 | visitante 2.09,Market edge primario: prob 0.929 | impl 0.719 | edge +0.210,Bias lado: +0.07 | tie=AWAY_TRAILING | hint=OVER_OR_BTTS_CHECK | stats=PARTIAL hSOT=4.75 aSOT=4.60 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=GOALKEEPER_UNKNOWN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.23,1.0,2.0,1.0,1.0,1.625,2.0,2.25,1.375,1.625,1.0,0.875,1.0,0.0,0.5,0.875,0.5,0.875,0.625,0.875,0.5,9.0,13.2,13.5,9.2,4.75,4.6,5.0,2.2,45.5,54.6,4.0,3.6,4.25,2.0,12.0,16.0,3.75,3.6,3.0,1.667,1.25,2.8,APPROVED_PREMIUM,Final actionable recommendation is approved by premium promoted-rule evidence.,1
13,WATCHLIST,WATCH,2026-05-07,World,CONMEBOL Sudamericana,1535187,Alianza Atletico,America de Cali,82.6,77.6,HIGH,2-2 / 2-1 / 1-2,OVER_1_5,OVER_2_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,22,4,4,14,PREMIUM_EVIDENCE,primary_model_prob >= 0.8311,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | primary_model_prob >= 0.8311 | primary_model_prob >= 0.8312 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8326,1.57,0.6369426751592356,0.1956573248407643,0.6261,2.67,0.3745318352059925,0.2515681647940074,1.49,1.74,3.23,FULL,3.71,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-6042.91,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,0.0,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,HOME_TRAILING,home_trailing_flip_away_to_over,Proj goles: local 1.49 | visitante 1.74,Market edge primario: prob 0.833 | impl 0.637 | edge +0.196,Bias lado: -0.42 | tie=HOME_TRAILING | hint=OVER_OR_BTTS_CHECK | stats=FULL hSOT=4.00 aSOT=3.60 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.34,4.0,2.0,1.0,1.0,1.0,1.625,1.25,1.125,1.375,1.125,0.625,0.625,0.0,0.125,0.625,0.5,0.75,0.75,0.5,0.375,11.4,10.2,13.2,11.4,4.0,3.6,2.8,2.8,50.6,50.6,3.4,3.0,4.6,3.4,10.2,9.6,2.0,3.0,1.0,0.25,2.0,2.0,APPROVED_PREMIUM,Final actionable recommendation is approved by premium promoted-rule evidence.,1
14,WATCHLIST,WATCH,2026-05-07,World,CONMEBOL Sudamericana,1535199,O'Higgins,Sao Paulo,79.97,74.97,MEDIUM_HIGH,2-2 / 2-1 / 1-2,OVER_1_5,OVER_2_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,20,2,4,14,PREMIUM_EVIDENCE,primary_model_prob >= 0.7961,odds_num <= 2.57 | primary_model_prob >= 0.6901 | vsigma_pre_score >= 69.39 | odds_num <= 1.62 | selection_score >= 75.82 | selection_score >= 76.22 | vsigma_pre_score >= 70.62 | selection_score >= 74.84 | vsigma_pre_score >= 69.64 | vsigma_pre_score >= 69.73 | odds_num <= 2.44 | odds_num <= 1.63 | odds_num <= 1.57 | odds_num <= 1.58 | vsigma_pre_score >= 70.52 | selection_score >= 72.46 | primary_model_prob >= 0.7961 | primary_model_prob >= 0.7963 | odds_num <= 2.23 | odds_num <= 2.33,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8194,1.42,0.7042253521126761,0.1151746478873239,0.6051,2.25,0.4444444444444444,0.1606555555555555,1.62,1.51,3.13,PARTIAL,3.6,4.0,5.0,0.8,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-4842.91,0.0,1.0,11.0,11.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,5.0,1.0,1.0,0.4,0.22,0.45,0.45,0.38,0.0,0.0,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,HOME_TRAILING,home_trailing_boost,Proj goles: local 1.62 | visitante 1.51,Market edge primario: prob 0.819 | impl 0.704 | edge +0.115,Bias lado: +0.32 | tie=HOME_TRAILING | hint=OVER_OR_BTTS_CHECK | stats=PARTIAL hSOT=4.25 aSOT=4.00 | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.38,2.0,1.0,1.0,1.0,2.0,1.75,1.5,1.0,1.0,0.75,0.75,0.75,0.375,0.625,0.375,0.25,1.0,0.5,0.25,0.25,13.25,14.6,11.75,16.0,4.25,4.0,3.0,3.6,54.75,47.6,6.0,9.6,5.25,5.8,9.5,13.2,2.25,2.0,1.667,1.75,3.75,5.4,APPROVED_PREMIUM,Final actionable recommendation is approved by premium promoted-rule evidence.,1
