rows_processed,avg_home_matches_used,avg_away_matches_used,full_rows,partial_rows,sparse_rows,none_rows,stats_fixture_requests,api_calls_made,cache_hits,api_errors,plan_limit_errors,generated_at_utc
16,4.688,4.438,10,2,4,0,160,0,160,0,0,2026-05-11T06:42:43.928768+00:00
