summary_scope,final_execution_bucket,production_governance_status,final_recommendation,execution_verdict,production_governance_best_evidence_tier,rows_total,base_actionable_rows,final_actionable_rows,bet_rows,lean_play_rows,avg_selection_score,avg_primary_edge,avg_production_governance_rule_count,avg_production_governance_premium_rule_count,avg_production_governance_standard_rule_count,avg_production_governance_generic_rule_count
overall,,,,,,13,12,7,7,0,78.3,0.180326,12.6923,7.1538,5.5385,0.0
by_final_execution_bucket,APPROVED_PREMIUM,,,,,7,7,7,7,0,78.4,0.232211,20.0,11.4286,8.5714,0.0
by_final_execution_bucket,BLOCKED,,,,,1,0,0,0,0,83.59,-0.003493,0.0,0.0,0.0,0.0
by_final_execution_bucket,DOWNGRADED,,,,,5,5,0,0,0,77.102,0.144452,5.0,2.6,2.4,0.0
by_bucket_and_governance_status,APPROVED_PREMIUM,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,7,7,7,7,0,78.4,0.232211,20.0,11.4286,8.5714,0.0
by_bucket_and_governance_status,BLOCKED,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,,,,1,0,0,0,0,83.59,-0.003493,0.0,0.0,0.0,0.0
by_bucket_and_governance_status,DOWNGRADED,APPROVED_BY_PREMIUM_PROMOTED_RULE,,,,1,1,0,0,0,95.72,0.428231,25.0,13.0,12.0,0.0
by_bucket_and_governance_status,DOWNGRADED,DOWNGRADED_NO_PROMOTED_RULE_MATCH,,,,4,4,0,0,0,72.4475,0.073507,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,APPROVED_PREMIUM,,BET,,,7,7,7,7,0,78.4,0.232211,20.0,11.4286,8.5714,0.0
by_bucket_and_final_recommendation,BLOCKED,,NO_BET,,,1,0,0,0,0,83.59,-0.003493,0.0,0.0,0.0,0.0
by_bucket_and_final_recommendation,DOWNGRADED,,WATCH,,,5,5,0,0,0,77.102,0.144452,5.0,2.6,2.4,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,CORE_SHORTLIST,,2,2,2,2,0,82.995,0.264775,13.5,7.5,6.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,TOP_CORE,,1,1,1,1,0,89.55,0.252839,25.0,13.0,12.0,0.0
by_bucket_and_execution_verdict,APPROVED_PREMIUM,,,WATCH,,4,4,4,4,0,73.315,0.210772,22.0,13.0,9.0,0.0
by_bucket_and_execution_verdict,BLOCKED,,,NO_BET,,1,0,0,0,0,83.59,-0.003493,0.0,0.0,0.0,0.0
by_bucket_and_execution_verdict,DOWNGRADED,,,WATCH,,5,5,0,0,0,77.102,0.144452,5.0,2.6,2.4,0.0
by_bucket_and_best_evidence_tier,APPROVED_PREMIUM,,,,PREMIUM_EVIDENCE,7,7,7,7,0,78.4,0.232211,20.0,11.4286,8.5714,0.0
by_bucket_and_best_evidence_tier,BLOCKED,,,,,1,0,0,0,0,83.59,-0.003493,0.0,0.0,0.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,PREMIUM_EVIDENCE,1,1,0,0,0,95.72,0.428231,25.0,13.0,12.0,0.0
by_bucket_and_best_evidence_tier,DOWNGRADED,,,,,4,4,0,0,0,72.4475,0.073507,0.0,0.0,0.0,0.0
