target_date,generated_at,rows_processed,eligible_fixtures,api_calls_made,cache_hits,lineup_rows_written,full_lineup_rows,no_lineup_rows,api_errors,key_status,api_status_counts,auto_apply,production_change
2026-08-07,2026-08-07T23:06:17+01:00,19,19,2,17,320,295,0,0,API_SPORTS,NO_LINEUPS_RETURNED=2,NO,NO
