target_date,generated_at,fixture_id,league,home_team,away_team,minutes_to_kickoff,league_coverage,recent_stats_coverage,lineup_coverage,probable_lineup_gate,injuries_coverage,standings_coverage,odds_coverage,context_coverage,forecast_coverage,coverage_score,missing_blocks,api_readiness_gate,execution_policy,operator_note,auto_apply,production_change
2026-08-07,2026-08-07T19:08:21+01:00,1576134,2. Bundesliga,VfL Bochum,Hertha BSC,555.51,PARTIAL,NONE,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,PARTIAL,NONE,FULL,FULL,37.5,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE; standings_coverage=PARTIAL; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=vsigma_top_candidates_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-07,2026-08-07T19:08:21+01:00,1552117,Eredivisie,Cambuur,Excelsior,525.51,PARTIAL,NONE,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,PARTIAL,NONE,FULL,FULL,52.5,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NOT_DUE_YET; standings_coverage=PARTIAL; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=vsigma_top_candidates_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-07,2026-08-07T19:08:21+01:00,1561900,Bundesliga,SCR Altach,WSG Wattens,495.51,FULL,NONE,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,PARTIAL,NONE,FULL,FULL,42.5,recent_stats_coverage=NONE; lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE; standings_coverage=PARTIAL; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=vsigma_top_candidates_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-07,2026-08-07T19:08:21+01:00,1551737,Eerste Divisie,Dordrecht,Jong Ajax,525.51,PARTIAL,NONE,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,PARTIAL,NONE,FULL,FULL,37.5,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE; standings_coverage=PARTIAL; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=vsigma_top_candidates_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-07,2026-08-07T19:08:21+01:00,1548986,Superliga,Sonderjyske,Viborg,465.5,FULL,NONE,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,PARTIAL,NONE,FULL,FULL,57.5,recent_stats_coverage=NONE; lineup_coverage=NOT_DUE_YET; standings_coverage=PARTIAL; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=vsigma_top_candidates_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-07,2026-08-07T19:08:21+01:00,1558581,Jupiler Pro League,Club Brugge KV,Kortrijk,570.51,PARTIAL,NONE,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,PARTIAL,NONE,FULL,FULL,37.5,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE; standings_coverage=PARTIAL; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=vsigma_top_candidates_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-07,2026-08-07T19:08:21+01:00,1575447,Primeira Liga,Estoril,Famalicao,600.51,PARTIAL,NONE,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,PARTIAL,NONE,FULL,FULL,37.5,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE; standings_coverage=PARTIAL; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=vsigma_top_candidates_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-07,2026-08-07T19:08:21+01:00,1494728,Eliteserien,Sandefjord,KFUM Oslo,465.5,FULL,NONE,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,FULL,PARTIAL,NONE,FULL,FULL,57.5,recent_stats_coverage=NONE; lineup_coverage=NOT_DUE_YET; standings_coverage=PARTIAL; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=vsigma_top_candidates_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-07,2026-08-07T19:08:21+01:00,1551740,Eerste Divisie,VVV Venlo,Heracles,525.51,PARTIAL,NONE,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,PARTIAL,NONE,FULL,FULL,37.5,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE; standings_coverage=PARTIAL; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=vsigma_top_candidates_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-07,2026-08-07T19:08:21+01:00,1551738,Eerste Divisie,Emmen,Roda,525.51,PARTIAL,NONE,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,PARTIAL,NONE,FULL,FULL,37.5,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE; standings_coverage=PARTIAL; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=vsigma_top_candidates_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-07,2026-08-07T19:08:21+01:00,1551739,Eerste Divisie,FC OSS,NAC Breda,525.51,PARTIAL,NONE,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,PARTIAL,NONE,FULL,FULL,37.5,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE; standings_coverage=PARTIAL; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=vsigma_top_candidates_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-07,2026-08-07T19:08:21+01:00,1553999,J1 League,Yokohama F. Marinos,Kashima,70.5,PARTIAL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,PARTIAL,NONE,FULL,FULL,22.5,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=PARTIAL; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=vsigma_top_candidates_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-07,2026-08-07T19:08:21+01:00,1554003,J1 League,Gamba Osaka,Urawa,75.5,PARTIAL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,PARTIAL,NONE,FULL,FULL,22.5,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=PARTIAL; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=vsigma_top_candidates_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-07,2026-08-07T19:08:21+01:00,1551741,Eerste Divisie,Vitesse,Waalwijk,525.51,PARTIAL,NONE,NOT_DUE_YET,NO_PROBABLE_LINEUP_SOURCES,NONE,PARTIAL,NONE,FULL,FULL,37.5,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NOT_DUE_YET; injuries_coverage=NONE; standings_coverage=PARTIAL; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=vsigma_top_candidates_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
2026-08-07,2026-08-07T19:08:21+01:00,1585692,1. Lig,Boluspor,Manisa F.K.,-1,PARTIAL,NONE,NONE,NO_PROBABLE_LINEUP_SOURCES,NONE,NONE,NONE,FULL,FULL,15.0,league_coverage=PARTIAL; recent_stats_coverage=NONE; lineup_coverage=NONE; injuries_coverage=NONE; standings_coverage=NONE; odds_coverage=NONE,LOW_COVERAGE_NO_BET,Missing core stats or market data.,source=vsigma_top_candidates_v3.csv; official lineup dominates; probable XI can support early planning only; dated scored snapshot attempted before source lookup.,NO,NO
