date,result,provider,fixtures_returned,fixture_id,status_short,home_team,away_team,score_fulltime_home,score_fulltime_away
2026-08-07,OK,API-SPORTS_DIRECT,330.0,,,,,,
2026-08-07T11:25:00+01:00,MATCHED,,,1553999.0,FT,Yokohama F. Marinos,Kashima,3.0,4.0
2026-08-07T11:30:00+01:00,MATCHED,,,1554003.0,FT,Gamba Osaka,Urawa,4.0,3.0
2026-08-07T18:00:00+01:00,MATCHED,,,1494728.0,FT,Sandefjord,KFUM Oslo,0.0,1.0
2026-08-07T18:00:00+01:00,MATCHED,,,1548986.0,FT,Sonderjyske,Viborg,0.0,0.0
2026-08-07T18:30:00+01:00,MATCHED,,,1561900.0,FT,SCR Altach,WSG Wattens,3.0,1.0
2026-08-07T19:00:00+01:00,MATCHED,,,1551737.0,FT,Dordrecht,Jong Ajax,2.0,1.0
2026-08-07T19:00:00+01:00,MATCHED,,,1551738.0,FT,Emmen,Roda,1.0,0.0
2026-08-07T19:00:00+01:00,MATCHED,,,1551739.0,FT,FC OSS,NAC Breda,1.0,2.0
2026-08-07T19:00:00+01:00,MATCHED,,,1551740.0,FT,VVV Venlo,Heracles,3.0,4.0
2026-08-07T19:00:00+01:00,MATCHED,,,1551741.0,FT,Vitesse,Waalwijk,1.0,1.0
2026-08-07T19:00:00+01:00,MATCHED,,,1552117.0,FT,Cambuur,Excelsior,0.0,4.0
2026-08-07T19:30:00+01:00,MATCHED,,,1576134.0,FT,VfL Bochum,Hertha BSC,0.0,1.0
2026-08-07T19:45:00+01:00,MATCHED,,,1558581.0,FT,Club Brugge KV,Kortrijk,3.0,0.0
