date,timezone,shortlist_rows,shortlist_bet_rows,ledger_rows,result_available_rows,pending_rows,unmatched_rows,win_rows,loss_rows,push_rows,void_rows,profit_units_total,roi_percent,snapshot_dir,run_finished_at
2026-08-07,Atlantic/Canary,3,3,3,3,0,0,3,0,0,0,2.42,80.666667,/home/runner/work/vsigma/vsigma/data/processed/today/2026-08-07,2026-08-08T08:00:42.922087+00:00
