shortlist_rank,shortlist_bucket,analysis_label,date,country,league,fixture_id,home_team,away_team,selection_score,vsigma_pre_score,confidence_band,likely_scoreline,market_primary,market_alt,edge_floor_band,base_execution_verdict,base_final_recommendation,execution_verdict,final_recommendation,production_governance_status,production_governance_rule_count,production_governance_premium_rule_count,production_governance_standard_rule_count,production_governance_generic_rule_count,production_governance_best_evidence_tier,production_governance_top_rule,production_governance_matched_rules,production_governance_note,execution_fragility_reason,execution_market_fit_status,execution_market_fit_note,execution_preferred_safer_market,primary_model_prob,primary_odds_used,primary_implied_prob,primary_edge,alt_model_prob,alt_odds_used,alt_implied_prob,alt_edge,projected_home_goals,projected_away_goals,projected_total_goals,league_coverage_class,league_data_reliability_score,league_coverage_rich_flag,league_has_odds_coverage,league_has_fixture_stats_coverage,league_has_injuries_coverage,league_has_lineups_coverage,league_has_predictions_coverage,league_stats_reliability_multiplier,league_coverage_uncertainty_penalty,league_coverage_source_status,league_coverage_note,recent_stats_quality_flag,recent_stats_process_score,recent_lab_context_score,home_recent_lab_trust_multiplier,away_recent_lab_trust_multiplier,home_recent_opponent_strength_avg,away_recent_opponent_strength_avg,home_recent_schedule_difficulty_score,away_recent_schedule_difficulty_score,home_recent_schedule_quality_flag,away_recent_schedule_quality_flag,recent_schedule_balance_delta,home_recent_anomaly_count_last5,away_recent_anomaly_count_last5,home_recent_clean_sample_size,away_recent_clean_sample_size,home_recent_anomaly_penalty,away_recent_anomaly_penalty,home_recent_event_coverage_flag,away_recent_event_coverage_flag,recent_sample_cleanliness_flag,odds_imp_over15,odds_imp_over25,odds_imp_under35,odds_imp_btts_yes,odds_imp_home_win,odds_imp_draw,odds_imp_away_win,odds_imp_home_dnb,odds_imp_away_dnb,odds_market_support_count,odds_bookmaker_support_count,odds_dispersion_score,odds_structure_coherence_flag,odds_total_ladder_shape,odds_goal_expectation_band,odds_side_fragility_flag,odds_btts_support_flag,odds_over25_support_flag,odds_over15_support_flag,odds_under35_support_flag,odds_market_translation_hint,odds_line_aggression_flag,odds_confidence_adjustment_score,odds_structure_depth_status,home_recent_stats_matches_used,away_recent_stats_matches_used,home_recent_stats_coverage_ratio,away_recent_stats_coverage_ratio,home_injuries_count,away_injuries_count,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_risk_score,away_absence_risk_score,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,availability_known_risk_score,availability_uncertainty_penalty,availability_attack_penalty,home_lineup_available_flag,away_lineup_available_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_score_nudge,vsigma_priority,market_family_hint,tie_state_label,tie_adjustment_note,reason_1,reason_2,reason_3,home_rank,away_rank,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_recent_shots_for_pg,away_recent_shots_for_pg,home_recent_shots_against_pg,away_recent_shots_against_pg,home_recent_sot_for_pg,away_recent_sot_for_pg,home_recent_sot_against_pg,away_recent_sot_against_pg,home_recent_possession_pct,away_recent_possession_pct,home_recent_corners_for_pg,away_recent_corners_for_pg,home_recent_corners_against_pg,away_recent_corners_against_pg,home_recent_fouls_pg,away_recent_fouls_pg,home_recent_yellow_pg,away_recent_yellow_pg,home_recent_offsides_pg,away_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_blocked_shots_pg,score_fulltime_home,score_fulltime_away,goals_home,goals_away,status,resolved_home_goals,resolved_away_goals,match_finished_flag,primary_result,alt_result,primary_profit_units,alt_profit_units,actionable_flag,actionable_result,actionable_profit_units
1,TOP_CORE,TOP_CORE,2026-08-07,Germany,2. Bundesliga,1576134,VfL Bochum,Hertha BSC,95.72,90.03,HIGH,1-2 / 1-3 / 2-2,AWAY_WIN,OVER_2_5,STRONG,TOP_CORE,BET,WATCH,WATCH,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,13,12,0,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.115531,model_edge_abs_num >= 0.115531 | primary_edge >= 0.115531 | model_edge_abs_num >= 0.131684 | model_edge_abs_num >= 0.136433 | primary_edge >= 0.131684 | primary_edge >= 0.136433 | model_edge_abs_num >= 0.167733 | primary_edge >= 0.167733 | model_edge_abs_num >= 0.176245 | primary_edge >= 0.176245 | model_edge_abs_num >= 0.164431 | primary_edge >= 0.164431 | model_edge_abs_num >= 0.184762 | primary_edge >= 0.184762 | model_edge_abs_num >= 0.169424 | primary_edge >= 0.169424 | model_edge_abs_num >= 0.128099 | model_edge_abs_num >= 0.129431 | model_edge_abs_num >= 0.138141 | primary_edge >= 0.128099 | primary_edge >= 0.129431 | primary_edge >= 0.138141 | model_edge_abs_num >= 0.178059 | primary_edge >= 0.178059 | model_edge_abs_num >= 0.146275,Actionable recommendation matched premium promoted-rule evidence.,AWAY_WIN_DRAW_RISK,MARKET_FIT_DOWNGRADED,"AWAY_WIN requires premium governance, core base verdict, usable odds, and strict model probability/edge strength.",,0.7561,3.05,0.3278688524590164,0.4282311475409835,0.8141,1.75,0.5714285714285714,0.2426714285714286,1.22,3.2,4.42,COVERAGE_PARTIAL,0.7,0,1.0,0.0,0.0,0.0,1.0,0.0,0.35,OFFICIAL_API,,NONE,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,555.51,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.22 | visitante 3.20,Market edge primario: prob 0.756 | impl 0.328 | edge +0.428,Bias lado: -3.15 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_PARTIAL rel=0.70 stats=0.0 odds=1.0 inj=0.0 lineups=0.0 | stats=NONE hSOT=nan aSOT=nan | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,9.0,7.0,0.0,0.0,1.75,2.0,1.125,5.0,1.25,1.286,0.625,1.0,0.375,0.286,0.375,0.714,0.75,1.0,0.375,0.857,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,FT,0.0,1.0,1,WIN,LOSS,2.05,-1.0,0,SKIPPED,
2,TOP_CORE,TOP_CORE,2026-08-07,Netherlands,Eredivisie,1552117,Cambuur,Excelsior,89.55,85.86,HIGH,1-2 / 1-3 / 2-2,OVER_2_5,BTTS_YES,STRONG,TOP_CORE,BET,TOP_CORE,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,13,12,0,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.115531,model_edge_abs_num >= 0.115531 | primary_edge >= 0.115531 | model_edge_abs_num >= 0.131684 | model_edge_abs_num >= 0.136433 | primary_edge >= 0.131684 | primary_edge >= 0.136433 | model_edge_abs_num >= 0.167733 | primary_edge >= 0.167733 | model_edge_abs_num >= 0.176245 | primary_edge >= 0.176245 | model_edge_abs_num >= 0.164431 | primary_edge >= 0.164431 | model_edge_abs_num >= 0.184762 | primary_edge >= 0.184762 | model_edge_abs_num >= 0.169424 | primary_edge >= 0.169424 | model_edge_abs_num >= 0.128099 | model_edge_abs_num >= 0.129431 | model_edge_abs_num >= 0.138141 | primary_edge >= 0.128099 | primary_edge >= 0.129431 | primary_edge >= 0.138141 | model_edge_abs_num >= 0.178059 | primary_edge >= 0.178059 | model_edge_abs_num >= 0.146275,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8589,1.65,0.6060606060606061,0.2528393939393939,0.8115,1.53,0.6535947712418301,0.1579052287581699,1.98,2.85,4.83,COVERAGE_PARTIAL,0.7,0,1.0,0.0,1.0,0.0,1.0,0.0,0.35,OFFICIAL_API,,NONE,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,4.0,2.0,FULL,FULL,3.6,2.0,HIGH,MEDIUM,FULL,5.6,0.0,0.1,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,525.51,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.98 | visitante 2.85,Market edge primario: prob 0.859 | impl 0.606 | edge +0.253,Bias lado: -1.53 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_PARTIAL rel=0.70 stats=0.0 odds=1.0 inj=1.0 lineups=0.0 | stats=NONE hSOT=nan aSOT=nan | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=3.60 aRisk=2.00 | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,1.0,15.0,1.0,1.0,1.2,3.0,1.4,3.6,1.8,1.4,1.0,1.0,0.2,0.2,0.8,0.8,0.8,1.0,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,4.0,FT,0.0,4.0,1,WIN,LOSS,0.65,-1.0,1,WIN,0.65
3,CORE_SHORTLIST,CORE,2026-08-07,Austria,Bundesliga,1561900,SCR Altach,WSG Wattens,84.44,79.24,HIGH,1-2 / 1-3 / 2-2,OVER_2_5,OVER_1_5,STRONG,CORE_SHORTLIST,BET,CORE_SHORTLIST,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,13,12,0,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.115531,model_edge_abs_num >= 0.115531 | primary_edge >= 0.115531 | model_edge_abs_num >= 0.131684 | model_edge_abs_num >= 0.136433 | primary_edge >= 0.131684 | primary_edge >= 0.136433 | model_edge_abs_num >= 0.167733 | primary_edge >= 0.167733 | model_edge_abs_num >= 0.176245 | primary_edge >= 0.176245 | model_edge_abs_num >= 0.164431 | primary_edge >= 0.164431 | model_edge_abs_num >= 0.184762 | primary_edge >= 0.184762 | model_edge_abs_num >= 0.169424 | primary_edge >= 0.169424 | model_edge_abs_num >= 0.128099 | model_edge_abs_num >= 0.129431 | model_edge_abs_num >= 0.138141 | primary_edge >= 0.128099 | primary_edge >= 0.129431 | primary_edge >= 0.138141 | model_edge_abs_num >= 0.178059 | primary_edge >= 0.178059 | model_edge_abs_num >= 0.146275,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8659,2.21,0.4524886877828054,0.4134113122171945,0.9559,1.38,0.7246376811594204,0.2312623188405795,1.91,3.0,4.91,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,SPARSE,0.33,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.2,0.2,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,495.51,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.91 | visitante 3.00,Market edge primario: prob 0.866 | impl 0.452 | edge +0.413,Bias lado: -1.46 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=0.0 lineups=1.0 | stats=SPARSE hSOT=2.00 aSOT=1.00 | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,10.0,7.0,0.5,0.0,1.875,1.375,2.0,4.0,1.125,1.375,0.875,0.75,0.375,0.375,0.5,0.5,0.625,0.875,0.625,0.75,6.0,8.0,18.0,15.0,2.0,1.0,4.0,6.0,44.0,42.0,5.0,1.0,6.0,6.0,13.0,11.0,2.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,FT,3.0,1.0,1,WIN,WIN,1.21,0.38,1,WIN,1.21
4,CORE_SHORTLIST,CORE,2026-08-07,Netherlands,Eerste Divisie,1551737,Dordrecht,Jong Ajax,83.59,78.6,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NEGATIVE,NO_BET,NO_BET,NO_BET,NO_BET,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8737,1.14,0.8771929824561404,-0.0034929824561403,0.6965,,,,2.55,1.05,3.6,COVERAGE_PARTIAL,0.7,0,1.0,0.0,0.0,0.0,1.0,0.0,0.35,OFFICIAL_API,,NONE,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,525.51,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.55 | visitante 1.05,Market edge primario: prob 0.874 | impl 0.877 | edge -0.003,Bias lado: +2.22 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_PARTIAL rel=0.70 stats=0.0 odds=1.0 inj=0.0 lineups=0.0 | stats=NONE hSOT=nan aSOT=nan | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,4.0,18.0,0.5,1.0,1.429,1.125,2.0,1.125,1.857,2.25,0.571,0.75,0.286,0.25,0.286,0.5,1.0,0.75,0.714,0.5,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,FT,2.0,1.0,1,WIN,WIN,0.14,,0,SKIPPED,
5,CORE_SHORTLIST,CORE,2026-08-07,Denmark,Superliga,1548986,Sonderjyske,Viborg,81.55,76.35,MEDIUM_HIGH,1-2 / 1-3 / 2-2,OVER_2_5,OVER_1_5,STRONG,CORE_SHORTLIST,BET,CORE_SHORTLIST,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,2,2,0,0,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.115531,model_edge_abs_num >= 0.115531 | primary_edge >= 0.115531,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.7222,1.65,0.6060606060606061,0.1161393939393938,0.888,1.21,0.8264462809917356,0.0615537190082644,1.48,2.27,3.75,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,SPARSE,0.32,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.4,6.0,8.0,FULL,FULL,5.2,6.8,HIGH,HIGH,FULL,12.0,0.0,0.1,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,465.5,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.48 | visitante 2.27,Market edge primario: prob 0.722 | impl 0.606 | edge +0.116,Bias lado: -1.31 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=SPARSE hSOT=nan aSOT=3.00 | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=5.20 aRisk=6.80 | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,12.0,5.0,1.0,0.0,1.143,1.625,2.0,1.25,2.429,1.0,1.0,0.875,0.143,0.375,0.857,0.5,0.857,0.625,0.714,0.375,,11.5,,21.0,,3.0,,5.0,,44.0,,5.0,,9.0,,15.5,,2.5,,0.5,,2.0,0.0,0.0,0.0,0.0,FT,0.0,0.0,1,LOSS,LOSS,-1.0,-1.0,1,LOSS,-1.0
6,WATCHLIST,WATCH,2026-08-07,Belgium,Jupiler Pro League,1558581,Club Brugge KV,Kortrijk,80.31,75.82,MEDIUM_HIGH,2-2 / 2-1 / 1-2,BTTS_YES,OVER_2_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,25,13,12,0,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.115531,model_edge_abs_num >= 0.115531 | primary_edge >= 0.115531 | model_edge_abs_num >= 0.131684 | model_edge_abs_num >= 0.136433 | primary_edge >= 0.131684 | primary_edge >= 0.136433 | model_edge_abs_num >= 0.167733 | primary_edge >= 0.167733 | model_edge_abs_num >= 0.176245 | primary_edge >= 0.176245 | model_edge_abs_num >= 0.164431 | primary_edge >= 0.164431 | model_edge_abs_num >= 0.184762 | primary_edge >= 0.184762 | model_edge_abs_num >= 0.169424 | primary_edge >= 0.169424 | model_edge_abs_num >= 0.128099 | model_edge_abs_num >= 0.129431 | model_edge_abs_num >= 0.138141 | primary_edge >= 0.128099 | primary_edge >= 0.129431 | primary_edge >= 0.138141 | model_edge_abs_num >= 0.178059 | primary_edge >= 0.178059 | model_edge_abs_num >= 0.146275,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.7541,1.91,0.5235602094240838,0.2305397905759162,0.77,1.47,0.6802721088435374,0.0897278911564626,2.07,1.99,4.06,COVERAGE_PARTIAL,0.7,0,1.0,0.0,0.0,0.0,1.0,0.0,0.35,OFFICIAL_API,,NONE,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,570.51,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 2.07 | visitante 1.99,Market edge primario: prob 0.754 | impl 0.524 | edge +0.231,Bias lado: -0.02 | tie=nan | hint=OVER_OR_BTTS_CHECK | coverage=COVERAGE_PARTIAL rel=0.70 stats=0.0 odds=1.0 inj=0.0 lineups=0.0 | stats=NONE hSOT=nan aSOT=nan | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,7.0,15.0,0.0,1.0,0.8,1.375,2.0,1.875,2.4,1.375,1.0,0.875,0.0,0.125,1.0,0.75,1.0,0.75,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,FT,3.0,0.0,1,LOSS,WIN,-1.0,0.47,1,LOSS,-1.0
7,WATCHLIST,WATCH,2026-08-07,Norway,Eliteserien,1494728,Sandefjord,KFUM Oslo,76.97,71.97,MEDIUM_HIGH,2-2 / 2-1 / 1-2,OVER_1_5,OVER_2_5,PLAYABLE,WATCH,LEAN_PLAY,WATCH,WATCH,DOWNGRADED_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Base actionable recommendation did not match any production-ready promoted rule.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8449,1.23,0.8130081300813008,0.0318918699186991,0.6463,1.73,0.5780346820809249,0.068265317919075,1.76,1.57,3.33,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,PARTIAL,3.42,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,1.0,0.8,12.0,8.0,FULL,FULL,8.8,5.6,HIGH,HIGH,FULL,14.4,0.0,0.1,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,465.5,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 1.76 | visitante 1.57,Market edge primario: prob 0.845 | impl 0.813 | edge +0.032,Bias lado: +0.37 | tie=nan | hint=OVER_OR_BTTS_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=PARTIAL hSOT=5.00 aSOT=4.50 | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=8.80 aRisk=5.60 | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,12.0,13.0,0.5,0.5,1.375,1.0,0.875,1.375,1.125,2.125,0.625,0.875,0.375,0.125,0.375,0.75,0.5,0.875,0.375,0.875,17.0,13.0,15.0,12.75,5.0,4.5,4.0,4.5,50.6,46.5,5.6,2.5,8.6,5.25,13.4,12.0,2.25,1.25,1.4,1.0,5.4,3.75,0.0,1.0,0.0,1.0,FT,0.0,1.0,1,LOSS,LOSS,-1.0,-1.0,0,SKIPPED,
8,WATCHLIST,WATCH,2026-08-07,Netherlands,Eerste Divisie,1551738,Emmen,Roda,74.99,71.0,MEDIUM_HIGH,1-2 / 1-3 / 2-2,OVER_2_5,OVER_1_5,STRONG,WATCH,BET,WATCH,BET,APPROVED_BY_PREMIUM_PROMOTED_RULE,13,13,0,0,PREMIUM_EVIDENCE,model_edge_abs_num >= 0.115531,model_edge_abs_num >= 0.115531 | primary_edge >= 0.115531 | model_edge_abs_num >= 0.131684 | model_edge_abs_num >= 0.136433 | primary_edge >= 0.131684 | primary_edge >= 0.136433 | model_edge_abs_num >= 0.128099 | model_edge_abs_num >= 0.129431 | model_edge_abs_num >= 0.138141 | primary_edge >= 0.128099 | primary_edge >= 0.129431 | primary_edge >= 0.138141 | model_edge_abs_num >= 0.146275,Actionable recommendation matched premium promoted-rule evidence.,,SAFE_OK,Execution market translation passed hardening gates.,,0.821,1.5,0.6666666666666666,0.1543333333333333,0.9365,1.16,0.8620689655172414,0.0744310344827585,1.98,2.48,4.46,COVERAGE_PARTIAL,0.7,0,1.0,0.0,0.0,0.0,1.0,0.0,0.35,OFFICIAL_API,,NONE,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,0.0,0.0,NONE,NONE,NONE,INACTIVE,90.0,525.51,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.98 | visitante 2.48,Market edge primario: prob 0.821 | impl 0.667 | edge +0.154,Bias lado: -0.83 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_PARTIAL rel=0.70 stats=0.0 odds=1.0 inj=0.0 lineups=0.0 | stats=NONE hSOT=nan aSOT=nan | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,6.0,14.0,0.0,0.0,0.75,1.167,1.5,3.0,2.0,2.333,0.5,1.0,0.25,0.333,0.25,0.667,1.0,0.833,0.75,0.667,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,FT,1.0,0.0,1,LOSS,LOSS,-1.0,-1.0,1,LOSS,-1.0
