league_id,league,country,season,league_type,coverage_season_current,coverage_season_start,coverage_season_end,league_has_fixtures_coverage,league_has_standings_coverage,league_has_odds_coverage,league_has_events_coverage,league_has_lineups_coverage,league_has_fixture_stats_coverage,league_has_player_stats_coverage,league_has_players_coverage,league_has_injuries_coverage,league_has_predictions_coverage,league_has_top_scorers_coverage,league_has_top_assists_coverage,league_has_top_cards_coverage,league_coverage_class,league_coverage_rich_flag,league_data_reliability_score,league_coverage_source_status,league_coverage_note,coverage_matrix_generated_at_utc
72,Serie B,Brazil,2026,League,1,2026-03-21,2026-11-14,1,1,1,1,1,1,1,1,0,1,1,1,1,COVERAGE_RICH,1,0.95,OFFICIAL_API,,2026-08-07T09:13:56.789287+00:00
79,2. Bundesliga,Germany,2026,League,1,2026-08-07,2027-05-23,1,1,1,0,0,0,0,0,0,1,0,0,0,COVERAGE_PARTIAL,0,0.7,OFFICIAL_API,,2026-08-07T09:13:57.193363+00:00
80,3. Liga,Germany,2026,League,1,2026-08-07,2027-05-22,1,1,1,0,0,0,0,0,0,1,0,0,0,COVERAGE_PARTIAL,0,0.7,OFFICIAL_API,,2026-08-07T09:13:57.586959+00:00
88,Eredivisie,Netherlands,2026,League,1,2026-08-07,2027-05-23,1,1,1,0,0,0,0,0,1,1,0,0,0,COVERAGE_PARTIAL,0,0.7,OFFICIAL_API,,2026-08-07T09:13:58.232842+00:00
89,Eerste Divisie,Netherlands,2026,League,1,2026-08-07,2027-05-14,1,1,1,0,0,0,0,0,0,1,0,0,0,COVERAGE_PARTIAL,0,0.7,OFFICIAL_API,,2026-08-07T09:13:58.450806+00:00
94,Primeira Liga,Portugal,2026,League,1,2026-08-07,2027-05-16,1,1,1,0,0,0,0,0,0,1,0,0,0,COVERAGE_PARTIAL,0,0.7,OFFICIAL_API,,2026-08-07T09:13:58.850389+00:00
98,J1 League,Japan,2027,League,1,2026-08-07,2027-06-06,1,1,1,0,0,0,0,0,0,1,0,0,0,COVERAGE_PARTIAL,0,0.7,OFFICIAL_API,,2026-08-07T09:13:59.253243+00:00
103,Eliteserien,Norway,2026,League,1,2026-03-14,2026-12-06,1,1,1,1,1,1,1,1,1,1,1,1,1,COVERAGE_RICH,1,0.95,OFFICIAL_API,,2026-08-07T09:13:59.660508+00:00
119,Superliga,Denmark,2026,League,1,2026-07-24,2027-03-21,1,1,1,1,1,1,1,1,1,1,1,1,1,COVERAGE_RICH,1,0.95,OFFICIAL_API,,2026-08-07T09:14:00.047804+00:00
144,Jupiler Pro League,Belgium,2026,League,1,2026-08-07,2027-05-22,1,1,1,0,0,0,0,0,0,1,0,0,0,COVERAGE_PARTIAL,0,0.7,OFFICIAL_API,,2026-08-07T09:14:00.451290+00:00
180,Championship,Scotland,2026,League,1,2026-08-01,2027-04-30,1,1,1,1,1,0,0,0,0,1,0,0,0,COVERAGE_PARTIAL,0,0.7,OFFICIAL_API,,2026-08-07T09:14:00.848858+00:00
204,1. Lig,Turkey,2026,League,1,2026-08-09,2027-05-08,1,1,1,0,0,0,0,0,0,1,0,0,0,COVERAGE_PARTIAL,0,0.7,OFFICIAL_API,,2026-08-07T09:14:01.256603+00:00
218,Bundesliga,Austria,2026,League,1,2026-07-31,2027-02-27,1,1,1,1,1,1,1,1,0,1,1,1,1,COVERAGE_RICH,1,0.95,OFFICIAL_API,,2026-08-07T09:14:01.645156+00:00
244,Veikkausliiga,Finland,2026,League,1,2026-04-04,2026-08-31,1,1,1,1,1,1,1,1,0,1,1,1,1,COVERAGE_RICH,1,0.95,OFFICIAL_API,,2026-08-07T09:14:02.047972+00:00
