date,fixture_datetime_utc,fixture_timestamp,league,league_id,season,fixture_id,status,home_team,home_team_id,away_team,away_team_id,country,fixture_status_short,fixture_status_long,fixture_status_elapsed,goals_home,goals_away,score_fulltime_home,score_fulltime_away,score_halftime_home,score_halftime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away,home_xg_for,home_xg_against,away_xg_for,away_xg_against,home_sot_for,away_sot_for,home_big_for,away_big_for,home_motivation,away_motivation,home_absences,away_absences,today_pipeline_fetched_at,league_coverage_class,league_has_odds_coverage,league_has_fixture_stats_coverage,league_has_injuries_coverage,league_has_lineups_coverage,league_has_predictions_coverage,league_coverage_rich_flag,league_data_reliability_score,league_coverage_source_status,league_coverage_note,home_recent_matches,away_recent_matches,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_stats_season_used,away_stats_season_used,data_enrichment_level,home_recent_stats_matches_requested,home_recent_stats_matches_used,home_recent_stats_coverage_ratio,home_recent_stats_available_flag,home_recent_shots_for_pg,home_recent_shots_against_pg,home_recent_sot_for_pg,home_recent_sot_against_pg,home_recent_possession_pct,home_recent_corners_for_pg,home_recent_corners_against_pg,home_recent_fouls_pg,home_recent_yellow_pg,home_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_stats_matches_requested,away_recent_stats_matches_used,away_recent_stats_coverage_ratio,away_recent_stats_available_flag,away_recent_shots_for_pg,away_recent_shots_against_pg,away_recent_sot_for_pg,away_recent_sot_against_pg,away_recent_possession_pct,away_recent_corners_for_pg,away_recent_corners_against_pg,away_recent_fouls_pg,away_recent_yellow_pg,away_recent_offsides_pg,away_recent_blocked_shots_pg,recent_stats_quality_flag,recent_fixture_statistics_updated_at,home_injuries_count,away_injuries_count,home_injuries_available_flag,away_injuries_available_flag,home_absence_risk_score,away_absence_risk_score,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,injuries_availability_updated_at,home_lineup_available_flag,away_lineup_available_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,fixture_lineups_updated_at,home_rank,home_points,home_goals_diff,home_played,home_table_goals_for,home_table_goals_against,home_urgency_score,away_rank,away_points,away_goals_diff,away_played,away_table_goals_for,away_table_goals_against,away_urgency_score,league_team_count,standings_context_updated_at,odds_1_home_v3,odds_1_draw_v3,odds_1_away_v3,odds_btts_yes_v3,odds_btts_no_v3,odds_over_1_5_v3,odds_under_1_5_v3,odds_over_2_5_v3,odds_under_2_5_v3,odds_over_3_5_v3,odds_under_3_5_v3,odds_dc_1x_v3,odds_dc_x2_v3,odds_dc_12_v3,odds_home_dnb_v3,odds_away_dnb_v3,odds_bookmakers_count_v3,odds_market_count_v3,odds_values_count_v3,imp_1_home,imp_1_draw,imp_1_away,imp_btts_yes,imp_btts_no,imp_over_1_5,imp_under_1_5,imp_over_2_5,imp_under_2_5,imp_over_3_5,imp_under_3_5,imp_dc_1x,imp_dc_x2,imp_dc_12,imp_home_dnb,imp_away_dnb,odds_context_v3_updated_at,odds_context_v3_status,league_tier,league_tier_rank,league_filter_reason,home_recent_opponent_strength_avg,away_recent_opponent_strength_avg,home_recent_schedule_difficulty_score,away_recent_schedule_difficulty_score,recent_schedule_balance_delta,home_recent_schedule_matches_used,away_recent_schedule_matches_used,home_recent_anomaly_count_last5,away_recent_anomaly_count_last5,home_recent_clean_sample_size,away_recent_clean_sample_size,home_recent_anomaly_penalty,away_recent_anomaly_penalty,home_recent_events_checked_last5,away_recent_events_checked_last5,odds_imp_over15,odds_imp_over25,odds_imp_under35,odds_imp_btts_yes,odds_imp_home_win,odds_imp_draw,odds_imp_away_win,odds_imp_home_dnb,odds_imp_away_dnb,odds_market_support_count,odds_bookmaker_support_count,odds_dispersion_score,odds_confidence_adjustment_score,home_recent_schedule_quality_flag,away_recent_schedule_quality_flag,recent_sample_cleanliness_flag,home_recent_event_coverage_flag,away_recent_event_coverage_flag,odds_structure_coherence_flag,odds_total_ladder_shape,odds_goal_expectation_band,odds_side_fragility_flag,odds_btts_support_flag,odds_over25_support_flag,odds_over15_support_flag,odds_under35_support_flag,odds_market_translation_hint,odds_line_aggression_flag,odds_structure_depth_status,league_coverage_uncertainty_penalty,league_stats_reliability_multiplier,league_quality_score,old_data_count,prior_data_count,standings_data_count,recent_stats_data_count,injuries_data_count,data_quality_score,data_warning,home_absences_num,away_absences_num,home_availability_unknown_penalty,away_availability_unknown_penalty,availability_uncertainty_penalty,availability_known_risk_score,availability_attack_penalty,lineup_score_nudge,home_recent_lab_trust_multiplier,away_recent_lab_trust_multiplier,recent_lab_context_score,attack_environment_score,recent_stats_process_score,home_goal_path_score,away_goal_path_score,home_rank_strength,away_rank_strength,team_edge_raw,team_edge_score,home_motivation_num,away_motivation_num,motivation_total_score,absences_noise_penalty,standings_context_score,vsigma_pre_score,vsigma_priority,market_family_hint,is_two_leg_tie,tie_context_status,tie_state_label,tie_home_delta,tie_away_delta,home_trailing_in_tie,away_trailing_in_tie,tie_level_before_second_leg,tie_adjustment_applied,tie_adjustment_note
2026-08-07,2026-08-07T19:30:00+01:00,1786127400,2. Bundesliga,79,2026,1576134,NS,VfL Bochum,176,Hertha BSC,159,Germany,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-08-07T09:13:55.865923+00:00,COVERAGE_PARTIAL,1.0,0.0,0.0,0.0,1.0,0,0.7,OFFICIAL_API,,8.0,7.0,1.75,2.0,1.125,5.0,1.25,1.286,0.625,1.0,0.375,0.286,0.375,0.714,0.75,1.0,0.375,0.857,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,NONE,2026-08-07T09:14:14.110323+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-08-07T09:14:27.326645+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,555.51,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-08-07T09:14:29.116504+00:00,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2026-08-07T09:14:34.370318+00:00,2.35,3.54,3.05,1.6,2.55,1.24,4.5,1.75,2.25,2.77,1.47,,,,,,14.0,123.0,3880.0,0.4255,0.2825,0.3279,0.625,0.3922,0.8065,0.2222,0.5714,0.4444,0.361,0.6803,,,,,,2026-08-07T09:14:35.462291+00:00,OK,TIER_1,1,germany_2_bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.0,30,8,16,9,2,0,24.5,OK_FULL,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,17.65,0.0,9.95,18.0,0.5294117647058824,0.6470588235294117,-18.44,16.0,0.0,0.0,0.0,0.0,1.88,90.03,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-08-07,2026-08-07T19:00:00+01:00,1786125600,Eredivisie,88,2026,1552117,NS,Cambuur,420,Excelsior,196,Netherlands,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2026-08-07T09:13:55.865850+00:00,COVERAGE_PARTIAL,1.0,0.0,1.0,0.0,1.0,0,0.7,OFFICIAL_API,,5.0,5.0,1.2,3.0,1.4,3.6,1.8,1.4,1.0,1.0,0.2,0.2,0.8,0.8,0.8,1.0,0.8,0.8,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,NONE,2026-08-07T09:14:14.115451+00:00,4.0,2.0,1.0,1.0,3.6,2.0,FULL,FULL,HIGH,MEDIUM,FULL,2026-08-07T09:14:27.546079+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,525.51,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-08-07T09:14:29.122584+00:00,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,2026-08-07T09:14:34.373422+00:00,2.55,3.7,2.7,1.53,2.55,1.21,5.0,1.65,2.38,2.6,1.56,,,,,,14.0,157.0,4840.0,0.3922,0.2703,0.3704,0.6536,0.3922,0.8264,0.2,0.6061,0.4202,0.3846,0.641,,,,,,2026-08-07T09:14:35.846509+00:00,OK,TIER_1,1,netherlands_eredivisie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.0,30,8,16,9,2,4,24.5,OK_FULL,3.6,2.0,0.0,0.0,0.0,5.6,0.1,0.0,1.0,1.0,0.0,17.55,0.0,13.29,18.0,1.0,0.1764705882352941,-8.03,8.83,0.0,0.0,0.0,0.1,5.08,85.86,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-08-07,2026-08-07T18:30:00+01:00,1786123800,Bundesliga,218,2026,1561900,NS,SCR Altach,618,WSG Wattens,1398,Austria,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-08-07T09:13:55.865601+00:00,COVERAGE_RICH,1.0,1.0,0.0,1.0,1.0,1,0.95,OFFICIAL_API,,8.0,8.0,1.875,1.375,2.0,4.0,1.125,1.375,0.875,0.75,0.375,0.375,0.5,0.5,0.625,0.875,0.625,0.75,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,1.0,0.2,1.0,6.0,18.0,2.0,4.0,44.0,5.0,6.0,13.0,2.0,0.0,1.0,5.0,1.0,0.2,1.0,8.0,15.0,1.0,6.0,42.0,1.0,6.0,11.0,1.0,1.0,3.0,SPARSE,2026-08-07T09:14:17.959434+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-08-07T09:14:27.553299+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,495.51,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-08-07T09:14:29.364059+00:00,10.0,0.0,-1.0,1.0,0.0,1.0,0.5,7.0,1.0,0.0,1.0,1.0,1.0,0.0,12.0,2026-08-07T09:14:34.381432+00:00,2.18,3.3,3.68,1.95,1.87,1.38,3.17,2.21,1.72,4.1,1.26,,,,,,14.0,128.0,3569.0,0.4587,0.303,0.2717,0.5128,0.5348,0.7246,0.3155,0.4525,0.5814,0.2439,0.7937,,,,,,2026-08-07T09:14:37.043745+00:00,OK,TIER_2,2,austria_bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.95,23,8,16,9,16,0,28.0,OK_FULL_STATS,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.33,0.33,14.81,18.37,0.1818181818181817,0.4545454545454546,-7.35,8.09,0.0,0.0,0.0,0.0,1.82,79.24,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-08-07,2026-08-07T19:00:00+01:00,1786125600,Eerste Divisie,89,2026,1551737,NS,Dordrecht,409,Jong Ajax,425,Netherlands,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-08-07T09:13:55.865827+00:00,COVERAGE_PARTIAL,1.0,0.0,0.0,0.0,1.0,0,0.7,OFFICIAL_API,,7.0,8.0,1.429,1.125,2.0,1.125,1.857,2.25,0.571,0.75,0.286,0.25,0.286,0.5,1.0,0.75,0.714,0.5,2026.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,NONE,2026-08-07T09:14:17.964657+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-08-07T09:14:27.555504+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,525.51,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-08-07T09:14:29.369903+00:00,4.0,0.0,0.0,0.0,0.0,0.0,0.5,18.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,2026-08-07T09:14:34.384019+00:00,1.5,5.0,6.0,1.58,2.38,1.14,6.5,1.44,2.88,2.12,1.75,,,,,,14.0,99.0,3123.0,0.6667,0.2,0.1667,0.6329,0.4202,0.8772,0.1538,0.6944,0.3472,0.4717,0.5714,,,,,,2026-08-07T09:14:37.432275+00:00,OK,TIER_2,2,netherlands_eerste_divisie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.0,23,8,16,9,2,0,24.5,OK_FULL,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.2,0.0,15.53,12.17,0.8421052631578947,0.1052631578947368,11.8,12.98,0.0,0.0,0.0,0.0,3.92,78.6,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-08-07,2026-08-07T18:00:00+01:00,1786122000,Superliga,119,2026,1548986,NS,Sonderjyske,396,Viborg,2070,Denmark,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,2026-08-07T09:13:55.865311+00:00,COVERAGE_RICH,1.0,1.0,1.0,1.0,1.0,1,0.95,OFFICIAL_API,,7.0,8.0,1.143,1.625,2.0,1.25,2.429,1.0,1.0,0.875,0.143,0.375,0.857,0.5,0.857,0.625,0.714,0.375,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,0.0,0.0,0.0,,,,,,,,,,,,5.0,2.0,0.4,1.0,11.5,21.0,3.0,5.0,44.0,5.0,9.0,15.5,2.5,0.5,2.0,SPARSE,2026-08-07T09:14:25.957656+00:00,6.0,8.0,1.0,1.0,5.2,6.8,FULL,FULL,HIGH,HIGH,FULL,2026-08-07T09:14:28.339665+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,465.5,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-08-07T09:14:30.151702+00:00,12.0,0.0,-2.0,2.0,2.0,4.0,1.0,5.0,3.0,0.0,2.0,1.0,1.0,0.0,12.0,2026-08-07T09:14:34.404709+00:00,3.6,4.06,2.06,1.57,2.4,1.21,5.0,1.65,2.39,2.57,1.57,,,,,,14.0,145.0,5080.0,0.2778,0.2463,0.4854,0.6369,0.4167,0.8264,0.2,0.6061,0.4184,0.3891,0.6369,,,,,,2026-08-07T09:14:40.664165+00:00,OK,TIER_2,2,denmark_superliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.95,23,8,16,9,9,4,26.25,OK_FULL_STATS,5.2,6.8,0.0,0.0,0.0,12.0,0.1,0.0,1.0,1.0,0.0,15.74,0.32,13.83,15.94,0.0,0.6363636363636364,-8.04,8.84,0.0,0.0,0.0,0.1,2.62,76.35,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-08-07,2026-08-07T19:45:00+01:00,1786128300,Jupiler Pro League,144,2026,1558581,NS,Club Brugge KV,569,Kortrijk,734,Belgium,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-08-07T09:13:55.865989+00:00,COVERAGE_PARTIAL,1.0,0.0,0.0,0.0,1.0,0,0.7,OFFICIAL_API,,5.0,8.0,0.8,1.375,2.0,1.875,2.4,1.375,1.0,0.875,0.0,0.125,1.0,0.75,1.0,0.75,1.0,0.5,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,NONE,2026-08-07T09:14:14.120323+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-08-07T09:14:27.548863+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,570.51,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-08-07T09:14:29.128069+00:00,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,2026-08-07T09:14:34.376064+00:00,1.28,6.66,12.0,1.91,1.91,1.15,6.5,1.47,2.95,2.18,1.8,,,,,,14.0,146.0,4710.0,0.7812,0.1502,0.0833,0.5236,0.5236,0.8696,0.1538,0.6803,0.339,0.4587,0.5556,,,,,,2026-08-07T09:14:36.246180+00:00,OK,TIER_1,1,belgium_jupiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.0,30,8,16,9,2,0,24.5,OK_FULL,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,17.31,0.0,15.54,17.66,0.6470588235294117,0.1764705882352941,-0.99,1.09,0.0,0.0,0.0,0.0,2.92,75.82,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-08-07,2026-08-07T20:15:00+01:00,1786130100,Primeira Liga,94,2026,1575447,NS,Estoril,230,Famalicao,242,Portugal,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-08-07T09:13:55.866139+00:00,COVERAGE_PARTIAL,1.0,0.0,0.0,0.0,1.0,0,0.7,OFFICIAL_API,,4.0,8.0,1.25,1.625,1.0,1.125,0.75,0.375,0.5,0.5,0.5,0.875,0.25,0.125,0.75,0.25,0.25,0.25,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,NONE,2026-08-07T09:14:14.125162+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-08-07T09:14:27.551111+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,600.51,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-08-07T09:14:29.133522+00:00,3.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,2026-08-07T09:14:34.378806+00:00,3.1,3.4,2.47,1.73,2.1,1.32,3.75,2.03,1.9,3.4,1.35,,,,,,14.0,147.0,4817.0,0.3226,0.2941,0.4049,0.578,0.4762,0.7576,0.2667,0.4926,0.5263,0.2941,0.7407,,,,,,2026-08-07T09:14:36.651506+00:00,OK,TIER_1,1,portugal_primeira_liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.0,30,8,16,9,2,0,24.5,OK_FULL,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.01,0.0,4.86,7.29,0.8823529411764706,0.0,5.4,5.94,0.0,0.0,0.0,0.0,4.61,73.06,A_ANALIZAR_PRIMERO,NO_DATA_ENRICHMENT_REQUIRED,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-08-07,2026-08-07T18:00:00+01:00,1786122000,Eliteserien,103,2026,1494728,NS,Sandefjord,332,KFUM Oslo,2143,Norway,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,2026-08-07T09:13:55.865264+00:00,COVERAGE_RICH,1.0,1.0,1.0,1.0,1.0,1,0.95,OFFICIAL_API,,8.0,8.0,1.375,1.0,0.875,1.375,1.125,2.125,0.625,0.875,0.375,0.125,0.375,0.75,0.5,0.875,0.375,0.875,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,17.0,15.0,5.0,4.0,50.6,5.6,8.6,13.4,2.25,1.4,5.4,5.0,4.0,0.8,1.0,13.0,12.75,4.5,4.5,46.5,2.5,5.25,12.0,1.25,1.0,3.75,PARTIAL,2026-08-07T09:14:21.951997+00:00,12.0,8.0,1.0,1.0,8.8,5.6,FULL,FULL,HIGH,HIGH,FULL,2026-08-07T09:14:27.941641+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,465.5,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-08-07T09:14:29.760704+00:00,12.0,15.0,-8.0,15.0,13.0,21.0,0.5,13.0,15.0,-9.0,15.0,17.0,26.0,0.5,16.0,2026-08-07T09:14:34.396971+00:00,2.07,3.73,3.63,1.62,2.3,1.23,4.44,1.73,2.17,2.88,1.46,,,,,,14.0,129.0,3763.0,0.4831,0.2681,0.2755,0.6173,0.4348,0.813,0.2252,0.578,0.4608,0.3472,0.6849,,,,,,2026-08-07T09:14:39.441496+00:00,OK,TIER_2,2,norway_eliteserien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.95,23,8,16,9,16,4,28.0,OK_FULL_STATS,8.8,5.6,0.0,0.0,0.0,14.4,0.1,0.0,1.0,1.0,0.0,15.99,3.42,15.97,14.26,0.2666666666666667,0.1999999999999999,2.48,2.73,0.0,0.0,0.0,0.1,2.35,71.97,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-08-07,2026-08-07T19:00:00+01:00,1786125600,Eerste Divisie,89,2026,1551740,NS,VVV Venlo,204,Heracles,206,Netherlands,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-08-07T09:13:55.865841+00:00,COVERAGE_PARTIAL,1.0,0.0,0.0,0.0,1.0,0,0.7,OFFICIAL_API,,8.0,3.0,1.25,2.0,2.0,2.333,2.5,2.0,0.875,1.0,0.0,0.333,0.875,0.667,0.875,1.0,0.875,0.667,2026.0,2026.0,PARTIAL_TEAM_LAST_8_ALL_COMPETITIONS,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,NONE,2026-08-07T09:14:17.978806+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-08-07T09:14:27.561859+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,525.51,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-08-07T09:14:29.386209+00:00,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.5,20.0,2026-08-07T09:14:34.391802+00:00,2.92,3.8,2.3,1.55,2.45,1.21,4.8,1.65,2.33,2.63,1.54,,,,,,14.0,98.0,2937.0,0.3425,0.2632,0.4348,0.6452,0.4082,0.8264,0.2083,0.6061,0.4292,0.3802,0.6494,,,,,,2026-08-07T09:14:38.637970+00:00,OK,TIER_2,2,netherlands_eerste_divisie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.0,23,8,16,9,2,0,24.5,OK_FULL,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,17.65,0.0,16.14,18.0,0.9473684210526316,0.2105263157894736,1.89,2.08,0.0,0.0,0.0,0.0,4.25,71.48,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
2026-08-07,2026-08-07T19:00:00+01:00,1786125600,Eerste Divisie,89,2026,1551738,NS,Emmen,208,Roda,414,Netherlands,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-08-07T09:13:55.865832+00:00,COVERAGE_PARTIAL,1.0,0.0,0.0,0.0,1.0,0,0.7,OFFICIAL_API,,4.0,6.0,0.75,1.167,1.5,3.0,2.0,2.333,0.5,1.0,0.25,0.333,0.25,0.667,1.0,0.833,0.75,0.667,2026.0,2026.0,TEAM_LAST_8_ALL_COMPETITIONS,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,NONE,2026-08-07T09:14:17.969382+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-08-07T09:14:27.557651+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,525.51,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-08-07T09:14:29.375351+00:00,6.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2026-08-07T09:14:34.386625+00:00,2.3,3.92,2.8,1.44,2.73,1.16,6.0,1.5,2.63,2.25,1.66,,,,,,14.0,99.0,3130.0,0.4348,0.2551,0.3571,0.6944,0.3663,0.8621,0.1667,0.6667,0.3802,0.4444,0.6024,,,,,,2026-08-07T09:14:37.876230+00:00,OK,TIER_2,2,netherlands_eerste_divisie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.0,23,8,16,9,2,0,24.5,OK_FULL,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,17.49,0.0,13.45,18.0,0.736842105263158,0.3157894736842105,-3.94,4.33,0.0,0.0,0.0,0.0,1.68,71.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,0,NOT_TWO_LEG_TIE,,,,0,0,0,0,
