summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc,flag,rows
overall,10.0,10.0,10.0,0.573,0.582,4.0,96.0,0.0,2026-05-13T13:56:49.895928+00:00,,
home_quality_flag,,,,,,,,,,FULL,8.0
home_quality_flag,,,,,,,,,,PARTIAL,2.0
away_quality_flag,,,,,,,,,,FULL,8.0
away_quality_flag,,,,,,,,,,PARTIAL,2.0
