shortlist_rank,shortlist_bucket,analysis_label,date,country,league,fixture_id,home_team,away_team,selection_score,vsigma_pre_score,confidence_band,likely_scoreline,market_primary,market_alt,edge_floor_band,base_execution_verdict,base_final_recommendation,execution_verdict,final_recommendation,production_governance_status,production_governance_rule_count,production_governance_premium_rule_count,production_governance_standard_rule_count,production_governance_generic_rule_count,production_governance_best_evidence_tier,production_governance_top_rule,production_governance_matched_rules,production_governance_note,execution_fragility_reason,execution_market_fit_status,execution_market_fit_note,execution_preferred_safer_market,primary_model_prob,primary_odds_used,primary_implied_prob,primary_edge,alt_model_prob,alt_odds_used,alt_implied_prob,alt_edge,projected_home_goals,projected_away_goals,projected_total_goals,league_coverage_class,league_data_reliability_score,league_coverage_rich_flag,league_has_odds_coverage,league_has_fixture_stats_coverage,league_has_injuries_coverage,league_has_lineups_coverage,league_has_predictions_coverage,league_stats_reliability_multiplier,league_coverage_uncertainty_penalty,league_coverage_source_status,league_coverage_note,recent_stats_quality_flag,recent_stats_process_score,recent_lab_context_score,home_recent_lab_trust_multiplier,away_recent_lab_trust_multiplier,home_recent_opponent_strength_avg,away_recent_opponent_strength_avg,home_recent_schedule_difficulty_score,away_recent_schedule_difficulty_score,home_recent_schedule_quality_flag,away_recent_schedule_quality_flag,recent_schedule_balance_delta,home_recent_anomaly_count_last5,away_recent_anomaly_count_last5,home_recent_clean_sample_size,away_recent_clean_sample_size,home_recent_anomaly_penalty,away_recent_anomaly_penalty,home_recent_event_coverage_flag,away_recent_event_coverage_flag,recent_sample_cleanliness_flag,home_recent_stats_matches_used,away_recent_stats_matches_used,home_recent_stats_coverage_ratio,away_recent_stats_coverage_ratio,home_injuries_count,away_injuries_count,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_risk_score,away_absence_risk_score,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,availability_known_risk_score,availability_uncertainty_penalty,availability_attack_penalty,home_lineup_available_flag,away_lineup_available_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_score_nudge,vsigma_priority,market_family_hint,tie_state_label,tie_adjustment_note,reason_1,reason_2,reason_3,home_rank,away_rank,home_urgency_score,away_urgency_score,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_recent_shots_for_pg,away_recent_shots_for_pg,home_recent_shots_against_pg,away_recent_shots_against_pg,home_recent_sot_for_pg,away_recent_sot_for_pg,home_recent_sot_against_pg,away_recent_sot_against_pg,home_recent_possession_pct,away_recent_possession_pct,home_recent_corners_for_pg,away_recent_corners_for_pg,home_recent_corners_against_pg,away_recent_corners_against_pg,home_recent_fouls_pg,away_recent_fouls_pg,home_recent_yellow_pg,away_recent_yellow_pg,home_recent_offsides_pg,away_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_blocked_shots_pg,score_fulltime_home,score_fulltime_away,goals_home,goals_away,status,resolved_home_goals,resolved_away_goals,match_finished_flag,primary_result,alt_result,primary_profit_units,alt_profit_units,actionable_flag,actionable_result,actionable_profit_units
1,TOP_CORE,TOP_CORE,2026-04-28,World,CONMEBOL Libertadores,1535276,Libertad Asuncion,Independiente del Valle,96.9,91.0,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,TOP_CORE,MODEL_ONLY,TOP_CORE,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8204,,,,0.6638,,,,0.93,2.21,3.14,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.14,1.032,1.002,0.734,0.572,0.468,0.144,FULL,FULL,0.162,0.0,0.0,2.0,1.0,0.05,0.1,PARTIAL,PARTIAL,CLEAN,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-17794.26,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 0.93 | visitante 2.21,"Market edge primario: prob 0.820 | sin cuota útil, fallback modelo",Bias lado: -2.37 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=0.0 lineups=1.0 | stats=FULL hSOT=3.80 aSOT=7.60 | lab_sched=FULL/FULL trust=1.03/1.00 clean=CLEAN | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.34,4.0,2.0,1.0,1.0,0.875,2.375,0.75,1.625,1.625,0.875,0.5,0.75,0.125,0.375,0.375,0.5,0.625,0.75,0.375,0.5,10.8,22.8,13.6,10.0,3.8,7.6,6.4,3.6,49.6,62.8,3.8,9.0,4.8,3.2,11.2,8.2,2.5,1.4,0.6,1.75,3.0,4.8,2.0,3.0,2.0,3.0,FT,2.0,3.0,1,WIN,WIN,,,0,SKIPPED,
2,TOP_CORE,TOP_CORE,2026-04-28,World,UEFA Champions League,1540841,Paris Saint Germain,Bayern München,95.42,89.72,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,OVER_2_5,NO_ODDS,TOP_CORE,MODEL_ONLY,TOP_CORE,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.975,,,,0.9156,,,,2.56,3.03,5.59,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.1,1.018,0.958,0.644,0.549,0.288,0.098,FULL,PARTIAL,0.095,0.0,1.0,2.0,0.0,0.05,0.5,PARTIAL,PARTIAL,POLLUTED,5.0,5.0,1.0,1.0,2.0,16.0,FULL,FULL,2.0,15.6,MEDIUM,HIGH,FULL,17.6,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-17974.26,0.0,1.0,11.0,11.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,5.0,1.0,1.0,0.45,0.22,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,HOME_TRAILING,home_trailing_flip_away_to_over,Proj goles: local 2.56 | visitante 3.03,"Market edge primario: prob 0.975 | sin cuota útil, fallback modelo",Bias lado: -0.78 | tie=HOME_TRAILING | hint=OVER_OR_BTTS_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=6.80 aSOT=8.60 | lab_sched=FULL/PARTIAL trust=1.02/0.96 clean=POLLUTED | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=2.00 aRisk=15.60 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,11.0,2.0,0.0,1.0,2.625,3.0,2.625,3.5,0.375,1.375,1.0,1.0,0.75,0.375,0.25,0.625,1.0,1.0,0.75,0.875,16.8,20.0,9.4,10.8,6.8,8.6,3.0,4.8,67.8,67.0,5.8,6.8,5.0,3.2,8.4,10.2,1.8,1.5,2.0,2.8,4.6,6.0,5.0,4.0,5.0,4.0,FT,5.0,4.0,1,WIN,WIN,,,0,SKIPPED,
3,CORE_SHORTLIST,CORE,2026-04-28,World,CONMEBOL Sudamericana,1535172,Botafogo,Independiente Petrolero,93.86,88.66,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,HOME_DNB,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9091,,,,0.7005,,,,2.8,1.22,4.02,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,PARTIAL,3.42,0.01,0.983,1.019,0.459,0.649,-0.082,0.298,PARTIAL,FULL,-0.19,0.0,0.0,1.0,2.0,0.1,0.05,PARTIAL,PARTIAL,CLEAN,5.0,4.0,1.0,0.8,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-17794.26,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,3.0,1.0,1.0,0.22,0.22,0.45,0.2,0.273,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.80 | visitante 1.22,"Market edge primario: prob 0.909 | sin cuota útil, fallback modelo",Bias lado: +2.74 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=0.0 lineups=1.0 | stats=PARTIAL hSOT=6.20 aSOT=4.25 | lab_sched=PARTIAL/FULL trust=0.98/1.02 clean=CLEAN | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.27,1.0,4.0,1.0,1.0,2.25,0.875,2.25,0.875,1.375,2.0,1.0,0.5,0.125,0.0,0.875,0.5,0.875,0.75,0.75,0.75,15.8,10.75,10.8,17.75,6.2,4.25,3.8,7.5,53.8,43.75,4.8,2.0,5.2,4.25,10.6,13.0,2.25,2.5,1.0,2.5,2.8,1.75,3.0,0.0,3.0,0.0,FT,3.0,0.0,1,WIN,WIN,,,0,SKIPPED,
4,CORE_SHORTLIST,CORE,2026-04-28,England,Championship,1387028,Southampton,Ipswich,93.24,87.34,HIGH,2-1 / 3-1 / 2-2,OVER_1_5,OVER_2_5,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9044,,,,0.7538,,,,2.27,1.68,3.95,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.15,1.003,0.96,0.521,0.468,0.042,-0.064,PARTIAL,FULL,0.053,0.0,1.0,4.0,4.0,0.0,0.35,SUPPORTED,SUPPORTED,MIXED,5.0,5.0,1.0,1.0,8.0,6.0,FULL,FULL,7.6,6.0,HIGH,HIGH,FULL,13.6,0.0,0.1,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-17989.26,0.0,1.0,11.0,11.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,0.22,0.22,0.45,0.45,0.335,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.27 | visitante 1.68,"Market edge primario: prob 0.904 | sin cuota útil, fallback modelo",Bias lado: +0.95 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=5.00 aSOT=4.00 | lab_sched=PARTIAL/FULL trust=1.00/0.96 clean=MIXED | availability=ABSENCE_RISK_HIGH inj=FULL hRisk=7.60 aRisk=6.00 | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.34,4.0,2.0,1.0,1.0,2.375,1.875,2.375,1.375,1.0,0.875,1.0,0.75,0.25,0.375,0.75,0.5,1.0,0.875,0.875,0.375,12.2,12.6,12.2,11.8,5.0,4.0,4.2,5.0,52.4,52.8,7.0,4.8,4.6,4.4,9.2,11.8,1.4,2.8,2.0,1.6,4.0,3.6,2.0,2.0,2.0,2.0,FT,2.0,2.0,1,WIN,WIN,,,0,SKIPPED,
5,CORE_SHORTLIST,CORE,2026-04-28,England,League One,1387616,Stockport County,Port Vale,92.63,87.43,HIGH,2-1 / 3-1 / 2-2,HOME_DNB,OVER_1_5,NO_ODDS,CORE_SHORTLIST,MODEL_ONLY,CORE_SHORTLIST,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8732,,,,0.8549,,,,2.98,0.45,3.43,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.38,0.964,0.94,0.491,0.564,-0.018,0.128,FULL,FULL,-0.073,1.0,2.0,3.0,3.0,0.35,0.7,SUPPORTED,SUPPORTED,POLLUTED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-17989.26,0.0,1.0,11.0,11.0,1.0,1.0,1.0,2.0,4.0,3.0,5.0,4.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 2.98 | visitante 0.45,"Market edge primario: prob 0.873 | sin cuota útil, fallback modelo",Bias lado: +4.45 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=6.80 aSOT=3.00 | lab_sched=FULL/FULL trust=0.96/0.94 clean=POLLUTED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,3.0,22.0,1.0,1.0,1.75,1.0,2.125,0.625,1.25,1.875,0.875,0.375,0.375,0.375,0.5,0.25,0.875,0.5,0.75,0.5,17.2,10.6,12.4,14.8,6.8,3.0,6.0,3.2,61.0,47.4,4.8,6.8,5.2,6.6,9.4,10.0,2.2,0.8,2.4,1.2,4.6,4.2,1.0,2.0,1.0,2.0,FT,1.0,2.0,1,LOSS,WIN,-1.0,,0,SKIPPED,
6,WATCHLIST,WATCH,2026-04-28,England,League One,1387577,Peterborough,Mansfield Town,90.48,85.28,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.8778,,,,0.6332,,,,1.23,2.41,3.64,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.54,-0.18,0.976,0.979,0.571,0.585,0.142,0.17,FULL,FULL,-0.014,1.0,1.0,4.0,4.0,0.35,0.35,SUPPORTED,SUPPORTED,MIXED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-17989.26,0.0,1.0,11.0,11.0,1.0,1.0,0.0,2.0,4.0,4.0,5.0,4.0,1.0,1.0,0.02,0.45,0.45,0.45,0.343,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.23 | visitante 2.41,"Market edge primario: prob 0.878 | sin cuota útil, fallback modelo",Bias lado: -2.04 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=3.80 aSOT=3.60 | lab_sched=FULL/FULL trust=0.98/0.98 clean=MIXED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.34,18.0,10.0,0.5,0.0,0.75,1.875,1.5,1.75,1.75,0.75,1.0,0.75,0.125,0.5,0.875,0.5,1.0,0.625,0.625,0.5,12.4,11.2,18.8,14.0,3.8,3.6,7.2,3.6,56.0,42.2,5.8,4.6,7.8,5.6,9.2,12.0,1.4,2.2,1.0,1.333,4.6,3.4,0.0,0.0,0.0,0.0,FT,0.0,0.0,1,LOSS,PUSH,-1.0,0.0,0,SKIPPED,
7,WATCHLIST,WATCH,2026-04-28,England,League One,1387576,Northampton,Barnsley,88.28,83.08,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,AWAY_DNB,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.802,,,,0.6473,,,,0.91,2.1,3.01,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.26,-0.29,0.993,0.935,0.676,0.532,0.352,0.064,FULL,FULL,0.144,1.0,2.0,4.0,3.0,0.35,0.7,SUPPORTED,SUPPORTED,POLLUTED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-17989.26,0.0,0.0,11.0,11.0,1.0,1.0,2.0,1.0,5.0,4.0,3.0,5.0,1.0,0.0,0.45,0.22,0.45,0.04,0.29,0.0,0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 0.91 | visitante 2.10,"Market edge primario: prob 0.802 | sin cuota útil, fallback modelo",Bias lado: -2.12 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=3.00 aSOT=4.20 | lab_sched=FULL/FULL trust=0.99/0.94 clean=POLLUTED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=GOALKEEPER_UNKNOWN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.29,24.0,15.0,1.0,0.0,0.0,0.75,0.75,0.875,2.75,1.375,0.75,0.5,0.0,0.125,0.75,0.5,0.875,0.625,0.75,0.5,9.4,12.0,19.4,11.8,3.0,4.2,6.4,3.4,46.0,46.8,4.0,4.8,6.4,7.0,12.6,12.6,2.0,3.0,1.6,1.4,4.4,3.6,0.0,1.0,0.0,1.0,FT,0.0,1.0,1,LOSS,WIN,-1.0,,0,SKIPPED,
8,WATCHLIST,WATCH,2026-04-28,Netherlands,Eerste Divisie,1544249,Roda,Waalwijk,85.92,80.72,HIGH,1-2 / 1-3 / 2-2,OVER_1_5,OVER_2_5,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9152,,,,0.7754,,,,1.72,2.38,4.1,COVERAGE_RICH,0.95,1,1.0,1.0,1.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,-0.58,0.966,0.888,0.505,0.487,0.01,-0.026,FULL,FULL,0.018,1.0,3.0,4.0,2.0,0.35,1.1,SUPPORTED,SUPPORTED,POLLUTED,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-18109.26,0.0,0.0,11.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,-0.16,-0.26,-0.26,-0.21,0.0,-0.0,A_ANALIZAR_PRIMERO,AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK,,,Proj goles: local 1.72 | visitante 2.38,"Market edge primario: prob 0.915 | sin cuota útil, fallback modelo",Bias lado: -1.39 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=4.20 aSOT=7.40 | lab_sched=FULL/FULL trust=0.97/0.89 clean=POLLUTED | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=GOALKEEPER_UNKNOWN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=-0.21,8.0,6.0,0.0,0.0,1.125,1.75,1.25,2.625,1.125,1.875,0.625,1.0,0.125,0.125,0.5,0.875,0.75,1.0,0.375,1.0,11.2,14.8,18.2,13.6,4.2,7.4,7.2,3.6,53.8,49.8,3.6,3.0,7.8,6.4,8.2,10.6,1.2,1.2,2.0,2.4,3.0,3.0,1.0,1.0,1.0,1.0,FT,1.0,1.0,1,WIN,LOSS,,-1.0,0,SKIPPED,
9,WATCHLIST,WATCH,2026-04-28,World,CONMEBOL Sudamericana,1535183,San Lorenzo,Santos,83.68,78.48,HIGH,2-1 / 1-0 / 2-0,OVER_1_5,UNDER_3_5,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.7636,,,,0.6991,,,,1.86,0.91,2.77,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.8,0.14,1.014,1.022,0.619,0.699,0.238,0.398,FULL,PARTIAL,-0.08,0.0,0.0,2.0,1.0,0.05,0.1,PARTIAL,PARTIAL,CLEAN,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-17794.26,0.0,1.0,11.0,11.0,1.0,1.0,3.0,1.0,3.0,4.0,4.0,5.0,1.0,1.0,0.45,0.22,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK,,,Proj goles: local 1.86 | visitante 0.91,"Market edge primario: prob 0.764 | sin cuota útil, fallback modelo",Bias lado: +1.57 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=0.0 lineups=1.0 | stats=FULL hSOT=4.20 aSOT=3.40 | lab_sched=FULL/PARTIAL trust=1.01/1.02 clean=CLEAN | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,1.0,4.0,1.0,1.0,2.0,1.125,1.375,1.125,0.25,1.25,0.75,0.75,0.75,0.375,0.25,0.5,0.5,0.625,0.125,0.375,11.8,13.2,12.8,9.8,4.2,3.4,3.0,2.8,53.2,52.2,3.6,5.4,3.8,4.2,13.4,12.4,2.2,3.2,1.667,1.4,1.6,5.2,1.0,1.0,1.0,1.0,FT,1.0,1.0,1,WIN,WIN,,,0,SKIPPED,
10,WATCHLIST,WATCH,2026-04-28,World,CONMEBOL Libertadores,1535275,Lanus,LDU de Quito,78.85,73.15,MEDIUM_HIGH,1-1 / 1-0 / 0-1,UNDER_3_5,OVER_1_5,NO_ODDS,WATCH,MODEL_ONLY,WATCH,MODEL_ONLY,NON_ACTIONABLE_NO_PROMOTED_RULE_MATCH,0,0,0,0,,,,Non-actionable recommendation did not match production-ready promoted rules.,,SAFE_OK,Execution market translation passed hardening gates.,,0.9212,,,,0.4751,,,,0.73,0.87,1.6,COVERAGE_RICH,0.95,1,1.0,1.0,0.0,1.0,1.0,0.95,0.0,OFFICIAL_API,,FULL,3.69,0.08,0.997,1.024,0.513,0.712,0.026,0.424,FULL,FULL,-0.199,0.0,0.0,2.0,1.0,0.05,0.1,PARTIAL,PARTIAL,CLEAN,5.0,5.0,1.0,1.0,,,NONE,NONE,,,UNKNOWN,UNKNOWN,NONE,0.0,0.0,0.0,1.0,1.0,FULL,FULL,FULL,ADVISORY_ONLY,90.0,-17794.26,0.0,1.0,11.0,11.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,4.0,1.0,1.0,0.22,0.45,0.45,0.45,0.393,0.0,0.0,A_ANALIZAR_PRIMERO,OVER_OR_BTTS_CHECK,,,Proj goles: local 0.73 | visitante 0.87,"Market edge primario: prob 0.921 | sin cuota útil, fallback modelo",Bias lado: -0.27 | tie=nan | hint=OVER_OR_BTTS_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=0.0 lineups=1.0 | stats=FULL hSOT=3.60 aSOT=3.40 | lab_sched=FULL/FULL trust=1.00/1.02 clean=CLEAN | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_UNCERTAIN_ADVISORY state=ADVISORY_ONLY q=FULL hXI=11 aXI=11 conf=0.39,2.0,3.0,1.0,1.0,1.375,1.625,0.5,0.75,0.5,0.5,0.5,0.5,0.625,0.625,0.125,0.0,0.125,0.375,0.125,0.0,14.6,9.8,11.6,13.2,3.6,3.4,2.8,4.4,62.0,48.8,6.0,4.8,3.2,7.0,13.0,12.8,2.4,1.8,1.0,1.2,4.0,1.0,1.0,0.0,1.0,0.0,FT,1.0,0.0,1,WIN,LOSS,,-1.0,0,SKIPPED,
