target_date,generated_at,fixture_id,league,country,home_team,away_team,fixture_datetime_utc,promotion_status,promotion_reason,source_path,allowed_downstream_use,auto_apply,production_change
2026-07-10,2026-07-10T21:48:50+01:00,1520765,Serie B,Brazil,Juventude,Vila Nova,2026-07-10T23:00:00+01:00,TRUSTED_SOURCE_BUT_NO_DATA_BLOCKED,matching scored row is NO_DATA_BLOCKED,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,NO_PROMOTION_NO_BET,NO,NO
2026-07-10,2026-07-10T21:48:50+01:00,1495729,Veikkausliiga,Finland,VPS,SJK,2026-07-10T17:00:00+01:00,TRUSTED_SOURCE_BUT_NO_DATA_BLOCKED,matching scored row is NO_DATA_BLOCKED,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,NO_PROMOTION_NO_BET,NO,NO
2026-07-10,2026-07-10T21:48:50+01:00,1514226,1. Deild,Iceland,IR Reykjavik,Throttur Reykjavik,2026-07-10T20:15:00+01:00,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,WAIT_SCORING,NO,NO
2026-07-10,2026-07-10T21:48:50+01:00,1514227,1. Deild,Iceland,Leiknir R.,Grotta,2026-07-10T20:15:00+01:00,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,WAIT_SCORING,NO,NO
2026-07-10,2026-07-10T21:48:50+01:00,1514228,1. Deild,Iceland,Njardvik,Grindavik,2026-07-10T20:15:00+01:00,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,WAIT_SCORING,NO,NO
2026-07-10,2026-07-10T21:48:50+01:00,1514225,1. Deild,Iceland,Ægir,HK Kopavogur,2026-07-10T20:15:00+01:00,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,WAIT_SCORING,NO,NO
2026-07-10,2026-07-10T21:48:50+01:00,1534788,1. Division,Kazakhstan,Ekibastuz,Sport Academy Kairat,2026-07-10T13:00:00+01:00,NOT_TRUSTED_NO_PROMOTION,raw candidate is not TRUSTED_RAW_SOURCE,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,DIAGNOSTIC_ONLY,NO,NO
2026-07-10,2026-07-10T21:48:50+01:00,1534790,1. Division,Kazakhstan,Kaspij Aktau 2,Taraz,2026-07-10T13:00:00+01:00,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,WAIT_SCORING,NO,NO
2026-07-10,2026-07-10T21:48:50+01:00,1534368,1. Division,Belarus,Ostrovets FC,FC Energetik-Bgu Minsk,2026-07-10T16:30:00+01:00,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,WAIT_SCORING,NO,NO
2026-07-10,2026-07-10T21:48:50+01:00,1534791,1. Division,Kazakhstan,Shakhter Karagandy,Turan Turkistan,2026-07-10T14:00:00+01:00,TRUSTED_SOURCE_BUT_NO_SCORED_ROW,trusted raw candidate has no matching scored row,data/processed/governance/vsigma_raw_candidate_trust_gate.csv,WAIT_SCORING,NO,NO
