date,timezone,baseline_pick_count,candidate_v2_pick_count,overlap_picks,baseline_wins,baseline_losses,baseline_profit_units,baseline_roi_percent,candidate_v2_wins,candidate_v2_losses,candidate_v2_profit_units,candidate_v2_roi_percent,run_finished_at
2026-05-24,Atlantic/Canary,1,1,1,0,0,0.0,,0,0,0.0,,2026-05-25T16:12:29.776909+00:00
