comparison_status,fixture_id,fixture,league,baseline_rank,candidate_v2_rank,candidate_v5_rank,baseline_market,candidate_v2_market,candidate_v5_market,candidate_v5_original_market,candidate_v5_action,candidate_v5_hint,baseline_primary_risk,candidate_v2_primary_risk,candidate_v5_primary_risk,target_date,generated_at,pipeline_mode,candidate_version,source_file_date_check,run_id
BASELINE+CANDIDATE_V2+CANDIDATE_V5,1544596,SC Freiburg vs Aston Villa,UEFA Europa League,1,1,1,OVER_1_5,OVER_1_5,OVER_1_5,OVER_1_5,NOT_APPLIED,PLAYER_IMPACT_NEUTRAL_NO_RELIABLE_COVERAGE,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,FAILURE_MODE_LOW_CONVERSION,2026-05-20,2026-05-20T17:12:43+00:00,PRE,COMPARISON,NO_DATE_COLUMN,2026-05-20-20260520T171243Z
