summary_scope,rows_processed,home_full_or_partial,away_full_or_partial,avg_home_opponent_strength,avg_away_opponent_strength,standings_api_calls,standings_cache_hits,standings_errors,generated_at_utc
overall,0,0,0,,,0,0,0,2026-06-21T16:28:40.333574+00:00
