rule_type,metric,direction,threshold,rule,rows_total,graded_bets,wins,losses,pushes,voids,stake_units,profit_units,roi_pct,hit_rate_decided_pct
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1472631067961165,model_edge_abs_num >= 0.147263,46,28,23,5,0,0,28.0,7.2,25.7143,82.1429
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1545203007518797,model_edge_abs_num >= 0.15452,45,28,23,5,0,0,28.0,7.2,25.7143,82.1429
NUMERIC_THRESHOLD,primary_edge,>=,0.1472631067961165,primary_edge >= 0.147263,46,28,23,5,0,0,28.0,7.2,25.7143,82.1429
NUMERIC_THRESHOLD,primary_edge,>=,0.1545203007518797,primary_edge >= 0.15452,45,28,23,5,0,0,28.0,7.2,25.7143,82.1429
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1750755395683452,model_edge_abs_num >= 0.175076,35,21,18,3,0,0,21.0,7.15,34.0476,85.7143
NUMERIC_THRESHOLD,primary_edge,>=,0.1750755395683452,primary_edge >= 0.175076,35,21,18,3,0,0,21.0,7.15,34.0476,85.7143
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1610393939393939,model_edge_abs_num >= 0.161039,41,24,20,4,0,0,24.0,6.97,29.0417,83.3333
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1644311475409836,model_edge_abs_num >= 0.164431,40,24,20,4,0,0,24.0,6.97,29.0417,83.3333
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1645619047619048,model_edge_abs_num >= 0.164562,39,24,20,4,0,0,24.0,6.97,29.0417,83.3333
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1677333333333334,model_edge_abs_num >= 0.167733,38,24,20,4,0,0,24.0,6.97,29.0417,83.3333
NUMERIC_THRESHOLD,primary_edge,>=,0.1610393939393939,primary_edge >= 0.161039,41,24,20,4,0,0,24.0,6.97,29.0417,83.3333
NUMERIC_THRESHOLD,primary_edge,>=,0.1644311475409836,primary_edge >= 0.164431,40,24,20,4,0,0,24.0,6.97,29.0417,83.3333
NUMERIC_THRESHOLD,primary_edge,>=,0.1645619047619048,primary_edge >= 0.164562,39,24,20,4,0,0,24.0,6.97,29.0417,83.3333
NUMERIC_THRESHOLD,primary_edge,>=,0.1677333333333334,primary_edge >= 0.167733,38,24,20,4,0,0,24.0,6.97,29.0417,83.3333
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1223647058823529,model_edge_abs_num >= 0.122365,57,34,27,7,0,0,34.0,6.91,20.3235,79.4118
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1249695067264574,model_edge_abs_num >= 0.12497,56,34,27,7,0,0,34.0,6.91,20.3235,79.4118
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1280993006993006,model_edge_abs_num >= 0.128099,55,34,27,7,0,0,34.0,6.91,20.3235,79.4118
NUMERIC_THRESHOLD,primary_edge,>=,0.1223647058823529,primary_edge >= 0.122365,57,34,27,7,0,0,34.0,6.91,20.3235,79.4118
NUMERIC_THRESHOLD,primary_edge,>=,0.1249695067264574,primary_edge >= 0.12497,56,34,27,7,0,0,34.0,6.91,20.3235,79.4118
NUMERIC_THRESHOLD,primary_edge,>=,0.1280993006993006,primary_edge >= 0.128099,55,34,27,7,0,0,34.0,6.91,20.3235,79.4118
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1176592592592593,model_edge_abs_num >= 0.117659,62,38,30,8,0,0,38.0,6.88,18.1053,78.9474
NUMERIC_THRESHOLD,primary_edge,>=,0.1176592592592593,primary_edge >= 0.117659,62,38,30,8,0,0,38.0,6.88,18.1053,78.9474
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1547692307692308,model_edge_abs_num >= 0.154769,44,27,22,5,0,0,27.0,6.87,25.4444,81.4815
NUMERIC_THRESHOLD,primary_edge,>=,0.1547692307692308,primary_edge >= 0.154769,44,27,22,5,0,0,27.0,6.87,25.4444,81.4815
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1865278911564626,model_edge_abs_num >= 0.186528,29,17,15,2,0,0,17.0,6.86,40.3529,88.2353
NUMERIC_THRESHOLD,primary_edge,>=,0.1865278911564626,primary_edge >= 0.186528,29,17,15,2,0,0,17.0,6.86,40.3529,88.2353
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1762448275862068,model_edge_abs_num >= 0.176245,34,20,17,3,0,0,20.0,6.76,33.8,85.0
NUMERIC_THRESHOLD,primary_edge,>=,0.1762448275862068,primary_edge >= 0.176245,34,20,17,3,0,0,20.0,6.76,33.8,85.0
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1151746478873239,model_edge_abs_num >= 0.115175,65,41,32,9,0,0,41.0,6.76,16.4878,78.0488
NUMERIC_THRESHOLD,primary_edge,>=,0.1151746478873239,primary_edge >= 0.115175,65,41,32,9,0,0,41.0,6.76,16.4878,78.0488
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.156374358974359,model_edge_abs_num >= 0.156374,43,26,21,5,0,0,26.0,6.57,25.2692,80.7692
NUMERIC_THRESHOLD,primary_edge,>=,0.156374358974359,primary_edge >= 0.156374,43,26,21,5,0,0,26.0,6.57,25.2692,80.7692
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1187393939393939,model_edge_abs_num >= 0.118739,61,37,29,8,0,0,37.0,6.53,17.6486,78.3784
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1188692307692308,model_edge_abs_num >= 0.118869,60,37,29,8,0,0,37.0,6.53,17.6486,78.3784
NUMERIC_THRESHOLD,primary_edge,>=,0.1187393939393939,primary_edge >= 0.118739,61,37,29,8,0,0,37.0,6.53,17.6486,78.3784
NUMERIC_THRESHOLD,primary_edge,>=,0.1188692307692308,primary_edge >= 0.118869,60,37,29,8,0,0,37.0,6.53,17.6486,78.3784
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1294313432835822,model_edge_abs_num >= 0.129431,54,33,26,7,0,0,33.0,6.48,19.6364,78.7879
NUMERIC_THRESHOLD,primary_edge,>=,0.1294313432835822,primary_edge >= 0.129431,54,33,26,7,0,0,33.0,6.48,19.6364,78.7879
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1693278911564626,model_edge_abs_num >= 0.169328,37,23,19,4,0,0,23.0,6.47,28.1304,82.6087
NUMERIC_THRESHOLD,primary_edge,>=,0.1693278911564626,primary_edge >= 0.169328,37,23,19,4,0,0,23.0,6.47,28.1304,82.6087
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1879746478873238,model_edge_abs_num >= 0.187975,28,16,14,2,0,0,16.0,6.39,39.9375,87.5
NUMERIC_THRESHOLD,primary_edge,>=,0.1879746478873238,primary_edge >= 0.187975,28,16,14,2,0,0,16.0,6.39,39.9375,87.5
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1780594594594595,model_edge_abs_num >= 0.178059,33,19,16,3,0,0,19.0,6.31,33.2105,84.2105
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1820397905759162,model_edge_abs_num >= 0.18204,32,19,16,3,0,0,19.0,6.31,33.2105,84.2105
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1829448275862069,model_edge_abs_num >= 0.182945,31,19,16,3,0,0,19.0,6.31,33.2105,84.2105
NUMERIC_THRESHOLD,primary_edge,>=,0.1780594594594595,primary_edge >= 0.178059,33,19,16,3,0,0,19.0,6.31,33.2105,84.2105
NUMERIC_THRESHOLD,primary_edge,>=,0.1820397905759162,primary_edge >= 0.18204,32,19,16,3,0,0,19.0,6.31,33.2105,84.2105
NUMERIC_THRESHOLD,primary_edge,>=,0.1829448275862069,primary_edge >= 0.182945,31,19,16,3,0,0,19.0,6.31,33.2105,84.2105
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1194242424242424,model_edge_abs_num >= 0.119424,59,36,28,8,0,0,36.0,6.23,17.3056,77.7778
NUMERIC_THRESHOLD,primary_edge,>=,0.1194242424242424,primary_edge >= 0.119424,59,36,28,8,0,0,36.0,6.23,17.3056,77.7778
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1110203007518797,model_edge_abs_num >= 0.11102,67,43,33,10,0,0,43.0,6.09,14.1628,76.7442
NUMERIC_THRESHOLD,primary_edge,>=,0.1110203007518797,primary_edge >= 0.11102,67,43,33,10,0,0,43.0,6.09,14.1628,76.7442
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1923052287581699,model_edge_abs_num >= 0.192305,27,15,13,2,0,0,15.0,5.97,39.8,86.6667
NUMERIC_THRESHOLD,primary_edge,>=,0.1923052287581699,primary_edge >= 0.192305,27,15,13,2,0,0,15.0,5.97,39.8,86.6667
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1195729927007299,model_edge_abs_num >= 0.119573,58,35,27,8,0,0,35.0,5.91,16.8857,77.1429
NUMERIC_THRESHOLD,primary_edge,>=,0.1195729927007299,primary_edge >= 0.119573,58,35,27,8,0,0,35.0,5.91,16.8857,77.1429
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1847623188405796,model_edge_abs_num >= 0.184762,30,18,15,3,0,0,18.0,5.86,32.5556,83.3333
NUMERIC_THRESHOLD,primary_edge,>=,0.1847623188405796,primary_edge >= 0.184762,30,18,15,3,0,0,18.0,5.86,32.5556,83.3333
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1117387096774193,model_edge_abs_num >= 0.111739,66,42,32,10,0,0,42.0,5.76,13.7143,76.1905
NUMERIC_THRESHOLD,primary_edge,>=,0.1117387096774193,primary_edge >= 0.111739,66,42,32,10,0,0,42.0,5.76,13.7143,76.1905
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1956573248407643,model_edge_abs_num >= 0.195657,26,14,12,2,0,0,14.0,5.44,38.8571,85.7143
NUMERIC_THRESHOLD,primary_edge,>=,0.1956573248407643,primary_edge >= 0.195657,26,14,12,2,0,0,14.0,5.44,38.8571,85.7143
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1060058823529412,model_edge_abs_num >= 0.106006,68,44,33,11,0,0,44.0,5.09,11.5682,75.0
NUMERIC_THRESHOLD,primary_edge,>=,0.1060058823529412,primary_edge >= 0.106006,68,44,33,11,0,0,44.0,5.09,11.5682,75.0
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.2121278911564625,model_edge_abs_num >= 0.212128,18,7,7,0,0,0,7.0,4.97,71.0,100.0
NUMERIC_THRESHOLD,primary_edge,>=,0.2121278911564625,primary_edge >= 0.212128,18,7,7,0,0,0,7.0,4.97,71.0,100.0
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8195,primary_model_prob >= 0.8195,468,44,34,10,0,0,44.0,4.88,11.0909,77.2727
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1983333333333333,model_edge_abs_num >= 0.198333,25,13,11,2,0,0,13.0,4.87,37.4615,84.6154
NUMERIC_THRESHOLD,primary_edge,>=,0.1983333333333333,primary_edge >= 0.198333,25,13,11,2,0,0,13.0,4.87,37.4615,84.6154
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8036,primary_model_prob >= 0.8036,509,48,37,11,0,0,48.0,4.82,10.0417,77.0833
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8037,primary_model_prob >= 0.8037,507,48,37,11,0,0,48.0,4.82,10.0417,77.0833
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8052,primary_model_prob >= 0.8052,505,48,37,11,0,0,48.0,4.82,10.0417,77.0833
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8064,primary_model_prob >= 0.8064,503,48,37,11,0,0,48.0,4.82,10.0417,77.0833
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8065,primary_model_prob >= 0.8065,502,48,37,11,0,0,48.0,4.82,10.0417,77.0833
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8067,primary_model_prob >= 0.8067,501,48,37,11,0,0,48.0,4.82,10.0417,77.0833
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8077,primary_model_prob >= 0.8077,500,48,37,11,0,0,48.0,4.82,10.0417,77.0833
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8078,primary_model_prob >= 0.8078,499,48,37,11,0,0,48.0,4.82,10.0417,77.0833
NUMERIC_THRESHOLD,primary_model_prob,>=,0.808,primary_model_prob >= 0.808,498,48,37,11,0,0,48.0,4.82,10.0417,77.0833
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8081,primary_model_prob >= 0.8081,497,48,37,11,0,0,48.0,4.82,10.0417,77.0833
NUMERIC_THRESHOLD,selection_score,>=,89.15,selection_score >= 89.15,339,28,22,6,0,0,28.0,4.79,17.1071,78.5714
NUMERIC_THRESHOLD,selection_score,>=,89.17,selection_score >= 89.17,338,28,22,6,0,0,28.0,4.79,17.1071,78.5714
NUMERIC_THRESHOLD,selection_score,>=,89.19,selection_score >= 89.19,337,28,22,6,0,0,28.0,4.79,17.1071,78.5714
NUMERIC_THRESHOLD,vsigma_pre_score,>=,83.44,vsigma_pre_score >= 83.44,339,28,22,6,0,0,28.0,4.79,17.1071,78.5714
NUMERIC_THRESHOLD,vsigma_pre_score,>=,83.51,vsigma_pre_score >= 83.51,338,28,22,6,0,0,28.0,4.79,17.1071,78.5714
NUMERIC_THRESHOLD,vsigma_pre_score,>=,83.58,vsigma_pre_score >= 83.58,337,28,22,6,0,0,28.0,4.79,17.1071,78.5714
NUMERIC_THRESHOLD,vsigma_pre_score,>=,83.63,vsigma_pre_score >= 83.63,336,28,22,6,0,0,28.0,4.79,17.1071,78.5714
NUMERIC_THRESHOLD,vsigma_pre_score,>=,83.66,vsigma_pre_score >= 83.66,335,28,22,6,0,0,28.0,4.79,17.1071,78.5714
NUMERIC_THRESHOLD,vsigma_pre_score,>=,83.69,vsigma_pre_score >= 83.69,334,28,22,6,0,0,28.0,4.79,17.1071,78.5714
NUMERIC_THRESHOLD,vsigma_pre_score,>=,83.72,vsigma_pre_score >= 83.72,333,28,22,6,0,0,28.0,4.79,17.1071,78.5714
NUMERIC_THRESHOLD,vsigma_pre_score,>=,83.73,vsigma_pre_score >= 83.73,332,28,22,6,0,0,28.0,4.79,17.1071,78.5714
NUMERIC_THRESHOLD,vsigma_pre_score,>=,83.75,vsigma_pre_score >= 83.75,331,28,22,6,0,0,28.0,4.79,17.1071,78.5714
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.0935692307692308,model_edge_abs_num >= 0.0935692,74,50,37,13,0,0,50.0,4.63,9.26,74.0
NUMERIC_THRESHOLD,primary_edge,>=,0.0935692307692308,primary_edge >= 0.0935692,74,50,37,13,0,0,50.0,4.63,9.26,74.0
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8094,primary_model_prob >= 0.8094,495,47,36,11,0,0,47.0,4.51,9.5957,76.5957
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.220740782122905,model_edge_abs_num >= 0.220741,17,6,6,0,0,0,6.0,4.5,75.0,100.0
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.2213819875776398,model_edge_abs_num >= 0.221382,16,6,6,0,0,0,6.0,4.5,75.0,100.0
NUMERIC_THRESHOLD,primary_edge,>=,0.220740782122905,primary_edge >= 0.220741,17,6,6,0,0,0,6.0,4.5,75.0,100.0
NUMERIC_THRESHOLD,primary_edge,>=,0.2213819875776398,primary_edge >= 0.221382,16,6,6,0,0,0,6.0,4.5,75.0,100.0
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.2089483443708608,model_edge_abs_num >= 0.208948,21,9,8,1,0,0,9.0,4.48,49.7778,88.8889
NUMERIC_THRESHOLD,primary_edge,>=,0.2089483443708608,primary_edge >= 0.208948,21,9,8,1,0,0,9.0,4.48,49.7778,88.8889
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8505,primary_model_prob >= 0.8505,368,32,26,6,0,0,32.0,4.44,13.875,81.25
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8274,primary_model_prob >= 0.8274,448,41,32,9,0,0,41.0,4.41,10.7561,78.0488
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.2039746478873239,model_edge_abs_num >= 0.203975,24,12,10,2,0,0,12.0,4.37,36.4167,83.3333
NUMERIC_THRESHOLD,primary_edge,>=,0.2039746478873239,primary_edge >= 0.203975,24,12,10,2,0,0,12.0,4.37,36.4167,83.3333
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.0937886075949367,model_edge_abs_num >= 0.0937886,73,49,36,13,0,0,49.0,4.33,8.8367,73.4694
NUMERIC_THRESHOLD,primary_edge,>=,0.0937886075949367,primary_edge >= 0.0937886,73,49,36,13,0,0,49.0,4.33,8.8367,73.4694
NUMERIC_THRESHOLD,vsigma_pre_score,>=,83.78,vsigma_pre_score >= 83.78,330,27,21,6,0,0,27.0,4.29,15.8889,77.7778
NUMERIC_THRESHOLD,vsigma_pre_score,>=,83.81,vsigma_pre_score >= 83.81,329,27,21,6,0,0,27.0,4.29,15.8889,77.7778
NUMERIC_THRESHOLD,vsigma_pre_score,>=,83.83,vsigma_pre_score >= 83.83,327,27,21,6,0,0,27.0,4.29,15.8889,77.7778
NUMERIC_THRESHOLD,vsigma_pre_score,>=,83.9,vsigma_pre_score >= 83.9,325,27,21,6,0,0,27.0,4.29,15.8889,77.7778
NUMERIC_THRESHOLD,vsigma_pre_score,>=,83.99,vsigma_pre_score >= 83.99,324,27,21,6,0,0,27.0,4.29,15.8889,77.7778
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8096,primary_model_prob >= 0.8096,494,46,35,11,0,0,46.0,4.18,9.087,76.087
NUMERIC_THRESHOLD,primary_model_prob,>=,0.81,primary_model_prob >= 0.81,493,46,35,11,0,0,46.0,4.18,9.087,76.087
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8107,primary_model_prob >= 0.8107,492,46,35,11,0,0,46.0,4.18,9.087,76.087
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8108,primary_model_prob >= 0.8108,490,46,35,11,0,0,46.0,4.18,9.087,76.087
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8109,primary_model_prob >= 0.8109,489,46,35,11,0,0,46.0,4.18,9.087,76.087
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8115,primary_model_prob >= 0.8115,487,46,35,11,0,0,46.0,4.18,9.087,76.087
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8131,primary_model_prob >= 0.8131,485,46,35,11,0,0,46.0,4.18,9.087,76.087
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8134,primary_model_prob >= 0.8134,484,46,35,11,0,0,46.0,4.18,9.087,76.087
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8138,primary_model_prob >= 0.8138,483,46,35,11,0,0,46.0,4.18,9.087,76.087
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8148,primary_model_prob >= 0.8148,482,46,35,11,0,0,46.0,4.18,9.087,76.087
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8151,primary_model_prob >= 0.8151,481,46,35,11,0,0,46.0,4.18,9.087,76.087
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8152,primary_model_prob >= 0.8152,480,46,35,11,0,0,46.0,4.18,9.087,76.087
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8166,primary_model_prob >= 0.8166,478,46,35,11,0,0,46.0,4.18,9.087,76.087
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8203,primary_model_prob >= 0.8203,467,43,33,10,0,0,43.0,4.13,9.6047,76.7442
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8204,primary_model_prob >= 0.8204,466,43,33,10,0,0,43.0,4.13,9.6047,76.7442
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8207,primary_model_prob >= 0.8207,465,43,33,10,0,0,43.0,4.13,9.6047,76.7442
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8214,primary_model_prob >= 0.8214,464,43,33,10,0,0,43.0,4.13,9.6047,76.7442
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8215,primary_model_prob >= 0.8215,463,43,33,10,0,0,43.0,4.13,9.6047,76.7442
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8218,primary_model_prob >= 0.8218,462,43,33,10,0,0,43.0,4.13,9.6047,76.7442
NUMERIC_THRESHOLD,primary_model_prob,>=,0.822,primary_model_prob >= 0.822,461,43,33,10,0,0,43.0,4.13,9.6047,76.7442
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8221,primary_model_prob >= 0.8221,459,43,33,10,0,0,43.0,4.13,9.6047,76.7442
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8233,primary_model_prob >= 0.8233,457,43,33,10,0,0,43.0,4.13,9.6047,76.7442
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8245,primary_model_prob >= 0.8245,456,43,33,10,0,0,43.0,4.13,9.6047,76.7442
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8246,primary_model_prob >= 0.8246,455,43,33,10,0,0,43.0,4.13,9.6047,76.7442
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8248,primary_model_prob >= 0.8248,454,43,33,10,0,0,43.0,4.13,9.6047,76.7442
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8253,primary_model_prob >= 0.8253,453,43,33,10,0,0,43.0,4.13,9.6047,76.7442
NUMERIC_THRESHOLD,primary_model_prob,>=,0.8256,primary_model_prob >= 0.8256,452,43,33,10,0,0,43.0,4.13,9.6047,76.7442
NUMERIC_THRESHOLD,model_edge_abs_num,>=,0.1057412213740458,model_edge_abs_num >= 0.105741,69,45,33,12,0,0,45.0,4.09,9.0889,73.3333
NUMERIC_THRESHOLD,primary_edge,>=,0.1057412213740458,primary_edge >= 0.105741,69,45,33,12,0,0,45.0,4.09,9.0889,73.3333
NUMERIC_THRESHOLD,vsigma_pre_score,>=,84.83,vsigma_pre_score >= 84.83,302,24,19,5,0,0,24.0,4.07,16.9583,79.1667
NUMERIC_THRESHOLD,vsigma_pre_score,>=,84.89,vsigma_pre_score >= 84.89,301,24,19,5,0,0,24.0,4.07,16.9583,79.1667
NUMERIC_THRESHOLD,vsigma_pre_score,>=,84.95,vsigma_pre_score >= 84.95,300,24,19,5,0,0,24.0,4.07,16.9583,79.1667
NUMERIC_THRESHOLD,vsigma_pre_score,>=,85.0,vsigma_pre_score >= 85,299,24,19,5,0,0,24.0,4.07,16.9583,79.1667
NUMERIC_THRESHOLD,vsigma_pre_score,>=,85.07,vsigma_pre_score >= 85.07,297,24,19,5,0,0,24.0,4.07,16.9583,79.1667
NUMERIC_THRESHOLD,vsigma_pre_score,>=,85.1,vsigma_pre_score >= 85.1,296,24,19,5,0,0,24.0,4.07,16.9583,79.1667
NUMERIC_THRESHOLD,vsigma_pre_score,>=,85.14,vsigma_pre_score >= 85.14,295,24,19,5,0,0,24.0,4.07,16.9583,79.1667
NUMERIC_THRESHOLD,vsigma_pre_score,>=,85.18,vsigma_pre_score >= 85.18,294,24,19,5,0,0,24.0,4.07,16.9583,79.1667
NUMERIC_THRESHOLD,vsigma_pre_score,>=,85.2,vsigma_pre_score >= 85.2,293,24,19,5,0,0,24.0,4.07,16.9583,79.1667
NUMERIC_THRESHOLD,selection_score,>=,89.24,selection_score >= 89.24,336,27,21,6,0,0,27.0,4.04,14.963,77.7778
NUMERIC_THRESHOLD,selection_score,>=,89.27,selection_score >= 89.27,335,27,21,6,0,0,27.0,4.04,14.963,77.7778
NUMERIC_THRESHOLD,selection_score,>=,89.34,selection_score >= 89.34,334,27,21,6,0,0,27.0,4.04,14.963,77.7778
NUMERIC_THRESHOLD,selection_score,>=,89.35,selection_score >= 89.35,333,27,21,6,0,0,27.0,4.04,14.963,77.7778
NUMERIC_THRESHOLD,selection_score,>=,89.37,selection_score >= 89.37,332,27,21,6,0,0,27.0,4.04,14.963,77.7778
NUMERIC_THRESHOLD,selection_score,>=,89.39,selection_score >= 89.39,331,27,21,6,0,0,27.0,4.04,14.963,77.7778
NUMERIC_THRESHOLD,selection_score,>=,89.41,selection_score >= 89.41,330,27,21,6,0,0,27.0,4.04,14.963,77.7778
