date,timezone,baseline_pick_count,candidate_v2_pick_count,candidate_v4_pick_count,overlap_three_way_picks,candidate_v4_firewall_kept_rows,candidate_v4_firewall_downgraded_rows,candidate_v4_firewall_secondary_rows,candidate_v4_firewall_removed_rows,baseline_wins,baseline_losses,baseline_profit_units,baseline_roi_percent,candidate_v2_wins,candidate_v2_losses,candidate_v2_profit_units,candidate_v2_roi_percent,candidate_v4_wins,candidate_v4_losses,candidate_v4_profit_units,candidate_v4_roi_percent,run_finished_at
2026-05-25,Atlantic/Canary,2,2,2,2,0,1,0,0,1,1,-0.65,-32.5,1,1,-0.65,-32.5,2,0,0.6,30.0,2026-05-26T18:07:42.326147+00:00
