rows_processed,full_rows,partial_rows,sparse_rows,none_rows,api_calls_made,cache_hits,api_errors,plan_limit_errors,avg_injuries_count_known,unknown_coverage_rows,generated_at_utc
3,1,0,0,2,3,0,0,0,5.0,2,2026-05-18T20:12:38.078479+00:00
