group_value,rows_total,actionable_rows,non_actionable_rows,graded_bets,wins,losses,pushes,voids,blocked_win,blocked_loss,blocked_push,blocked_void,blocked_no_bet,stake_units,profit_units,roi_pct,hit_rate_decided_pct,avg_odds_actionable,avg_model_edge_pct,avg_model_edge_abs
OVER_2_5,17,7,10,7,5,2,0,0,0,0,0,0,10,7.0,1.43,20.4286,71.4286,1.6471,,0.1783
AWAY_WIN,7,1,6,1,1,0,0,0,0,0,0,0,6,1.0,1.0,100.0,100.0,2.0,,0.391
OVER_1_5,557,46,511,46,33,13,0,0,0,0,0,0,511,46.0,0.77,1.6739,71.7391,1.4093,,0.1396
AWAY_DNB,13,0,13,0,0,0,0,0,0,0,0,0,13,0.0,0.0,,,,,
HOME_DNB,12,0,12,0,0,0,0,0,0,0,0,0,12,0.0,0.0,,,,,
HOME_WIN,4,0,4,0,0,0,0,0,0,0,0,0,4,0.0,0.0,,,,,
BTTS_YES,5,3,2,3,2,1,0,0,0,0,0,0,2,3.0,-0.14,-4.6667,66.6667,1.4533,,0.1397
UNDER_3_5,32,5,27,5,3,2,0,0,0,0,0,0,27,5.0,-1.2,-24.0,60.0,1.33,,0.1066
