date,fixture_datetime_utc,fixture_timestamp,league,league_id,season,fixture_id,status,home_team,home_team_id,away_team,away_team_id,country,fixture_status_short,fixture_status_long,fixture_status_elapsed,goals_home,goals_away,score_fulltime_home,score_fulltime_away,score_halftime_home,score_halftime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away,home_xg_for,home_xg_against,away_xg_for,away_xg_against,home_sot_for,away_sot_for,home_big_for,away_big_for,home_motivation,away_motivation,home_absences,away_absences,today_pipeline_fetched_at,league_coverage_class,league_has_odds_coverage,league_has_fixture_stats_coverage,league_has_injuries_coverage,league_has_lineups_coverage,league_has_predictions_coverage,league_coverage_rich_flag,league_data_reliability_score,league_coverage_source_status,league_coverage_note,home_recent_matches,away_recent_matches,home_form_pts,away_form_pts,home_goals_for_pg,away_goals_for_pg,home_goals_against_pg,away_goals_against_pg,home_scored_rate,away_scored_rate,home_clean_sheet_rate,away_clean_sheet_rate,home_btts_rate,away_btts_rate,home_over15_rate,away_over15_rate,home_over25_rate,away_over25_rate,home_stats_season_used,away_stats_season_used,data_enrichment_level,home_recent_stats_matches_requested,home_recent_stats_matches_used,home_recent_stats_coverage_ratio,home_recent_stats_available_flag,home_recent_shots_for_pg,home_recent_shots_against_pg,home_recent_sot_for_pg,home_recent_sot_against_pg,home_recent_possession_pct,home_recent_corners_for_pg,home_recent_corners_against_pg,home_recent_fouls_pg,home_recent_yellow_pg,home_recent_offsides_pg,home_recent_blocked_shots_pg,away_recent_stats_matches_requested,away_recent_stats_matches_used,away_recent_stats_coverage_ratio,away_recent_stats_available_flag,away_recent_shots_for_pg,away_recent_shots_against_pg,away_recent_sot_for_pg,away_recent_sot_against_pg,away_recent_possession_pct,away_recent_corners_for_pg,away_recent_corners_against_pg,away_recent_fouls_pg,away_recent_yellow_pg,away_recent_offsides_pg,away_recent_blocked_shots_pg,recent_stats_quality_flag,recent_fixture_statistics_updated_at,home_injuries_count,away_injuries_count,home_injuries_available_flag,away_injuries_available_flag,home_absence_risk_score,away_absence_risk_score,home_injuries_coverage_flag,away_injuries_coverage_flag,home_absence_severity_flag,away_absence_severity_flag,injuries_quality_flag,injuries_availability_updated_at,home_lineup_available_flag,away_lineup_available_flag,home_lineup_known_starters_count,away_lineup_known_starters_count,home_lineup_bench_known_flag,away_lineup_bench_known_flag,home_lineup_attacker_count,away_lineup_attacker_count,home_lineup_defender_count,away_lineup_defender_count,home_lineup_midfielder_count,away_lineup_midfielder_count,home_lineup_goalkeeper_known_flag,away_lineup_goalkeeper_known_flag,home_lineup_attack_continuity_score,away_lineup_attack_continuity_score,home_lineup_defense_continuity_score,away_lineup_defense_continuity_score,lineup_confirmation_score,lineup_uncertainty_penalty,lineup_activation_window_minutes,lineup_minutes_to_kickoff,lineup_timing_eligible_flag,lineup_structural_confidence_flag,home_lineup_quality_flag,away_lineup_quality_flag,lineup_quality_flag,lineup_activation_state,fixture_lineups_updated_at,home_rank,home_points,home_goals_diff,home_played,home_table_goals_for,home_table_goals_against,home_urgency_score,away_rank,away_points,away_goals_diff,away_played,away_table_goals_for,away_table_goals_against,away_urgency_score,league_team_count,standings_context_updated_at,odds_1_home_v3,odds_1_draw_v3,odds_1_away_v3,odds_btts_yes_v3,odds_btts_no_v3,odds_over_1_5_v3,odds_under_1_5_v3,odds_over_2_5_v3,odds_under_2_5_v3,odds_over_3_5_v3,odds_under_3_5_v3,odds_dc_1x_v3,odds_dc_x2_v3,odds_dc_12_v3,odds_home_dnb_v3,odds_away_dnb_v3,odds_bookmakers_count_v3,odds_market_count_v3,odds_values_count_v3,imp_1_home,imp_1_draw,imp_1_away,imp_btts_yes,imp_btts_no,imp_over_1_5,imp_under_1_5,imp_over_2_5,imp_under_2_5,imp_over_3_5,imp_under_3_5,imp_dc_1x,imp_dc_x2,imp_dc_12,imp_home_dnb,imp_away_dnb,odds_context_v3_updated_at,odds_context_v3_status,league_tier,league_tier_rank,league_filter_reason,home_player_impact_coverage_flag,away_player_impact_coverage_flag,player_impact_quality_flag,home_goalkeeper_confidence_flag,away_goalkeeper_confidence_flag,home_attacking_core_available_score,away_attacking_core_available_score,home_defensive_core_available_score,away_defensive_core_available_score,player_impact_uncertainty_penalty,player_impact_market_translation_hint
2026-05-14,2026-05-14T19:00:00+01:00,1778781600,La Liga,140,2025,1391174,NS,Girona,547,Real Sociedad,548,Spain,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,2026-05-14T07:12:41.480624+00:00,COVERAGE_RICH,1.0,1.0,1.0,1.0,1.0,1,0.95,OFFICIAL_API,,8.0,8.0,1.0,1.125,1.125,1.75,1.125,1.75,0.75,0.75,0.25,0.125,0.5,0.625,0.625,0.75,0.375,0.625,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,10.0,11.8,2.8,4.0,54.2,4.0,4.2,9.6,2.0,1.8,3.2,5.0,5.0,1.0,1.0,11.8,15.8,4.4,4.0,51.6,5.6,4.4,12.8,2.8,2.0,4.4,FULL,2026-05-14T07:12:45.524770+00:00,10.0,8.0,1.0,1.0,10.0,7.6,FULL,FULL,HIGH,HIGH,FULL,2026-05-14T07:12:48.495791+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,647.11,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-14T07:12:53.400037+00:00,19.0,39.0,-15.0,35.0,37.0,52.0,1.0,8.0,44.0,-1.0,35.0,54.0,55.0,0.0,20.0,2026-05-14T07:13:00.698604+00:00,2.05,3.88,3.7,1.67,2.32,1.25,4.5,1.81,2.18,3.0,1.45,,,,,,13.0,174.0,5930.0,0.4878,0.2577,0.2703,0.5988,0.431,0.8,0.2222,0.5525,0.4587,0.3333,0.6897,,,,,,2026-05-14T07:13:02.553523+00:00,OK,TIER_1,1,spain_la_liga,NONE,NONE,NONE,UNKNOWN_COVERAGE,UNKNOWN_COVERAGE,0.0,0.0,0.0,0.0,0.0,PLAYER_IMPACT_NEUTRAL_NO_RELIABLE_COVERAGE
2026-05-14,2026-05-14T20:30:00+01:00,1778787000,La Liga,140,2025,1391176,NS,Real Madrid,541,Oviedo,718,Spain,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,2026-05-14T07:12:41.480739+00:00,COVERAGE_RICH,1.0,1.0,1.0,1.0,1.0,1,0.95,OFFICIAL_API,,8.0,8.0,1.375,1.375,1.75,1.25,1.625,1.375,1.0,0.875,0.125,0.375,0.875,0.5,1.0,0.75,0.625,0.5,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,17.0,17.2,7.0,4.6,53.6,6.6,5.6,11.8,3.0,2.6,4.6,5.0,5.0,1.0,1.0,11.8,7.8,4.2,3.6,53.0,4.6,3.8,11.6,2.5,1.8,2.6,FULL,2026-05-14T07:12:45.564591+00:00,14.0,10.0,1.0,1.0,12.8,10.0,FULL,FULL,HIGH,HIGH,FULL,2026-05-14T07:12:49.332143+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,737.1,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-14T07:12:53.878933+00:00,2.0,77.0,37.0,35.0,70.0,33.0,1.0,20.0,29.0,-28.0,35.0,26.0,54.0,1.0,20.0,2026-05-14T07:13:00.701450+00:00,1.29,6.53,11.5,1.95,1.95,1.16,6.0,1.53,2.75,2.27,1.74,,,,,,13.0,176.0,5926.0,0.7752,0.1531,0.087,0.5128,0.5128,0.8621,0.1667,0.6536,0.3636,0.4405,0.5747,,,,,,2026-05-14T07:13:03.332873+00:00,OK,TIER_1,1,spain_la_liga,NONE,NONE,NONE,UNKNOWN_COVERAGE,UNKNOWN_COVERAGE,0.0,0.0,0.0,0.0,0.0,PLAYER_IMPACT_NEUTRAL_NO_RELIABLE_COVERAGE
2026-05-14,2026-05-14T18:00:00+01:00,1778778000,La Liga,140,2025,1391177,NS,Valencia,532,Rayo Vallecano,728,Spain,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2026-05-14T07:12:41.480598+00:00,COVERAGE_RICH,1.0,1.0,1.0,1.0,1.0,1,0.95,OFFICIAL_API,,8.0,8.0,1.25,2.0,1.25,1.5,1.375,1.125,0.625,0.875,0.125,0.625,0.5,0.25,0.75,0.625,0.375,0.5,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,13.8,12.8,3.6,4.8,43.2,4.8,4.6,15.0,1.4,2.6,4.4,5.0,5.0,1.0,1.0,17.0,13.4,6.6,4.8,48.6,4.0,4.4,16.0,4.0,1.25,3.6,FULL,2026-05-14T07:12:45.607983+00:00,8.0,8.0,1.0,1.0,8.0,8.0,FULL,FULL,HIGH,HIGH,FULL,2026-05-14T07:12:49.856795+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,587.09,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-14T07:12:54.883485+00:00,13.0,42.0,-12.0,35.0,38.0,50.0,0.0,11.0,43.0,-6.0,35.0,36.0,42.0,0.0,20.0,2026-05-14T07:13:00.704050+00:00,2.22,3.45,4.0,1.85,2.0,1.36,3.4,2.13,1.84,3.8,1.35,,,,,,13.0,175.0,5837.0,0.4505,0.2899,0.25,0.5405,0.5,0.7353,0.2941,0.4695,0.5435,0.2632,0.7407,,,,,,2026-05-14T07:13:03.860909+00:00,OK,TIER_1,1,spain_la_liga,NONE,NONE,NONE,UNKNOWN_COVERAGE,UNKNOWN_COVERAGE,0.0,0.0,0.0,0.0,0.0,PLAYER_IMPACT_NEUTRAL_NO_RELIABLE_COVERAGE
2026-05-14,2026-05-14T20:00:00+01:00,1778785200,League One,41,2025,1544064,NS,Bradford,1343,Bolton,68,England,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-14T07:12:41.480710+00:00,COVERAGE_RICH,1.0,1.0,1.0,1.0,1.0,1,0.95,OFFICIAL_API,,8.0,8.0,1.5,1.125,1.25,1.875,1.125,1.75,0.875,0.75,0.125,0.0,0.75,0.75,0.75,0.875,0.5,0.625,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,12.8,10.2,3.6,2.8,55.0,5.8,4.0,11.6,1.8,1.4,4.8,5.0,5.0,1.0,1.0,19.0,12.4,6.2,3.6,56.2,5.0,4.8,11.8,2.0,0.6,4.4,FULL,2026-05-14T07:12:46.487244+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-05-14T07:12:50.305415+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,707.08,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-14T07:12:55.373957+00:00,4.0,77.0,7.0,46.0,58.0,51.0,1.0,5.0,75.0,18.0,46.0,70.0,52.0,0.5,24.0,2026-05-14T07:13:00.709928+00:00,2.59,3.6,2.81,1.73,2.25,1.29,4.2,1.87,2.08,3.25,1.41,,,,,,13.0,157.0,4624.0,0.3861,0.2778,0.3559,0.578,0.4444,0.7752,0.2381,0.5348,0.4808,0.3077,0.7092,,,,,,2026-05-14T07:13:04.442081+00:00,OK,TIER_2,2,england_league_one,NONE,NONE,NONE,UNKNOWN_COVERAGE,UNKNOWN_COVERAGE,0.0,0.0,0.0,0.0,0.0,PLAYER_IMPACT_NEUTRAL_NO_RELIABLE_COVERAGE
2026-05-14,2026-05-14T15:30:00+01:00,1778769000,Super League,207,2025,1538492,NS,FC Basel 1893,551,FC ST. Gallen,1011,Switzerland,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-14T07:12:41.480364+00:00,COVERAGE_RICH,1.0,1.0,1.0,1.0,1.0,1,0.95,OFFICIAL_API,,8.0,8.0,1.625,1.875,1.625,1.625,1.625,1.125,0.75,0.875,0.25,0.25,0.5,0.625,0.875,1.0,0.625,0.625,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,11.4,11.8,4.4,4.6,54.0,4.4,5.0,10.0,2.0,2.0,4.4,5.0,4.0,0.8,1.0,17.5,11.5,3.75,4.75,48.0,6.5,5.75,16.0,3.75,0.75,4.5,PARTIAL,2026-05-14T07:12:46.527131+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-05-14T07:12:50.771484+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,437.07,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-14T07:12:55.874246+00:00,5.0,56.0,3.0,36.0,54.0,51.0,0.0,2.0,66.0,23.0,36.0,68.0,45.0,1.0,12.0,2026-05-14T07:13:00.713349+00:00,2.61,4.0,2.51,1.4,3.1,1.13,6.5,1.44,2.88,2.08,1.82,,,,,,13.0,114.0,3073.0,0.3831,0.25,0.3984,0.7143,0.3226,0.885,0.1538,0.6944,0.3472,0.4808,0.5495,,,,,,2026-05-14T07:13:05.165948+00:00,OK,TIER_2,2,switzerland_super_league,NONE,NONE,NONE,UNKNOWN_COVERAGE,UNKNOWN_COVERAGE,0.0,0.0,0.0,0.0,0.0,PLAYER_IMPACT_NEUTRAL_NO_RELIABLE_COVERAGE
2026-05-14,2026-05-14T15:30:00+01:00,1778769000,Super League,207,2025,1538493,NS,FC Sion,630,FC Lugano,606,Switzerland,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-14T07:12:41.480368+00:00,COVERAGE_RICH,1.0,1.0,1.0,1.0,1.0,1,0.95,OFFICIAL_API,,8.0,8.0,2.125,2.125,2.125,1.125,0.625,0.75,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.625,0.25,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,11.4,11.6,5.2,3.0,52.6,5.6,4.6,13.6,1.8,1.25,2.2,5.0,5.0,1.0,1.0,13.8,12.4,4.8,4.0,53.2,4.8,4.4,11.4,2.4,2.2,4.4,FULL,2026-05-14T07:12:46.571303+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-05-14T07:12:51.172226+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,437.06,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-14T07:12:56.355001+00:00,4.0,61.0,23.0,36.0,58.0,35.0,0.5,3.0,63.0,13.0,36.0,53.0,40.0,0.5,12.0,2026-05-14T07:13:00.716792+00:00,2.26,3.6,3.25,1.62,2.3,1.24,4.26,1.79,2.11,2.89,1.44,,,,,,13.0,114.0,2891.0,0.4425,0.2778,0.3077,0.6173,0.4348,0.8065,0.2347,0.5587,0.4739,0.346,0.6944,,,,,,2026-05-14T07:13:05.657043+00:00,OK,TIER_2,2,switzerland_super_league,NONE,NONE,NONE,UNKNOWN_COVERAGE,UNKNOWN_COVERAGE,0.0,0.0,0.0,0.0,0.0,PLAYER_IMPACT_NEUTRAL_NO_RELIABLE_COVERAGE
2026-05-14,2026-05-14T15:30:00+01:00,1778769000,Super League,207,2025,1538494,NS,FC Thun,1012,BSC Young Boys,565,Switzerland,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-14T07:12:41.480372+00:00,COVERAGE_RICH,1.0,1.0,1.0,1.0,1.0,1,0.95,OFFICIAL_API,,8.0,8.0,1.25,1.125,1.75,1.375,1.5,1.375,0.75,0.875,0.0,0.125,0.75,0.75,0.75,0.875,0.75,0.5,2025.0,2025.0,TEAM_LAST_8_ALL_COMPETITIONS,5.0,5.0,1.0,1.0,14.0,14.2,5.4,5.2,45.2,5.6,4.6,16.8,2.8,1.5,3.2,5.0,5.0,1.0,1.0,15.0,14.2,5.2,5.0,55.0,6.0,4.8,14.4,2.6,1.6,3.2,FULL,2026-05-14T07:12:46.600783+00:00,,,0.0,0.0,,,NONE,NONE,UNKNOWN,UNKNOWN,NONE,2026-05-14T07:12:51.619689+00:00,0.0,0.0,,,,,,,,,,,,,,,,,,0.12,90.0,437.05,0.0,0.0,NONE,NONE,NONE,INACTIVE,2026-05-14T07:12:56.777893+00:00,1.0,74.0,33.0,36.0,76.0,43.0,1.0,6.0,51.0,6.0,36.0,69.0,63.0,0.0,12.0,2026-05-14T07:13:00.719813+00:00,2.23,4.1,2.94,1.36,3.25,1.12,7.5,1.39,3.25,1.94,1.94,,,,,,13.0,114.0,3067.0,0.4484,0.2439,0.3401,0.7353,0.3077,0.8929,0.1333,0.7194,0.3077,0.5155,0.5155,,,,,,2026-05-14T07:13:06.149080+00:00,OK,TIER_2,2,switzerland_super_league,NONE,NONE,NONE,UNKNOWN_COVERAGE,UNKNOWN_COVERAGE,0.0,0.0,0.0,0.0,0.0,PLAYER_IMPACT_NEUTRAL_NO_RELIABLE_COVERAGE
2026-05-14,2026-05-14T17:00:00+01:00,1778774400,Liga Leumit,382,2025,1541904,NS,Hapoel Hadera,4500,Hapoel Ra'anana,4509,Israel,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-14T07:12:41.480562+00:00,COVERAGE_PARTIAL,1.0,0.0,0.0,1.0,1.0,0,0.7,OFFICIAL_API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIER_3,3,israel_liga_leumit_noisy,NONE,NONE,NONE,UNKNOWN_COVERAGE,UNKNOWN_COVERAGE,0.0,0.0,0.0,0.0,0.0,PLAYER_IMPACT_NEUTRAL_NO_RELIABLE_COVERAGE
2026-05-14,2026-05-14T17:00:00+01:00,1778774400,Liga Leumit,382,2025,1541903,NS,Ironi Modi'in,6179,Hapoel Acre,4482,Israel,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-14T07:12:41.480558+00:00,COVERAGE_PARTIAL,1.0,0.0,0.0,1.0,1.0,0,0.7,OFFICIAL_API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIER_3,3,israel_liga_leumit_noisy,NONE,NONE,NONE,UNKNOWN_COVERAGE,UNKNOWN_COVERAGE,0.0,0.0,0.0,0.0,0.0,PLAYER_IMPACT_NEUTRAL_NO_RELIABLE_COVERAGE
2026-05-14,2026-05-14T21:00:00+01:00,1778788800,Copa Ecuador,917,2025,1542925,NS,Astillero FC (Ecu),27663,Guayaquil City FC,1159,Ecuador,NS,Not Started,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2026-05-14T07:12:41.480751+00:00,COVERAGE_PARTIAL,1.0,0.0,0.0,1.0,1.0,0,0.7,OFFICIAL_API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIER_4,4,ecuador_cup_context_only,NONE,NONE,NONE,UNKNOWN_COVERAGE,UNKNOWN_COVERAGE,0.0,0.0,0.0,0.0,0.0,PLAYER_IMPACT_NEUTRAL_NO_RELIABLE_COVERAGE
